LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,JJ,SCH_FTETEACH_TOT,SCH_FTETEACH_CERT,SCH_FTETEACH_NOTCERT,SCH_FTECOUNSELORS,SCH_FTESECURITY_LEO,SCH_FTESECURITY_GUA,SCH_FTESERVICES_NUR,SCH_FTESERVICES_PSY,SCH_FTESERVICES_SOC
CO,Colorado,0803990,Poudre School District R-1,525,Cache La Poudre Elementary School,080399000525,No,22.55,22.55,0.0,1.0,0.0,0.1,0.28,0.68,0.26
CO,Colorado,0803990,Poudre School District R-1,526,Dunn Elementary School,080399000526,No,24.6,24.6,0.0,1.0,0.0,0.1,0.28,0.68,0.26
CO,Colorado,0803990,Poudre School District R-1,527,Eyestone Elementary School,080399000527,No,32.8,31.8,1.0,1.0,0.0,0.1,0.28,0.68,0.26
CO,Colorado,0803990,Poudre School District R-1,528,Fort Collins High School,080399000528,No,98.32,93.6,4.72,8.8,0.0,0.1,0.28,0.68,0.26
CO,Colorado,0803990,Poudre School District R-1,533,Irish Elementary School,080399000533,No,27.0,25.0,2.0,1.0,0.0,0.1,0.28,0.68,0.26
CO,Colorado,0803990,Poudre School District R-1,536,Lincoln Middle School,080399000536,No,43.8,41.8,2.0,4.0,0.0,0.1,0.28,0.68,0.26
CO,Colorado,0803990,Poudre School District R-1,539,O'dea Elementary School,080399000539,No,29.4,29.4,0.0,1.0,0.0,0.1,0.28,0.68,0.26
CO,Colorado,0803990,Poudre School District R-1,541,Poudre High School,080399000541,No,103.16,101.5,1.66,9.0,0.0,0.1,0.28,0.68,0.26
CO,Colorado,0803990,Poudre School District R-1,542,Putnam Elementary School,080399000542,No,29.45,28.45,1.0,0.0,0.0,0.1,0.28,0.68,1.26
CO,Colorado,0803990,Poudre School District R-1,544,Riffenburgh Elementary School,080399000544,No,31.0,30.0,1.0,0.4,0.0,0.1,0.28,0.68,0.26
CO,Colorado,0803990,Poudre School District R-1,545,Rocky Mountain High School,080399000545,No,101.6,101.6,0.0,9.0,0.0,0.1,0.28,0.68,0.26
CO,Colorado,0803990,Poudre School District R-1,547,Tavelli Elementary School,080399000547,No,34.14,34.14,0.0,0.4,0.0,0.1,0.28,0.68,0.26
CO,Colorado,0803990,Poudre School District R-1,548,Timnath Elementary School,080399000548,No,24.4,22.7,1.7,1.0,0.0,0.1,0.28,0.68,0.26
CO,Colorado,0803990,Poudre School District R-1,551,Wellington Middle School,080399000551,No,33.15,31.15,2.0,2.2,0.0,0.1,0.28,0.68,0.26
CO,Colorado,0803990,Poudre School District R-1,573,Harris Bilingual Elementary School,080399000573,No,18.5,18.0,0.5,0.8,0.0,0.1,0.28,0.68,0.26
CO,Colorado,0803990,Poudre School District R-1,583,Laurel Elementary School,080399000583,No,29.8,28.8,1.0,1.3,0.0,0.1,0.28,0.68,0.26
CO,Colorado,0803990,Poudre School District R-1,606,Traut Core Elementary School,080399000606,No,25.5,24.5,1.0,0.0,0.0,0.1,0.28,0.68,0.26
CO,Colorado,0803990,Poudre School District R-1,1091,Preston Middle School,080399001091,No,56.52,54.52,2.0,4.0,0.0,0.1,0.28,0.68,0.26
CO,Colorado,0803990,Poudre School District R-1,1280,Shepardson Elementary School,080399001280,No,26.6,23.1,3.5,1.0,0.0,0.1,0.28,0.68,0.26
CO,Colorado,0803990,Poudre School District R-1,1408,Lesher Middle School,080399001408,No,40.02,40.02,0.0,2.2,0.0,0.1,0.28,0.68,0.26
CO,Colorado,0803990,Poudre School District R-1,1409,Lopez Elementary School,080399001409,No,24.3,23.3,1.0,0.8,0.0,0.1,0.28,0.68,0.26
CO,Colorado,0803990,Poudre School District R-1,1440,Werner Elementary School,080399001440,No,26.8,26.8,0.0,1.0,0.0,0.1,0.28,0.68,0.26
CO,Colorado,0803990,Poudre School District R-1,1480,Johnson Elementary School,080399001480,No,26.2,24.2,2.0,1.0,0.0,0.1,0.28,0.68,0.26
CO,Colorado,0803990,Poudre School District R-1,1498,Linton Elementary School,080399001498,No,28.0,27.0,1.0,1.0,0.0,0.1,0.28,0.68,0.26
CO,Colorado,0803990,Poudre School District R-1,1608,Liberty Common Charter School,080399001608,No,53.0,24.0,29.0,1.0,0.0,0.0,1.0,1.0,0.0
CO,Colorado,0803990,Poudre School District R-1,1717,Ridgeview Classical Charter Schools,080399001717,No,50.0,50.0,0.0,0.0,0.0,0.0,0.5,0.2,0.0
CO,Colorado,0803990,Poudre School District R-1,1727,Zach Elementary School,080399001727,No,29.0,29.0,0.0,1.0,0.0,0.1,0.28,0.68,0.26
CO,Colorado,0803990,Poudre School District R-1,1848,Fossil Ridge High School,080399001848,No,107.84,104.24,3.6,9.0,0.0,0.1,0.28,0.68,0.26
CO,Colorado,0803990,Poudre School District R-1,1849,Kinard Core Knowledge Middle School,080399001849,No,43.18,42.18,1.0,2.0,0.0,0.1,0.28,0.68,0.26
CO,Colorado,0803990,Poudre School District R-1,1938,Poudre Community Academy,080399001938,No,14.13,14.13,0.0,2.0,0.0,0.1,0.28,0.68,1.26
CO,Colorado,0803990,Poudre School District R-1,1973,Bacon Elementary School,080399001973,No,34.0,34.0,0.0,1.0,0.0,0.1,0.28,0.68,0.26
CO,Colorado,0803990,Poudre School District R-1,6161,Olander Elementary School,080399006161,No,25.0,24.0,1.0,1.4,0.0,0.1,0.28,0.68,0.26
CO,Colorado,0803990,Poudre School District R-1,6162,Webber Middle School,080399006162,No,43.55,43.55,0.0,3.0,0.0,0.1,0.28,0.68,0.26
CO,Colorado,0803990,Poudre School District R-1,6315,Rice Elementary School,080399006315,No,27.38,26.38,1.0,1.0,0.0,0.1,0.28,0.68,0.26
CO,Colorado,0803990,Poudre School District R-1,6334,Polaris Expeditionary Learning School,080399006334,No,24.73,24.73,0.0,2.0,0.0,0.1,0.28,0.68,0.26
CO,Colorado,0803990,Poudre School District R-1,6380,Bethke Elementary School,080399006380,No,37.2,36.2,1.0,1.4,0.0,0.1,0.28,0.68,0.26
CO,Colorado,0803990,Poudre School District R-1,6431,Psd Global Academy,080399006431,No,17.7,17.7,0.0,1.6,0.0,0.1,0.28,0.68,0.26
CO,Colorado,0803990,Poudre School District R-1,6564,Psd Options School,080399006564,No,1.5,1.5,0.0,0.4,0.0,0.1,0.28,0.68,0.26
CO,Colorado,0803990,Poudre School District R-1,6573,Mountain Sage Community School,080399006573,No,21.32,13.42,7.9,0.0,0.0,0.0,0.0,0.0,1.02
CO,Colorado,0803990,Poudre School District R-1,6613,Fort Collins Montessori School,080399006613,No,8.0,4.0,4.0,0.0,0.0,0.0,0.0,0.2,0.0
CO,Colorado,0803990,Poudre School District R-1,6762,Compass Community Collaborative School,080399006762,No,10.75,8.75,2.0,0.5,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0803990,Poudre School District R-1,6776,Psd Mountain Schools,080399006776,No,11.3,11.3,0.0,0.8,0.0,0.1,0.28,0.68,0.26
CO,Colorado,0804020,Weld Re-8 Schools,552,Fort Lupton High School,080402000552,No,43.8,43.8,0.0,2.0,0.5,0.25,0.0,0.83,0.0
CO,Colorado,0804020,Weld Re-8 Schools,553,Fort Lupton Middle School,080402000553,No,27.92,27.92,0.0,1.0,0.5,0.25,0.0,1.02,0.0
CO,Colorado,0804020,Weld Re-8 Schools,554,Leo William Butler Elementary School,080402000554,No,26.0,26.0,0.0,0.0,0.5,0.25,0.0,1.55,0.0
CO,Colorado,0804020,Weld Re-8 Schools,1366,Twombly Elementary School,080402001366,No,33.9,33.9,0.0,0.0,0.5,0.0,0.0,1.03,0.0
CO,Colorado,0804020,Weld Re-8 Schools,6606,Kenneth Homyak Pk-8,080402006606,No,19.8,19.8,0.0,0.0,0.0,0.0,0.0,1.7,0.0
CO,Colorado,0804020,Weld Re-8 Schools,6754,Little Trappers Preschool,080402006754,No,5.0,5.0,0.0,0.0,0.0,0.25,0.0,0.5,0.0
CO,Colorado,0804050,School District No. Re-3 Fort Morgan,556,Columbine Elementary School,080405000556,No,24.45,23.45,1.0,0.5,0.0,0.0,0.0,0.24,0.11
CO,Colorado,0804050,School District No. Re-3 Fort Morgan,557,Fort Morgan High School,080405000557,No,51.89,51.89,0.0,4.8,1.0,0.0,0.0,0.0,0.11
CO,Colorado,0804050,School District No. Re-3 Fort Morgan,558,Green Acres Elementary School,080405000558,No,20.4,20.4,0.0,0.5,0.0,0.0,0.47,0.0,0.11
CO,Colorado,0804050,School District No. Re-3 Fort Morgan,559,Sherman Early Childhood Center,080405000559,No,22.0,22.0,0.0,0.5,0.0,0.0,0.47,0.47,0.19
CO,Colorado,0804050,School District No. Re-3 Fort Morgan,1281,Fort Morgan Middle School,080405001281,No,45.42,45.42,0.0,2.0,0.75,0.0,0.0,0.47,0.11
CO,Colorado,0804050,School District No. Re-3 Fort Morgan,1611,Lincoln High School,080405001611,No,4.25,4.25,0.0,0.5,0.25,0.0,0.0,0.0,0.07
CO,Colorado,0804050,School District No. Re-3 Fort Morgan,6298,Pioneer Elementary School,080405006298,No,19.05,19.05,0.0,0.5,0.0,0.0,0.0,0.47,0.11
CO,Colorado,0804050,School District No. Re-3 Fort Morgan,6698,Baker Elementary School,080405006698,No,19.45,19.45,0.0,0.5,0.0,0.0,0.0,0.24,0.11
CO,Colorado,0804080,Fountain School District No. 8 In The County Of El Paso An,96,Welte Education Center,080408000096,No,15.0,15.0,0.0,1.0,1.0,0.0,0.4,1.0,1.0
CO,Colorado,0804080,Fountain School District No. 8 In The County Of El Paso An,560,Abrams Elementary School,080408000560,No,29.0,29.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
CO,Colorado,0804080,Fountain School District No. 8 In The County Of El Paso An,561,Carson Middle School,080408000561,No,43.0,43.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0
CO,Colorado,0804080,Fountain School District No. 8 In The County Of El Paso An,562,Fountain-Fort Carson High School,080408000562,No,113.0,113.0,0.0,6.0,4.0,2.0,1.9,1.5,1.0
CO,Colorado,0804080,Fountain School District No. 8 In The County Of El Paso An,563,Fountain Middle School,080408000563,No,72.0,72.0,0.0,4.0,1.0,0.0,0.6,0.0,1.0
CO,Colorado,0804080,Fountain School District No. 8 In The County Of El Paso An,564,Mesa Elementary School,080408000564,No,31.0,31.0,0.0,1.0,1.0,0.0,0.5,1.0,0.0
CO,Colorado,0804080,Fountain School District No. 8 In The County Of El Paso An,565,Patriot Elementary School,080408000565,No,37.0,37.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
CO,Colorado,0804080,Fountain School District No. 8 In The County Of El Paso An,566,Aragon Elementary School,080408000566,No,26.0,26.0,0.0,1.0,1.0,0.0,0.5,1.0,0.0
CO,Colorado,0804080,Fountain School District No. 8 In The County Of El Paso An,856,Mountainside Elementary School,080408000856,No,29.0,29.0,0.0,1.0,1.0,0.0,0.5,1.0,0.0
CO,Colorado,0804080,Fountain School District No. 8 In The County Of El Paso An,1481,Jordahl Elementary School,080408001481,No,33.0,33.0,0.0,1.0,1.0,0.0,0.5,1.0,0.0
CO,Colorado,0804080,Fountain School District No. 8 In The County Of El Paso An,6330,Eagleside Elementary School,080408006330,No,32.0,32.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
CO,Colorado,0804080,Fountain School District No. 8 In The County Of El Paso An,6481,Weikel Elementary School,080408006481,No,44.0,44.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
CO,Colorado,0804080,Fountain School District No. 8 In The County Of El Paso An,6805,Conrad Early Learning Center,080408006805,No,9.0,9.0,0.0,0.0,0.0,0.0,0.1,0.5,0.0
CO,Colorado,0804110,Fowler School District No. R4j,567,Fowler Junior High School,080411000567,No,4.04,4.04,0.0,1.34,0.0,0.0,1.0,0.0,0.0
CO,Colorado,0804110,Fowler School District No. R4j,568,Fowler High School,080411000568,No,11.23,11.23,0.0,1.58,0.0,0.0,1.0,0.0,0.0
CO,Colorado,0804110,Fowler School District No. R4j,1981,Fowler Elementary School,080411001981,No,19.9,19.9,0.0,1.37,0.0,0.0,1.0,0.0,0.0
CO,Colorado,0804140,Sierra Grande School District No. R-30,572,Sierra Grande K-12 School,080414000572,No,21.48,21.49,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0804200,Weld County Reorganized School District No. Re-1,575,Gilcrest Elementary School,080420000575,No,18.5,18.5,0.0,1.0,0.5,0.0,0.17,0.0,0.33
CO,Colorado,0804200,Weld County Reorganized School District No. Re-1,576,Pete Mirich Elementary School,080420000576,No,31.0,31.0,0.0,1.0,0.5,0.0,0.17,0.0,0.33
CO,Colorado,0804200,Weld County Reorganized School District No. Re-1,577,North Valley Middle School,080420000577,No,21.0,21.0,0.0,1.0,0.5,0.0,0.16,0.0,0.34
CO,Colorado,0804200,Weld County Reorganized School District No. Re-1,578,Platteville Elementary School,080420000578,No,28.0,28.0,0.0,1.0,0.5,0.0,0.17,0.0,0.33
CO,Colorado,0804200,Weld County Reorganized School District No. Re-1,579,South Valley Middle School,080420000579,No,16.5,16.5,0.0,1.0,0.5,0.0,0.16,0.0,0.34
CO,Colorado,0804200,Weld County Reorganized School District No. Re-1,580,Valley High School,080420000580,No,41.0,41.0,0.0,2.0,0.5,0.0,0.17,0.0,0.33
CO,Colorado,0804230,Gilpin County School District No. Re-1,581,Gilpin County Elementary School,080423000581,No,15.31,14.4,0.91,0.0,1.0,0.0,0.0,0.0,0.0
CO,Colorado,0804230,Gilpin County School District No. Re-1,1298,Gilpin County Undivided High School,080423001298,No,15.86,15.86,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CO,Colorado,0804260,Roaring Fork School District No. Re-1,133,Basalt Middle School,080426000133,No,26.82,25.82,1.0,1.0,0.33,0.0,0.33,0.0,0.33
CO,Colorado,0804260,Roaring Fork School District No. Re-1,582,Basalt Elementary School,080426000582,No,40.84,39.84,1.0,1.0,0.33,0.0,0.33,0.0,0.33
CO,Colorado,0804260,Roaring Fork School District No. Re-1,584,Basalt High School,080426000584,No,27.78,26.78,1.0,2.5,0.33,0.0,0.33,0.0,0.33
CO,Colorado,0804260,Roaring Fork School District No. Re-1,586,Carbondale Middle School,080426000586,No,24.0,23.0,1.0,1.33,0.2,0.0,0.2,0.0,0.0
CO,Colorado,0804260,Roaring Fork School District No. Re-1,587,Glenwood Springs Middle School,080426000587,No,30.54,28.81,1.73,1.0,0.2,0.0,0.2,0.0,0.7
CO,Colorado,0804260,Roaring Fork School District No. Re-1,588,Glenwood Springs High School,080426000588,No,53.88,53.88,0.0,3.04,0.2,0.0,0.2,0.25,0.0
CO,Colorado,0804260,Roaring Fork School District No. Re-1,589,Glenwood Springs Elementary School,080426000589,No,40.0,40.0,0.0,0.8,0.2,0.0,0.2,0.0,0.7
CO,Colorado,0804260,Roaring Fork School District No. Re-1,590,Roaring Fork High School,080426000590,No,18.24,18.24,0.0,2.04,0.2,0.0,0.2,0.25,0.0
CO,Colorado,0804260,Roaring Fork School District No. Re-1,1505,Carbondale Community Charter School,080426001505,No,15.2,13.2,2.0,0.0,0.2,0.0,0.2,0.25,0.0
CO,Colorado,0804260,Roaring Fork School District No. Re-1,1540,Crystal River Elementary School,080426001540,No,32.9,32.9,0.0,1.33,0.2,0.0,0.2,0.0,0.0
CO,Colorado,0804260,Roaring Fork School District No. Re-1,1596,Bridges,080426001596,No,6.06,6.06,0.0,1.0,0.2,0.0,0.2,0.25,0.0
CO,Colorado,0804260,Roaring Fork School District No. Re-1,1597,Sopris Elementary School,080426001597,No,24.0,24.0,0.0,1.33,0.2,0.0,0.2,0.0,0.0
CO,Colorado,0804260,Roaring Fork School District No. Re-1,6715,Riverview School,080426006715,No,28.46,28.46,0.0,2.0,0.2,0.0,0.2,0.0,0.33
CO,Colorado,0804290,Granada School District No. Re-1,592,Granada Elementary School,080429000592,No,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0804290,Granada School District No. Re-1,593,Granada Undivided High School,080429000593,No,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0804320,East Grand School District No. 2,594,Fraser Valley Elementary School,080432000594,No,21.0,21.0,0.0,1.5,0.25,0.0,0.84,0.0,0.0
CO,Colorado,0804320,East Grand School District No. 2,595,Granby Elementary School,080432000595,No,36.5,36.5,0.0,1.44,0.25,0.0,0.84,0.0,0.0
CO,Colorado,0804320,East Grand School District No. 2,596,Middle Park High School,080432000596,No,32.0,32.0,0.0,2.5,0.25,0.0,0.78,0.0,0.0
CO,Colorado,0804320,East Grand School District No. 2,1343,East Grand Middle School,080432001343,No,25.0,25.0,0.0,1.5,0.25,0.0,0.78,0.0,0.0
CO,Colorado,0804350,Mesa County Valley School District No. 51,205,Redlands Middle School,080435000205,No,32.0,31.0,1.0,1.99,0.16,0.0,0.0,0.0,0.0
CO,Colorado,0804350,Mesa County Valley School District No. 51,597,Appleton Elementary School,080435000597,No,23.6,23.6,0.0,0.94,0.16,0.0,0.0,0.0,0.0
CO,Colorado,0804350,Mesa County Valley School District No. 51,598,Bookcliff Middle School,080435000598,No,39.7,38.1,1.6,1.99,0.2,0.0,0.0,0.0,0.0
CO,Colorado,0804350,Mesa County Valley School District No. 51,599,Broadway Elementary School,080435000599,No,17.1,17.1,0.0,0.47,0.16,0.0,0.0,1.04,0.0
CO,Colorado,0804350,Mesa County Valley School District No. 51,600,Central High School,080435000600,No,78.25,77.25,1.0,6.17,0.16,0.0,0.0,0.0,0.0
CO,Colorado,0804350,Mesa County Valley School District No. 51,601,Chatfield Elementary School,080435000601,No,20.4,19.4,1.0,0.94,0.16,0.0,0.0,0.0,0.0
CO,Colorado,0804350,Mesa County Valley School District No. 51,602,Clifton Elementary School,080435000602,No,27.9,25.9,2.0,0.94,0.2,0.0,0.0,0.0,0.98
CO,Colorado,0804350,Mesa County Valley School District No. 51,605,East Middle School,080435000605,No,27.0,26.0,1.0,1.4,0.16,0.0,0.0,0.0,0.0
CO,Colorado,0804350,Mesa County Valley School District No. 51,608,Fruita Middle School,080435000608,No,37.12,36.12,1.0,1.99,0.14,0.0,0.0,0.0,0.0
CO,Colorado,0804350,Mesa County Valley School District No. 51,609,Fruita Monument High School,080435000609,No,64.17,64.17,0.0,5.23,0.14,0.0,0.0,1.04,0.0
CO,Colorado,0804350,Mesa County Valley School District No. 51,610,Fruitvale Elementary School,080435000610,No,25.5,25.5,0.0,0.94,0.2,0.0,0.0,0.0,0.0
CO,Colorado,0804350,Mesa County Valley School District No. 51,611,Gateway School,080435000611,No,5.0,5.0,0.0,0.47,0.16,0.0,0.0,0.0,0.0
CO,Colorado,0804350,Mesa County Valley School District No. 51,612,Grand Junction High School,080435000612,No,70.37,69.37,1.0,5.23,0.16,0.0,0.0,0.0,0.0
CO,Colorado,0804350,Mesa County Valley School District No. 51,613,Lincoln Orchard Mesa Elementary School,080435000613,No,21.9,21.9,0.0,0.94,0.16,0.0,0.0,0.0,0.0
CO,Colorado,0804350,Mesa County Valley School District No. 51,615,Loma Elementary School,080435000615,No,13.32,13.32,0.0,0.47,0.14,0.0,0.0,0.0,0.0
CO,Colorado,0804350,Mesa County Valley School District No. 51,616,Nisley Elementary School,080435000616,No,30.0,28.0,2.0,1.89,0.2,0.0,0.0,0.0,0.98
CO,Colorado,0804350,Mesa County Valley School District No. 51,618,Orchard Avenue Elementary School,080435000618,No,26.1,26.1,0.0,0.94,0.2,0.0,0.0,0.0,0.0
CO,Colorado,0804350,Mesa County Valley School District No. 51,619,Orchard Mesa Middle School,080435000619,No,33.5,31.5,2.0,1.99,0.16,0.0,0.0,0.0,0.0
CO,Colorado,0804350,Mesa County Valley School District No. 51,620,Palisade High School,080435000620,No,54.75,53.75,1.0,3.92,0.2,0.0,0.0,0.0,0.0
CO,Colorado,0804350,Mesa County Valley School District No. 51,621,Pomona Elementary School,080435000621,No,20.0,20.0,0.0,0.94,0.16,0.0,0.0,0.0,0.0
CO,Colorado,0804350,Mesa County Valley School District No. 51,623,R-5 High School,080435000623,No,16.5,14.5,2.0,1.05,0.25,0.0,0.0,0.0,0.0
CO,Colorado,0804350,Mesa County Valley School District No. 51,624,Scenic Elementary School,080435000624,No,14.9,14.9,0.0,0.47,0.16,0.0,0.0,0.0,0.0
CO,Colorado,0804350,Mesa County Valley School District No. 51,625,Shelledy Elementary School,080435000625,No,23.9,23.9,0.0,0.94,0.14,0.0,0.0,0.0,0.0
CO,Colorado,0804350,Mesa County Valley School District No. 51,626,Taylor Elementary School,080435000626,No,21.0,21.0,0.0,0.94,0.2,0.0,0.0,0.0,0.0
CO,Colorado,0804350,Mesa County Valley School District No. 51,627,Tope Elementary School,080435000627,No,16.4,16.4,0.0,0.47,0.16,0.0,0.0,0.0,0.0
CO,Colorado,0804350,Mesa County Valley School District No. 51,629,West Middle School,080435000629,No,22.0,22.0,0.0,0.99,0.16,0.0,0.0,0.0,0.0
CO,Colorado,0804350,Mesa County Valley School District No. 51,1344,Mesa View Elementary School,080435001344,No,23.0,22.0,1.0,0.94,0.16,0.0,0.0,0.0,0.0
CO,Colorado,0804350,Mesa County Valley School District No. 51,1345,Mount Garfield Middle School,080435001345,No,41.37,40.37,1.0,1.99,0.2,0.0,0.0,0.0,0.0
CO,Colorado,0804350,Mesa County Valley School District No. 51,1346,Thunder Mountain Elementary School,080435001346,No,28.6,28.1,0.5,0.94,0.16,0.0,0.0,0.0,0.98
CO,Colorado,0804350,Mesa County Valley School District No. 51,1347,Wingate Elementary School,080435001347,No,24.8,24.8,0.0,0.94,0.16,0.0,0.0,0.0,0.0
CO,Colorado,0804350,Mesa County Valley School District No. 51,1552,New Emerson School At Columbus,080435001552,No,8.5,8.5,0.0,0.47,0.16,0.0,0.0,0.0,0.0
CO,Colorado,0804350,Mesa County Valley School District No. 51,1656,Grand Mesa Middle School,080435001656,No,35.5,33.5,2.0,0.99,0.16,0.0,0.0,0.0,0.0
CO,Colorado,0804350,Mesa County Valley School District No. 51,1657,Rocky Mountain Elementary School,080435001657,No,28.5,28.5,0.0,1.89,0.2,0.0,0.0,0.0,0.98
CO,Colorado,0804350,Mesa County Valley School District No. 51,1691,Dos Rios Elementary School,080435001691,No,18.77,17.77,1.0,0.94,0.16,0.0,0.0,0.0,0.37
CO,Colorado,0804350,Mesa County Valley School District No. 51,1850,Dual Immersion Academy School,080435001850,No,15.4,15.4,0.0,0.4,0.16,0.0,0.0,0.0,0.0
CO,Colorado,0804350,Mesa County Valley School District No. 51,1980,Independence Academy,080435001980,No,26.0,22.0,4.0,0.0,0.16,0.0,0.0,0.0,0.0
CO,Colorado,0804350,Mesa County Valley School District No. 51,1992,Pear Park Elementary School,080435001992,No,27.5,27.5,0.0,0.94,0.16,0.0,0.0,0.0,0.0
CO,Colorado,0804350,Mesa County Valley School District No. 51,2020,Fruita 8/9 School,080435002020,No,41.7,41.7,0.0,2.09,0.14,0.0,0.0,0.0,0.0
CO,Colorado,0804350,Mesa County Valley School District No. 51,2030,Rim Rock Elementary School,080435002030,No,21.9,21.9,0.0,0.83,0.14,0.0,0.0,0.0,0.0
CO,Colorado,0804350,Mesa County Valley School District No. 51,6346,Grand Mesa Youth Services Center,080435006346,Yes,2.0,1.0,1.0,0.0,-9.0,-9.0,0.0,0.0,0.0
CO,Colorado,0804350,Mesa County Valley School District No. 51,6374,Chipeta Elementary School,080435006374,No,26.6,25.6,1.0,0.94,0.16,0.0,0.0,0.0,0.98
CO,Colorado,0804350,Mesa County Valley School District No. 51,6384,Mesa Valley Community School,080435006384,No,18.25,12.25,6.0,0.9,0.25,0.0,0.0,0.54,0.0
CO,Colorado,0804350,Mesa County Valley School District No. 51,6471,Lincoln Park Preschool,080435006471,No,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0804350,Mesa County Valley School District No. 51,6487,Career Center Preschool,080435006487,No,1.0,1.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0
CO,Colorado,0804350,Mesa County Valley School District No. 51,6498,Grand River Academy,080435006498,No,15.0,15.0,0.0,1.05,0.25,0.0,0.0,0.0,0.0
CO,Colorado,0804350,Mesa County Valley School District No. 51,6581,Juniper Ridge Community School,080435006581,No,25.5,11.0,14.5,0.94,0.2,0.0,0.0,0.0,0.0
CO,Colorado,0804350,Mesa County Valley School District No. 51,6801,Monument Ridge Elementary School,080435006801,No,17.4,17.4,0.0,0.4,0.14,0.0,0.0,0.0,0.0
CO,Colorado,0804380,Grand Valley School District No. 16 In The County Of Garfi,630,Bea Underwood Elementary School,080438000630,No,20.0,20.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0804380,Grand Valley School District No. 16 In The County Of Garfi,631,Grand Valley High School,080438000631,No,20.0,20.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0804380,Grand Valley School District No. 16 In The County Of Garfi,1368,Grand Valley Middle School,080438001368,No,15.0,15.0,0.0,1.65,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0804380,Grand Valley School District No. 16 In The County Of Garfi,1909,Grand Valley Center For Family Learning,080438001909,No,10.75,10.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0804410,Greeleyschool District No. 6 In The County Of Weld And Sta,633,Martinez Elementary School,080441000633,No,31.02,31.02,0.0,2.0,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0804410,Greeleyschool District No. 6 In The County Of Weld And Sta,634,Brentwood Middle School,080441000634,No,35.63,35.63,0.0,3.02,0.5,1.0,0.0,0.0,0.0
CO,Colorado,0804410,Greeleyschool District No. 6 In The County Of Weld And Sta,636,Centennial Elementary School,080441000636,No,29.04,29.04,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0804410,Greeleyschool District No. 6 In The County Of Weld And Sta,637,Chappelow K-8 Magnet School,080441000637,No,36.25,36.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0804410,Greeleyschool District No. 6 In The County Of Weld And Sta,639,Franklin Middle School,080441000639,No,36.68,36.68,0.0,3.02,0.5,1.0,0.0,0.0,1.02
CO,Colorado,0804410,Greeleyschool District No. 6 In The County Of Weld And Sta,640,Greeley West High School,080441000640,No,81.94,81.94,0.0,5.0,1.0,4.0,0.0,0.0,0.0
CO,Colorado,0804410,Greeleyschool District No. 6 In The County Of Weld And Sta,641,Greeley Central High School,080441000641,No,79.35,79.35,0.0,4.0,1.0,4.0,0.0,0.0,0.0
CO,Colorado,0804410,Greeleyschool District No. 6 In The County Of Weld And Sta,642,Heath Middle School,080441000642,No,44.58,44.58,0.0,3.02,0.5,1.0,0.0,0.0,3.04
CO,Colorado,0804410,Greeleyschool District No. 6 In The County Of Weld And Sta,645,Prairie Heights Middle School,080441000645,No,39.09,39.09,0.0,2.0,0.75,1.0,0.0,0.0,0.0
CO,Colorado,0804410,Greeleyschool District No. 6 In The County Of Weld And Sta,646,Madison Elementary School,080441000646,No,28.22,28.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0804410,Greeleyschool District No. 6 In The County Of Weld And Sta,648,Meeker Elementary School,080441000648,No,28.13,28.13,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0804410,Greeleyschool District No. 6 In The County Of Weld And Sta,649,Scott Elementary School,080441000649,No,32.86,32.86,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0804410,Greeleyschool District No. 6 In The County Of Weld And Sta,650,Shawsheen Elementary School,080441000650,No,22.84,22.84,0.0,0.0,0.0,0.0,0.0,0.0,0.25
CO,Colorado,0804410,Greeleyschool District No. 6 In The County Of Weld And Sta,1291,Jackson Elementary School,080441001291,No,25.7,25.7,0.0,0.0,0.0,0.0,0.0,0.0,0.25
