LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,JJ,SCH_FTETEACH_TOT,SCH_FTETEACH_CERT,SCH_FTETEACH_NOTCERT,SCH_FTECOUNSELORS,SCH_FTESECURITY_LEO,SCH_FTESECURITY_GUA,SCH_FTESERVICES_NUR,SCH_FTESERVICES_PSY,SCH_FTESERVICES_SOC
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6332,William (Bill) Roberts Ece-8 School,080336006332,No,44.3,44.3,0.0,0.0,0.0,1.0,0.49,0.6,1.0
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6345,Gilliam School,080336006345,Yes,8.88,8.88,0.0,0.0,-9.0,-9.0,0.0,1.0,1.0
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6364,Cole Arts And Science Academy,080336006364,No,24.5,24.5,0.0,0.0,0.0,0.0,0.42,1.0,0.0
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6389,Trevista At Horace Mann,080336006389,No,26.54,26.54,0.0,0.8,0.0,0.0,0.48,0.2,1.0
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6398,Place Bridge Academy,080336006398,No,57.24,57.24,0.0,0.0,1.0,1.0,1.0,1.0,1.4
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6442,Kunsmiller Creative Arts Academy,080336006442,No,50.09,50.09,0.0,3.0,0.0,0.0,0.0,1.0,1.99
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6443,Denver Justice High School,080336006443,No,6.44,4.48,1.96,2.16,0.0,0.0,0.14,0.2,0.1
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6444,Strive Prep - Westwood,080336006444,No,32.88,15.1,17.78,0.0,0.0,0.0,0.2,0.0,1.27
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6445,Mathematics And Science Leadership Academy,080336006445,No,17.75,17.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6448,Kipp Denver Collegiate High School,080336006448,No,39.41,19.38,20.03,2.47,0.0,0.0,0.0,0.0,0.53
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6449,Rocky Mountain Prep: Berkeley,080336006449,No,26.38,15.86,10.52,0.0,0.0,0.0,0.2,0.28,0.2
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6450,Dsst: Green Valley Ranch High School,080336006450,No,40.0,22.23,17.77,0.0,0.0,0.0,0.2,0.1,1.2
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6453,Denver Green School Southeast,080336006453,No,36.54,36.54,0.0,0.0,0.0,0.0,0.4,1.0,0.0
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6457,Strive Prep - Sunnyside,080336006457,No,25.15,10.05,15.1,0.0,0.0,0.0,0.3,0.0,1.47
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6473,Girls Athletic Leadership School Middle School,080336006473,No,19.46,7.2,12.26,5.27,0.0,0.0,0.25,0.3,0.0
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6477,Center For Talent Development At Greenlee,080336006477,No,23.3,23.3,0.0,1.0,0.0,0.0,0.2,1.0,0.0
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6479,Strive Prep - Lake,080336006479,No,25.4,15.24,10.16,0.0,0.0,1.0,0.2,0.0,3.34
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6482,Denver Language School,080336006482,No,51.21,24.29,26.92,0.0,0.0,0.0,0.3,1.3,0.9
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6486,Soar At Green Valley Ranch,080336006486,No,26.58,22.59,3.99,0.0,0.0,0.0,1.11,0.22,1.01
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6490,Lake Middle School,080336006490,No,30.8,30.8,0.0,1.0,0.5,1.0,0.6,0.0,1.0
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6491,Summit Academy,080336006491,No,21.15,20.65,0.5,1.0,0.0,1.0,1.0,1.0,1.0
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6514,Vista Academy,080336006514,No,20.62,20.62,0.0,2.0,0.0,0.0,0.4,1.0,1.0
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6515,Collegiate Preparatory Academy,080336006515,No,21.56,21.56,0.0,2.0,0.0,1.0,0.6,0.0,1.6
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6516,Denver Center For 21st-Century Learning At Wyman,080336006516,No,17.74,17.74,0.0,1.0,0.0,1.0,0.4,0.4,1.8
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6517,University Prep - Arapahoe St.,080336006517,No,28.11,16.81,11.3,0.0,0.0,0.0,0.4,0.4,0.0
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6518,Swigert International School,080336006518,No,34.54,34.54,0.0,0.0,0.0,0.0,0.6,1.0,0.4
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6519,Kipp Northeast Denver Middle School,080336006519,No,29.58,13.09,16.49,0.0,0.0,0.0,0.2,0.3,1.46
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6520,Noel Community Arts School,080336006520,No,31.54,31.54,0.0,3.0,0.0,0.0,0.43,0.4,1.6
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6521,Dcis At Ford,080336006521,No,29.83,29.83,0.0,0.0,0.0,0.0,0.43,0.2,1.0
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6522,Escalante-Biggs Academy,080336006522,No,24.49,24.49,0.0,0.0,0.0,0.0,1.0,1.0,0.0
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6523,Dsst: Cole Middle School,080336006523,No,24.03,10.54,13.49,0.0,0.0,0.0,0.18,0.0,2.76
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6524,Stephen Knight Center For Early Education,080336006524,No,21.92,21.92,0.0,0.0,0.0,0.0,0.2,1.0,0.0
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6525,Oakland Elementary,080336006525,No,23.08,23.08,0.0,0.0,0.0,0.0,1.0,1.0,1.0
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6527,Northeast Early College,080336006527,No,29.3,29.3,0.0,2.0,0.0,1.0,0.6,0.2,1.2
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6528,Dcis At Montbello,080336006528,No,70.32,70.32,0.0,2.0,0.0,0.0,0.43,0.2,3.59
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6537,Strive Prep - Montbello,080336006537,No,26.67,15.24,11.43,0.0,0.0,0.0,0.13,0.0,2.4
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6543,Strive Prep - Smart Academy,080336006543,No,56.91,34.05,22.86,0.0,0.0,0.0,0.3,1.27,1.27
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6545,Rocky Mountain Prep: Creekside,080336006545,No,46.24,26.25,19.99,1.01,0.0,0.0,0.5,0.44,1.01
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6546,Dsst: Green Valley Ranch Middle School,080336006546,No,30.55,15.8,14.75,0.0,0.0,0.0,0.17,1.2,0.0
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6547,West Leadership Academy,080336006547,No,43.69,43.69,0.0,1.0,0.0,0.0,0.5,0.4,1.2
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6551,West Early College,080336006551,No,35.89,35.89,0.0,2.0,0.0,0.0,0.5,1.0,1.0
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6554,Dsst: College View Middle School,080336006554,No,36.99,18.01,18.98,0.0,0.0,0.0,0.25,1.05,1.38
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6555,Monarch Montessori,080336006555,No,17.06,11.33,5.73,0.0,0.0,0.0,0.42,0.1,0.2
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6556,Strive Prep - Green Valley Ranch,080336006556,No,26.48,10.37,16.11,0.0,0.0,0.0,0.3,0.0,1.27
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6559,Creativity Challenge Community,080336006559,No,17.44,17.44,0.0,0.0,0.0,0.0,0.6,0.6,0.0
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6562,Mcauliffe International School,080336006562,No,84.47,84.47,0.0,3.0,0.0,1.0,1.0,1.0,1.0
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6566,Dsst: Montview Middle School,080336006566,No,34.82,14.81,20.01,0.0,0.0,0.0,0.25,0.0,0.0
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6568,Denver Montessori Junior/Senior High School,080336006568,No,13.99,13.99,0.0,1.0,0.0,0.0,0.21,1.0,0.0
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6569,North High School Engagement Center,080336006569,No,8.99,8.99,0.0,1.0,0.0,0.0,0.1,0.0,1.0
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6570,Isabella Bird Community School,080336006570,No,27.96,27.96,0.0,0.0,0.0,0.0,0.0,1.0,0.4
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6572,Dsst: Byers Middle School,080336006572,No,33.45,17.12,16.33,0.0,0.0,0.0,0.25,0.0,1.81
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6574,Denver Center For International Studies At Fairmon,080336006574,No,33.1,33.1,0.0,0.0,0.0,0.0,0.8,1.0,0.0
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6582,Pascual Ledoux Academy,080336006582,No,17.0,17.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6583,Compassion Road Academy,080336006583,No,9.5,9.5,0.0,1.0,0.0,0.0,0.21,0.4,1.0
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6584,Downtown Denver Expeditionary School,080336006584,No,18.19,16.17,2.02,0.0,0.0,0.0,0.11,2.02,0.97
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6590,Respect Academy,080336006590,No,6.67,6.67,0.0,1.49,0.0,0.0,0.24,0.0,0.6
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6591,Montbello Career And Technical High School,080336006591,No,8.0,8.0,0.0,0.5,0.0,1.0,0.47,0.2,1.0
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6592,Academy 360,080336006592,No,16.69,14.6,2.09,0.0,0.0,0.0,0.11,1.04,0.0
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6599,Excel Academy,080336006599,No,12.43,12.43,0.0,1.0,0.0,0.0,0.2,0.2,1.0
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6603,Willow Elementary School,080336006603,No,35.84,35.84,0.0,1.0,0.0,0.0,0.41,1.0,0.0
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6609,Highline Academy Northeast,080336006609,No,43.73,33.52,10.21,1.05,0.0,0.0,0.5,0.5,0.5
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6618,Dsst: Conservatory Green Middle School,080336006618,No,32.56,16.6,15.96,0.0,0.5,0.0,0.17,0.16,1.05
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6624,Denver Discovery School,080336006624,No,12.25,12.25,0.0,1.0,0.0,0.0,0.4,0.4,1.0
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6626,Girls Athletic Leadership School High School,080336006626,No,9.36,7.58,1.78,1.07,0.0,0.0,0.25,0.2,0.0
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6627,Strive Prep - Ruby Hill,080336006627,No,49.49,30.44,19.05,0.0,0.0,0.0,0.3,1.27,1.27
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6636,Dsst: Cole High School,080336006636,No,28.87,10.58,18.29,0.0,0.0,0.0,0.17,0.0,1.84
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6640,Denver School Of Innovation And Sustainable Design,080336006640,No,12.5,12.5,0.0,1.5,0.0,0.0,0.2,1.0,0.0
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6641,Reach Charter School,080336006641,No,13.16,9.21,3.95,0.0,0.0,0.0,0.2,0.4,0.0
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6645,Compass Academy,080336006645,No,20.43,7.53,12.9,1.08,0.0,0.0,0.13,1.08,0.5
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6646,Rocky Mountain Prep: Southwest,080336006646,No,34.19,19.6,14.59,0.0,0.0,0.0,0.17,0.3,0.5
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6647,Riseup Community School,080336006647,No,7.04,5.1,1.94,1.97,0.0,0.0,0.0,0.91,1.02
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6652,Kipp Northeast Elementary,080336006652,No,32.94,14.31,18.63,0.0,0.0,0.0,0.3,0.2,1.22
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6658,Dsst: College View High School,080336006658,No,38.27,18.04,20.23,0.0,0.0,0.0,0.14,0.4,1.05
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6660,Northfield High School,080336006660,No,58.38,58.38,0.0,3.0,0.5,1.0,0.6,0.8,1.0
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6662,Joe Shoemaker School,080336006662,No,30.61,30.61,0.0,1.0,0.0,0.0,1.0,1.12,0.0
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6669,Legacy Options High School,080336006669,No,11.67,11.67,0.0,0.0,0.0,1.0,0.2,1.0,0.0
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6670,Kipp Northeast Denver Leadership Academy,080336006670,No,41.22,27.6,13.62,2.47,0.0,0.0,0.2,0.3,1.46
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6682,Bear Valley International School,080336006682,No,34.19,33.19,1.0,1.0,0.0,0.0,0.6,1.0,1.0
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6683,Dsst: Henry Middle School,080336006683,No,16.85,9.48,7.37,0.0,0.0,0.0,0.1,0.0,1.3
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6684,Dsst: Byers High School,080336006684,No,36.93,17.69,19.24,0.0,0.0,0.0,0.25,0.0,1.81
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6685,Sandra Todd-Williams Academy,080336006685,No,10.0,10.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6686,Kepner Beacon Middle School,080336006686,No,27.91,27.91,0.0,0.0,0.5,1.0,0.67,1.0,1.5
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6687,Mcauliffe Manual Middle School,080336006687,No,22.54,22.54,0.0,1.0,0.0,0.0,0.6,1.0,0.0
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6688,Strive Prep - Kepner,080336006688,No,25.45,16.56,8.89,0.0,0.0,0.0,0.17,0.0,2.54
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6689,Strive Prep - Rise,080336006689,No,49.11,27.71,21.4,0.0,0.0,0.0,0.2,0.0,1.27
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6730,Dsst: Conservatory Green High School,080336006730,No,41.83,21.45,20.38,0.0,0.5,0.0,0.2,0.65,1.05
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6731,Delta High School,080336006731,No,7.0,7.0,0.0,1.0,0.0,0.0,0.0,0.2,0.8
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6733,Inspire Elementary,080336006733,No,27.67,26.67,1.0,0.0,0.0,0.0,0.0,0.2,0.8
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6735,Colorado High School Charter - Ges,080336006735,No,11.26,8.9,2.36,1.16,0.0,1.0,0.12,0.15,1.16
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6746,Dsst Middle School @ Noel Campus,080336006746,No,34.77,16.86,17.91,0.0,0.0,0.0,0.17,1.05,0.0
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6748,Kipp Sunshine Peak Elementary,080336006748,No,11.22,8.8,2.42,0.0,0.0,0.0,0.0,0.0,1.21
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6756,5280 High School,080336006756,No,5.24,3.62,1.62,0.0,0.0,0.0,0.0,0.1,0.0
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6780,The Cube,080336006780,No,18.56,8.83,9.73,0.0,0.0,0.0,0.2,0.2,0.0
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6790,Denver Green School Northfield,080336006790,No,20.42,20.42,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6797,American Indian Academy Of Denver,080336006797,No,9.43,5.97,3.46,0.0,0.0,0.0,0.0,0.1,0.1
CO,Colorado,0803390,Dolores School District No. Re-4a,237,Teddy Bear Preschool,080339000237,No,7.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0803390,Dolores School District No. Re-4a,430,Dolores Elementary School,080339000430,No,23.75,23.75,0.0,1.0,0.5,0.0,0.0,0.0,0.0
CO,Colorado,0803390,Dolores School District No. Re-4a,432,Dolores Secondary School,080339000432,No,25.44,25.25,0.19,1.0,0.5,0.0,0.0,0.0,0.0
CO,Colorado,0803420,Dolores County School District Re-2j,429,Dove Creek High School,080342000429,No,11.5,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0803420,Dolores County School District Re-2j,435,Seventh Street Elementary School,080342000435,No,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0803450,Douglas County School District No. Re 1,44,Summit View Elementary School,080345000044,No,29.25,29.25,0.0,1.03,0.29,0.02,0.0,0.8,0.0
CO,Colorado,0803450,Douglas County School District No. Re 1,436,Acres Green Elementary School,080345000436,No,30.75,30.75,0.0,1.03,0.29,0.0,0.0,0.64,0.0
CO,Colorado,0803450,Douglas County School District No. Re 1,437,Castle Rock Elementary School,080345000437,No,26.75,26.75,0.0,0.81,0.13,0.02,0.0,0.8,0.0
CO,Colorado,0803450,Douglas County School District No. Re 1,438,Castle Rock Middle School,080345000438,No,44.55,44.55,0.0,3.08,1.0,1.02,0.0,0.8,0.8
CO,Colorado,0803450,Douglas County School District No. Re 1,439,Cherry Valley Elementary School,080345000439,No,3.5,3.5,0.0,0.41,0.29,0.02,0.0,0.0,0.1
CO,Colorado,0803450,Douglas County School District No. Re 1,440,Douglas County High School,080345000440,No,98.27,98.27,0.0,8.22,1.0,6.02,0.0,1.0,1.8
CO,Colorado,0803450,Douglas County School District No. Re 1,441,Larkspur Elementary School,080345000441,No,14.1,14.1,0.0,1.03,0.29,0.02,0.0,1.0,0.0
CO,Colorado,0803450,Douglas County School District No. Re 1,442,Northeast Elementary School,080345000442,No,17.8,17.8,0.0,1.03,0.29,0.0,0.0,0.48,0.0
CO,Colorado,0803450,Douglas County School District No. Re 1,443,Sagewood Middle School,080345000443,No,49.61,49.61,0.0,5.14,1.0,1.02,0.0,1.0,0.8
CO,Colorado,0803450,Douglas County School District No. Re 1,444,Pine Lane Elementary,080345000444,No,43.0,43.0,0.0,1.03,0.17,0.02,0.0,1.6,0.32
CO,Colorado,0803450,Douglas County School District No. Re 1,445,Roxborough Elementary School,080345000445,No,18.05,18.05,0.0,1.03,0.29,0.02,0.0,0.44,0.0
CO,Colorado,0803450,Douglas County School District No. Re 1,446,Sedalia Elementary School,080345000446,No,16.59,16.59,0.0,1.03,0.29,0.02,0.0,0.48,0.0
CO,Colorado,0803450,Douglas County School District No. Re 1,447,South Ridge Elementary An Ib World School,080345000447,No,34.5,34.5,0.0,1.03,0.13,0.02,0.0,0.32,0.6
CO,Colorado,0803450,Douglas County School District No. Re 1,492,Academy Charter School,080345000492,No,36.02,34.32,1.7,1.55,1.0,0.0,0.2,0.0,0.0
CO,Colorado,0803450,Douglas County School District No. Re 1,812,Parker Core Knowledge Charter School,080345000812,No,48.0,43.0,5.0,0.0,1.0,0.0,0.2,0.5,0.0
CO,Colorado,0803450,Douglas County School District No. Re 1,1250,Coyote Creek Elementary School,080345001250,No,23.1,23.1,0.0,1.03,0.29,0.02,0.0,0.48,0.0
CO,Colorado,0803450,Douglas County School District No. Re 1,1275,Fox Creek Elementary School,080345001275,No,30.5,30.5,0.0,1.03,0.29,0.02,0.0,0.4,0.32
CO,Colorado,0803450,Douglas County School District No. Re 1,1279,Pine Grove Elementary School,080345001279,No,34.5,34.5,0.0,1.03,0.29,0.02,0.0,0.64,0.16
CO,Colorado,0803450,Douglas County School District No. Re 1,1288,Renaissance Expedition Learn Outward Bound School,080345001288,No,21.2,21.2,0.0,1.03,0.13,0.02,0.0,0.2,0.6
