LEA_STATE,LEA_STATE_NAME,NCESLEAID,LEA_NAME,SCHID,SCHOOL_NAME,NCESSCH,JJ,DISABILITY_CATEGORY,CF_M,HH_M,RC39_M,RC79TO40_M,RC80_M,RF_M,SS_M,CF_F,HH_F,PPPS_F,RC39_F,RC79TO40_F,RC80_F,SS_F,PPPS_M,RF_F,TOTAL_STUDENTS_REPORTED
CO,COLORADO,800020,State Charter School Institute,1912,COLORADO SPRINGS CHARTER ACADEMY,80002001912,No,AUT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CO,COLORADO,800020,State Charter School Institute,1912,COLORADO SPRINGS CHARTER ACADEMY,80002001912,No,EMN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CO,COLORADO,800020,State Charter School Institute,1912,COLORADO SPRINGS CHARTER ACADEMY,80002001912,No,OHI,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CO,COLORADO,800020,State Charter School Institute,1912,COLORADO SPRINGS CHARTER ACADEMY,80002001912,No,SLD,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,11
CO,COLORADO,800020,State Charter School Institute,1912,COLORADO SPRINGS CHARTER ACADEMY,80002001912,No,SLI,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,11
CO,COLORADO,800020,State Charter School Institute,1913,ROSS MONTESSORI SCHOOL,80002001913,No,AUT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CO,COLORADO,800020,State Charter School Institute,1913,ROSS MONTESSORI SCHOOL,80002001913,No,DD,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CO,COLORADO,800020,State Charter School Institute,1913,ROSS MONTESSORI SCHOOL,80002001913,No,EMN,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2
CO,COLORADO,800020,State Charter School Institute,1913,ROSS MONTESSORI SCHOOL,80002001913,No,OHI,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
CO,COLORADO,800020,State Charter School Institute,1913,ROSS MONTESSORI SCHOOL,80002001913,No,SLD,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,7
CO,COLORADO,800020,State Charter School Institute,1913,ROSS MONTESSORI SCHOOL,80002001913,No,SLI,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,4
CO,COLORADO,800020,State Charter School Institute,1915,THE PINNACLE CHARTER SCHOOL HIGH,80002001915,No,OHI,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2
CO,COLORADO,800020,State Charter School Institute,1915,THE PINNACLE CHARTER SCHOOL HIGH,80002001915,No,SLD,0,0,0,0,13,0,0,0,0,0,0,0,8,0,0,0,21
CO,COLORADO,800020,State Charter School Institute,1915,THE PINNACLE CHARTER SCHOOL HIGH,80002001915,No,SLI,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,3
CO,COLORADO,800020,State Charter School Institute,1926,THE PINNACLE CHARTER SCHOOL ELEMENTARY,80002001926,No,DD,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,4
CO,COLORADO,800020,State Charter School Institute,1926,THE PINNACLE CHARTER SCHOOL ELEMENTARY,80002001926,No,EMN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CO,COLORADO,800020,State Charter School Institute,1926,THE PINNACLE CHARTER SCHOOL ELEMENTARY,80002001926,No,OHI,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
