LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,JJ,SCH_MATHCLASSES_ADVM,SCH_MATHCERT_ADVM,SCH_MATHENR_ADVM_HI_M,SCH_MATHENR_ADVM_HI_F,SCH_MATHENR_ADVM_AM_M,SCH_MATHENR_ADVM_AM_F,SCH_MATHENR_ADVM_AS_M,SCH_MATHENR_ADVM_AS_F,SCH_MATHENR_ADVM_HP_M,SCH_MATHENR_ADVM_HP_F,SCH_MATHENR_ADVM_BL_M,SCH_MATHENR_ADVM_BL_F,SCH_MATHENR_ADVM_WH_M,SCH_MATHENR_ADVM_WH_F,SCH_MATHENR_ADVM_TR_M,SCH_MATHENR_ADVM_TR_F,TOT_MATHENR_ADVM_M,TOT_MATHENR_ADVM_F,SCH_MATHENR_ADVM_LEP_M,SCH_MATHENR_ADVM_LEP_F,SCH_MATHENR_ADVM_IDEA_M,SCH_MATHENR_ADVM_IDEA_F
CO,COLORADO,0806120,Pueblo School District No. 60 in the county of Pueblo,1035,CENTENNIAL HIGH SCHOOL,080612001035,No,5,5,22,35,0,0,1,3,0,0,0,1,25,29,2,0,50,68,1,0,1,0
CO,COLORADO,0806120,Pueblo School District No. 60 in the county of Pueblo,1037,CENTRAL HIGH SCHOOL,080612001037,No,2,2,11,3,0,0,0,0,0,0,0,1,1,4,1,0,13,8,0,0,0,0
CO,COLORADO,0806120,Pueblo School District No. 60 in the county of Pueblo,1038,COLUMBIAN ELEMENTARY SCHOOL,080612001038,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806120,Pueblo School District No. 60 in the county of Pueblo,1040,EAST HIGH SCHOOL,080612001040,No,5,5,41,45,0,0,0,2,0,0,0,0,11,21,3,1,55,69,1,0,1,0
CO,COLORADO,0806120,Pueblo School District No. 60 in the county of Pueblo,1041,EVA R BACA ELEMENTARY SCHOOL,080612001041,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806120,Pueblo School District No. 60 in the county of Pueblo,1043,HEROES MIDDLE SCHOOL,080612001043,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806120,Pueblo School District No. 60 in the county of Pueblo,1046,GOODNIGHT ELEMENTARY SCHOOL,080612001046,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806120,Pueblo School District No. 60 in the county of Pueblo,1047,HAAFF ELEMENTARY SCHOOL,080612001047,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806120,Pueblo School District No. 60 in the county of Pueblo,1048,HIGHLAND PARK ELEMENTARY SCHOOL,080612001048,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806120,Pueblo School District No. 60 in the county of Pueblo,1050,IRVING ELEMENTARY SCHOOL,080612001050,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806120,Pueblo School District No. 60 in the county of Pueblo,1051,RISLEY INTERNATIONAL ACADEMY OF INNOVATION,080612001051,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806120,Pueblo School District No. 60 in the county of Pueblo,1055,PUEBLO ACADEMY OF ARTS,080612001055,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806120,Pueblo School District No. 60 in the county of Pueblo,1057,MINNEQUA ELEMENTARY SCHOOL,080612001057,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806120,Pueblo School District No. 60 in the county of Pueblo,1058,MORTON ELEMENTARY SCHOOL,080612001058,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806120,Pueblo School District No. 60 in the county of Pueblo,1060,PARK VIEW ELEMENTARY SCHOOL,080612001060,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806120,Pueblo School District No. 60 in the county of Pueblo,1061,RONCALLI STEM ACADEMY,080612001061,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806120,Pueblo School District No. 60 in the county of Pueblo,1062,HEROES ACADEMY PREK-5,080612001062,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806120,Pueblo School District No. 60 in the county of Pueblo,1063,SOUTH PARK ELEMENTARY SCHOOL,080612001063,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806120,Pueblo School District No. 60 in the county of Pueblo,1064,SOUTH HIGH SCHOOL,080612001064,No,3,3,16,18,0,0,1,0,0,0,1,0,12,10,0,1,30,29,0,0,1,0
CO,COLORADO,0806120,Pueblo School District No. 60 in the county of Pueblo,1065,SUNSET PARK ELEMENTARY SCHOOL,080612001065,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806120,Pueblo School District No. 60 in the county of Pueblo,1067,W H HEATON MIDDLE SCHOOL,080612001067,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806120,Pueblo School District No. 60 in the county of Pueblo,1106,PUEBLO CHARTER SCHOOL FOR THE ARTS & SCIENCES,080612001106,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806120,Pueblo School District No. 60 in the county of Pueblo,1730,CHAVEZ/HUERTA K-12 PREPARATORY ACADEMY,080612001730,No,2,1,9,8,0,0,0,1,0,0,0,1,2,2,0,0,11,12,0,1,2,1
CO,COLORADO,0806120,Pueblo School District No. 60 in the county of Pueblo,6350,PUEBLO YOUTH SERVICE CENTER,080612006350,Yes,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806120,Pueblo School District No. 60 in the county of Pueblo,6361,CORWIN INTERNATIONAL MAGNET SCHOOL,080612006361,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806120,Pueblo School District No. 60 in the county of Pueblo,6378,FOUNTAIN INTERNATIONAL MAGNET SCHOOL,080612006378,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806120,Pueblo School District No. 60 in the county of Pueblo,6529,NORTHMOOR PRESCHOOL,080612006529,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806120,Pueblo School District No. 60 in the county of Pueblo,6711,PUEBLO SCH. FOR ARTS & SCIENCES AT FULTON HEIGHTS,080612006711,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806120,Pueblo School District No. 60 in the county of Pueblo,6713,PARAGON LEARNING CENTER,080612006713,No,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806150,Pueblo County School District 70,632,THE CONNECT CHARTER SCHOOL,080615000632,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806150,Pueblo County School District 70,1069,AVONDALE ELEMENTARY SCHOOL,080615001069,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806150,Pueblo County School District 70,1071,BEULAH ELEMENTARY SCHOOL,080615001071,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806150,Pueblo County School District 70,1072,BEULAH MIDDLE SCHOOL,080615001072,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806150,Pueblo County School District 70,1074,CRAVER MIDDLE SCHOOL,080615001074,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806150,Pueblo County School District 70,1076,NORTH MESA ELEMENTARY SCHOOL,080615001076,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806150,Pueblo County School District 70,1078,PLEASANT VIEW MIDDLE SCHOOL,080615001078,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806150,Pueblo County School District 70,1079,PUEBLO COUNTY HIGH SCHOOL,080615001079,No,3,3,9,12,0,0,1,0,0,0,0,0,19,23,0,0,29,35,0,2,0,0
CO,COLORADO,0806150,Pueblo County School District 70,1080,LIBERTY POINT ELEMENTARY SCHOOL,080615001080,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806150,Pueblo County School District 70,1081,RYE ELEMENTARY SCHOOL,080615001081,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806150,Pueblo County School District 70,1082,RYE HIGH SCHOOL,080615001082,No,3,1,2,5,0,0,1,1,0,0,0,0,14,11,1,1,18,18,0,0,1,0
CO,COLORADO,0806150,Pueblo County School District 70,1083,SOUTH MESA ELEMENTARY SCHOOL,080615001083,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806150,Pueblo County School District 70,1084,VINELAND ELEMENTARY SCHOOL,080615001084,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806150,Pueblo County School District 70,1085,VINELAND MIDDLE SCHOOL,080615001085,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806150,Pueblo County School District 70,1357,LIBERTY POINT INTERNATIONAL SCHOOL,080615001357,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806150,Pueblo County School District 70,1558,SIERRA VISTA ELEMENTARY SCHOOL,080615001558,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806150,Pueblo County School District 70,1559,SWALLOWS CHARTER ACADEMY,080615001559,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806150,Pueblo County School District 70,1613,PUEBLO WEST HIGH SCHOOL,080615001613,No,9,6,21,35,0,0,1,0,0,0,1,1,66,67,3,9,92,112,0,1,0,0
CO,COLORADO,0806150,Pueblo County School District 70,1714,SKY VIEW MIDDLE SCHOOL,080615001714,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806150,Pueblo County School District 70,1718,DESERT SAGE ELEMENTARY SCHOOL,080615001718,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806150,Pueblo County School District 70,1854,CEDAR RIDGE ELEMENTARY SCHOOL,080615001854,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806150,Pueblo County School District 70,1855,PRAIRIE WINDS ELEMENTARY SCHOOL,080615001855,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806150,Pueblo County School District 70,6360,SWALLOWS CHARTER ACADEMY HIGH SCHOOL,080615006360,No,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806150,Pueblo County School District 70,6496,70 ONLINE,080615006496,No,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
CO,COLORADO,0806180,Rangely School District RE4,1086,PARKVIEW ELEMENTARY SCHOOL,080618001086,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806180,Rangely School District RE4,1088,RANGELY JUNIOR/SENIOR HIGH SCHOOL,080618001088,No,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806210,Ridgway School District No. R-2  of  the county of Ouray a,1089,RIDGWAY ELEMENTARY SCHOOL,080621001089,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806210,Ridgway School District No. R-2  of  the county of Ouray a,1090,RIDGWAY HIGH SCHOOL,080621001090,No,1,1,0,1,0,0,0,0,0,0,0,0,4,5,0,0,4,6,0,0,0,0
CO,COLORADO,0806210,Ridgway School District No. R-2  of  the county of Ouray a,6166,RIDGWAY MIDDLE SCHOOL,080621006166,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806240,Garfield School District No. Re-2,1096,RIFLE MIDDLE SCHOOL,080624001096,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806240,Garfield School District No. Re-2,1097,RIFLE HIGH SCHOOL,080624001097,No,9,9,30,33,0,0,0,0,0,0,0,3,32,40,1,3,63,79,5,3,5,1
CO,COLORADO,0806240,Garfield School District No. Re-2,1098,RIVERSIDE SCHOOL,080624001098,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806240,Garfield School District No. Re-2,1099,CACTUS VALLEY ELEMENTARY SCHOOL,080624001099,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806240,Garfield School District No. Re-2,1358,WAMSLEY ELEMENTARY SCHOOL,080624001358,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806240,Garfield School District No. Re-2,1598,KATHRYN SENOR ELEMENTARY SCHOOL,080624001598,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806240,Garfield School District No. Re-2,1906,COAL RIDGE HIGH SCHOOL,080624001906,No,3,3,9,8,0,0,1,0,0,0,0,0,17,16,3,0,30,24,0,0,0,0
CO,COLORADO,0806240,Garfield School District No. Re-2,1967,HIGHLAND ELEMENTARY SCHOOL,080624001967,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806240,Garfield School District No. Re-2,6396,ELK CREEK ELEMENTARY,080624006396,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806240,Garfield School District No. Re-2,6436,GRAHAM MESA ELEMENTARY SCHOOL,080624006436,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806270,Rocky Ford School District No. R2,1101,JEFFERSON INTERMEDIATE SCHOOL,080627001101,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806270,Rocky Ford School District No. R2,1103,ROCKY FORD JUNIOR/SENIOR HIGH SCHOOL,080627001103,No,1,1,6,6,0,0,0,0,0,0,0,0,0,2,0,0,6,8,0,0,0,0
CO,COLORADO,0806270,Rocky Ford School District No. R2,1104,WASHINGTON PRIMARY SCHOOL,080627001104,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806300,Mountain Valley School District No. Re 1,1415,MOUNTAIN VALLEY SCHOOL,080630001415,No,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0
CO,COLORADO,0806330,Salida School District No. R-32,1107,SALIDA MIDDLE SCHOOL,080633001107,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806330,Salida School District No. R-32,1108,LONGFELLOW ELEMENTARY SCHOOL,080633001108,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806330,Salida School District No. R-32,1109,SALIDA HIGH SCHOOL,080633001109,No,5,5,5,9,0,1,2,0,0,0,0,0,59,63,1,2,67,75,1,2,4,0
CO,COLORADO,0806330,Salida School District No. R-32,6413,HORIZONS EXPLORATORY ACADEMY,080633006413,No,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806330,Salida School District No. R-32,6500,CREST ACADEMY,080633006500,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806330,Salida School District No. R-32,6501,SALIDA EARLY CHILDHOOD CENTER,080633006501,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806360,Centennial School District No. R-1,1416,CENTENNIAL SCHOOL,080636001416,No,1,1,4,2,0,0,0,0,0,0,0,0,4,1,0,0,8,3,0,0,0,0
CO,COLORADO,0806390,Sanford School District No. 6 in the county of Conejos and,1113,SANFORD ELEMENTARY SCHOOL,080639001113,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806390,Sanford School District No. 6 in the county of Conejos and,1114,SANFORD JUNIOR/SENIOR HIGH SCHOOL,080639001114,No,1,0,5,4,0,1,0,0,0,0,0,0,5,9,0,0,10,14,0,0,0,0
CO,COLORADO,0806420,Sangre de Cristo School District No. Re-22J,1115,SANGRE DE CRISTO ELEMENTARY SCHOOL,080642001115,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806420,Sangre de Cristo School District No. Re-22J,1116,SANGRE DE CRISTO UNDIVIDED HIGH SCHOOL,080642001116,No,1,1,2,1,0,0,0,0,0,0,0,1,5,1,0,0,7,3,0,0,0,0
CO,COLORADO,0806450,Sargent School District No. Re-33J,1117,SARGENT ELEMENTARY SCHOOL,080645001117,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806450,Sargent School District No. Re-33J,1118,SARGENT SENIOR HIGH SCHOOL,080645001118,No,2,2,4,4,0,1,0,0,0,0,0,0,16,9,1,0,21,14,0,1,1,0
CO,COLORADO,0806450,Sargent School District No. Re-33J,2015,SARGENT JUNIOR HIGH SCHOOL,080645002015,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806480,School District No. 3 in the county of El Paso and State of,51,DISCOVERY HIGH SCHOOL,080648000051,No,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806480,School District No. 3 in the county of El Paso and State of,1119,TALBOTT STEAM INNOVATION SCHOOL,080648001119,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806480,School District No. 3 in the county of El Paso and State of,1120,JANITELL JUNIOR HIGH SCHOOL,080648001120,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806480,School District No. 3 in the county of El Paso and State of,1121,MARTIN LUTHER KING JR ELEMENTARY SCHOOL,080648001121,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806480,School District No. 3 in the county of El Paso and State of,1123,PINELLO ELEMENTARY SCHOOL,080648001123,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806480,School District No. 3 in the county of El Paso and State of,1124,VENETUCCI ELEMENTARY SCHOOL,080648001124,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806480,School District No. 3 in the county of El Paso and State of,1125,SPROUL JUNIOR HIGH SCHOOL,080648001125,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806480,School District No. 3 in the county of El Paso and State of,1126,WATSON JUNIOR HIGH SCHOOL,080648001126,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806480,School District No. 3 in the county of El Paso and State of,1127,WEBSTER ELEMENTARY SCHOOL,080648001127,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806480,School District No. 3 in the county of El Paso and State of,1128,WIDEFIELD ELEMENTARY SCHOOL,080648001128,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806480,School District No. 3 in the county of El Paso and State of,1129,WIDEFIELD HIGH SCHOOL,080648001129,No,13,7,42,36,1,2,0,1,7,0,20,11,75,56,14,11,159,117,1,0,2,0
CO,COLORADO,0806480,School District No. 3 in the county of El Paso and State of,1359,WIDEFIELD DISTRICT 3 PRESCHOOL,080648001359,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806480,School District No. 3 in the county of El Paso and State of,1418,SUNRISE ELEMENTARY SCHOOL,080648001418,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806480,School District No. 3 in the county of El Paso and State of,1458,FRENCH ELEMENTARY SCHOOL,080648001458,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806480,School District No. 3 in the county of El Paso and State of,1588,MESA RIDGE HIGH SCHOOL,080648001588,No,9,5,23,24,1,1,1,2,2,0,8,12,57,54,12,11,104,104,0,0,0,1
CO,COLORADO,0806480,School District No. 3 in the county of El Paso and State of,1885,JAMES MADISON CHARTER ACADEMY SCHOOL,080648001885,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806510,Hi-Plains R-23,1130,HI-PLAINS SCHOOL DISTRICT R-23,080651001130,No,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806540,Sheridan School District No. 2,32,EARLY CHILDHOOD EDUCATION CENTER,080654000032,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806540,Sheridan School District No. 2,1132,ALICE TERRY ELEMENTARY SCHOOL,080654001132,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806540,Sheridan School District No. 2,1134,SHERIDAN HIGH SCHOOL,080654001134,No,4,4,16,26,0,0,0,1,0,0,2,1,0,0,0,1,18,29,1,3,0,0
CO,COLORADO,0806540,Sheridan School District No. 2,1135,FORT LOGAN NORTHGATE,080654001135,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806540,Sheridan School District No. 2,6565,SOAR ACADEMY,080654006565,No,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806570,Silverton School District No. 1 in the county of San Juan,1136,SILVERTON ELEMENTARY SCHOOL,080657001136,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0806570,Silverton School District No. 1 in the county of San Juan,1137,SILVERTON HIGH SCHOOL,080657001137,No,3,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,0,0,0
