LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,JJ,SCH_INTERNET_FIBER,SCH_INTERNET_WIFI,SCH_INTERNET_SCHDEV,SCH_INTERNET_STUDDEV,SCH_INTERNET_WIFIENDEV
CO,Colorado,0803990,Poudre School District R-1,541,Poudre High School,080399000541,No,Yes,Yes,Yes,No,1973
CO,Colorado,0803990,Poudre School District R-1,542,Putnam Elementary School,080399000542,No,Yes,Yes,No,No,332
CO,Colorado,0803990,Poudre School District R-1,544,Riffenburgh Elementary School,080399000544,No,Yes,Yes,No,No,481
CO,Colorado,0803990,Poudre School District R-1,545,Rocky Mountain High School,080399000545,No,Yes,Yes,Yes,No,2056
CO,Colorado,0803990,Poudre School District R-1,547,Tavelli Elementary School,080399000547,No,Yes,Yes,No,No,551
CO,Colorado,0803990,Poudre School District R-1,548,Timnath Elementary School,080399000548,No,Yes,Yes,No,No,417
CO,Colorado,0803990,Poudre School District R-1,551,Wellington Middle School,080399000551,No,Yes,Yes,Yes,No,531
CO,Colorado,0803990,Poudre School District R-1,573,Harris Bilingual Elementary School,080399000573,No,Yes,Yes,No,No,318
CO,Colorado,0803990,Poudre School District R-1,583,Laurel Elementary School,080399000583,No,Yes,Yes,No,No,392
CO,Colorado,0803990,Poudre School District R-1,606,Traut Core Elementary School,080399000606,No,Yes,Yes,No,No,488
CO,Colorado,0803990,Poudre School District R-1,1091,Preston Middle School,080399001091,No,Yes,Yes,Yes,No,1048
CO,Colorado,0803990,Poudre School District R-1,1280,Shepardson Elementary School,080399001280,No,Yes,Yes,No,No,424
CO,Colorado,0803990,Poudre School District R-1,1408,Lesher Middle School,080399001408,No,Yes,Yes,Yes,No,799
CO,Colorado,0803990,Poudre School District R-1,1409,Lopez Elementary School,080399001409,No,Yes,Yes,No,No,396
CO,Colorado,0803990,Poudre School District R-1,1440,Werner Elementary School,080399001440,No,Yes,Yes,No,No,416
CO,Colorado,0803990,Poudre School District R-1,1480,Johnson Elementary School,080399001480,No,Yes,Yes,No,No,380
CO,Colorado,0803990,Poudre School District R-1,1498,Linton Elementary School,080399001498,No,Yes,Yes,No,No,371
CO,Colorado,0803990,Poudre School District R-1,1608,Liberty Common Charter School,080399001608,No,Yes,Yes,No,No,1374
CO,Colorado,0803990,Poudre School District R-1,1717,Ridgeview Classical Charter Schools,080399001717,No,No,Yes,Yes,Yes,125
CO,Colorado,0803990,Poudre School District R-1,1727,Zach Elementary School,080399001727,No,Yes,Yes,No,No,514
CO,Colorado,0803990,Poudre School District R-1,1848,Fossil Ridge High School,080399001848,No,Yes,Yes,Yes,No,2175
CO,Colorado,0803990,Poudre School District R-1,1849,Kinard Core Knowledge Middle School,080399001849,No,Yes,Yes,Yes,No,814
CO,Colorado,0803990,Poudre School District R-1,1938,Poudre Community Academy,080399001938,No,Yes,Yes,Yes,No,293
CO,Colorado,0803990,Poudre School District R-1,1973,Bacon Elementary School,080399001973,No,Yes,Yes,No,No,531
CO,Colorado,0803990,Poudre School District R-1,6161,Olander Elementary School,080399006161,No,Yes,Yes,No,No,354
CO,Colorado,0803990,Poudre School District R-1,6162,Webber Middle School,080399006162,No,Yes,Yes,Yes,No,793
CO,Colorado,0803990,Poudre School District R-1,6315,Rice Elementary School,080399006315,No,Yes,Yes,No,No,429
CO,Colorado,0803990,Poudre School District R-1,6334,Polaris Expeditionary Learning School,080399006334,No,Yes,Yes,Yes,No,364
CO,Colorado,0803990,Poudre School District R-1,6380,Bethke Elementary School,080399006380,No,Yes,Yes,No,No,608
CO,Colorado,0803990,Poudre School District R-1,6431,Psd Global Academy,080399006431,No,Yes,Yes,Yes,No,251
CO,Colorado,0803990,Poudre School District R-1,6564,Psd Options School,080399006564,No,Yes,Yes,No,No,46
CO,Colorado,0803990,Poudre School District R-1,6573,Mountain Sage Community School,080399006573,No,Yes,Yes,Yes,No,289
CO,Colorado,0803990,Poudre School District R-1,6613,Fort Collins Montessori School,080399006613,No,Yes,Yes,No,No,0
CO,Colorado,0803990,Poudre School District R-1,6762,Compass Community Collaborative School,080399006762,No,Yes,Yes,Yes,Yes,170
CO,Colorado,0803990,Poudre School District R-1,6776,Psd Mountain Schools,080399006776,No,Yes,Yes,No,No,104
CO,Colorado,0804020,Weld Re-8 Schools,552,Fort Lupton High School,080402000552,No,Yes,Yes,Yes,No,667
CO,Colorado,0804020,Weld Re-8 Schools,553,Fort Lupton Middle School,080402000553,No,Yes,Yes,Yes,No,453
CO,Colorado,0804020,Weld Re-8 Schools,554,Leo William Butler Elementary School,080402000554,No,Yes,Yes,Yes,No,383
CO,Colorado,0804020,Weld Re-8 Schools,1366,Twombly Elementary School,080402001366,No,Yes,Yes,Yes,No,371
CO,Colorado,0804020,Weld Re-8 Schools,6606,Kenneth Homyak Pk-8,080402006606,No,Yes,Yes,Yes,No,274
CO,Colorado,0804020,Weld Re-8 Schools,6754,Little Trappers Preschool,080402006754,No,Yes,Yes,No,No,24
CO,Colorado,0804050,School District No. Re-3 Fort Morgan,556,Columbine Elementary School,080405000556,No,Yes,Yes,Yes,Yes,377
CO,Colorado,0804050,School District No. Re-3 Fort Morgan,557,Fort Morgan High School,080405000557,No,Yes,Yes,Yes,Yes,879
CO,Colorado,0804050,School District No. Re-3 Fort Morgan,558,Green Acres Elementary School,080405000558,No,Yes,Yes,Yes,Yes,296
CO,Colorado,0804050,School District No. Re-3 Fort Morgan,559,Sherman Early Childhood Center,080405000559,No,Yes,Yes,Yes,Yes,426
CO,Colorado,0804050,School District No. Re-3 Fort Morgan,1281,Fort Morgan Middle School,080405001281,No,Yes,Yes,Yes,Yes,721
CO,Colorado,0804050,School District No. Re-3 Fort Morgan,1611,Lincoln High School,080405001611,No,Yes,Yes,Yes,Yes,37
CO,Colorado,0804050,School District No. Re-3 Fort Morgan,6298,Pioneer Elementary School,080405006298,No,Yes,Yes,Yes,Yes,315
CO,Colorado,0804050,School District No. Re-3 Fort Morgan,6698,Baker Elementary School,080405006698,No,Yes,Yes,Yes,Yes,288
CO,Colorado,0804080,Fountain School District No. 8 In The County Of El Paso An,96,Welte Education Center,080408000096,No,Yes,Yes,Yes,Yes,111
CO,Colorado,0804080,Fountain School District No. 8 In The County Of El Paso An,560,Abrams Elementary School,080408000560,No,Yes,Yes,Yes,Yes,428
CO,Colorado,0804080,Fountain School District No. 8 In The County Of El Paso An,561,Carson Middle School,080408000561,No,Yes,Yes,Yes,Yes,688
CO,Colorado,0804080,Fountain School District No. 8 In The County Of El Paso An,562,Fountain-Fort Carson High School,080408000562,No,Yes,Yes,Yes,Yes,1834
CO,Colorado,0804080,Fountain School District No. 8 In The County Of El Paso An,563,Fountain Middle School,080408000563,No,Yes,Yes,Yes,Yes,1084
CO,Colorado,0804080,Fountain School District No. 8 In The County Of El Paso An,564,Mesa Elementary School,080408000564,No,Yes,Yes,Yes,Yes,493
CO,Colorado,0804080,Fountain School District No. 8 In The County Of El Paso An,565,Patriot Elementary School,080408000565,No,Yes,Yes,Yes,Yes,631
CO,Colorado,0804080,Fountain School District No. 8 In The County Of El Paso An,566,Aragon Elementary School,080408000566,No,Yes,Yes,Yes,Yes,359
CO,Colorado,0804080,Fountain School District No. 8 In The County Of El Paso An,856,Mountainside Elementary School,080408000856,No,Yes,Yes,Yes,Yes,434
CO,Colorado,0804080,Fountain School District No. 8 In The County Of El Paso An,1481,Jordahl Elementary School,080408001481,No,Yes,Yes,Yes,Yes,566
CO,Colorado,0804080,Fountain School District No. 8 In The County Of El Paso An,6330,Eagleside Elementary School,080408006330,No,Yes,Yes,Yes,Yes,558
CO,Colorado,0804080,Fountain School District No. 8 In The County Of El Paso An,6481,Weikel Elementary School,080408006481,No,Yes,Yes,Yes,Yes,810
CO,Colorado,0804080,Fountain School District No. 8 In The County Of El Paso An,6805,Conrad Early Learning Center,080408006805,No,Yes,Yes,Yes,Yes,231
CO,Colorado,0804110,Fowler School District No. R4j,567,Fowler Junior High School,080411000567,No,Yes,Yes,Yes,Yes,650
CO,Colorado,0804110,Fowler School District No. R4j,568,Fowler High School,080411000568,No,Yes,Yes,Yes,Yes,650
CO,Colorado,0804110,Fowler School District No. R4j,1981,Fowler Elementary School,080411001981,No,Yes,Yes,Yes,Yes,650
CO,Colorado,0804140,Sierra Grande School District No. R-30,572,Sierra Grande K-12 School,080414000572,No,Yes,Yes,Yes,No,270
CO,Colorado,0804200,Weld County Reorganized School District No. Re-1,575,Gilcrest Elementary School,080420000575,No,Yes,Yes,Yes,No,199
CO,Colorado,0804200,Weld County Reorganized School District No. Re-1,576,Pete Mirich Elementary School,080420000576,No,Yes,Yes,Yes,No,383
CO,Colorado,0804200,Weld County Reorganized School District No. Re-1,577,North Valley Middle School,080420000577,No,Yes,Yes,Yes,No,234
CO,Colorado,0804200,Weld County Reorganized School District No. Re-1,578,Platteville Elementary School,080420000578,No,Yes,Yes,Yes,No,328
CO,Colorado,0804200,Weld County Reorganized School District No. Re-1,579,South Valley Middle School,080420000579,No,Yes,Yes,Yes,No,185
CO,Colorado,0804200,Weld County Reorganized School District No. Re-1,580,Valley High School,080420000580,No,Yes,Yes,Yes,No,542
CO,Colorado,0804230,Gilpin County School District No. Re-1,581,Gilpin County Elementary School,080423000581,No,Yes,Yes,Yes,Yes,192
CO,Colorado,0804230,Gilpin County School District No. Re-1,1298,Gilpin County Undivided High School,080423001298,No,Yes,Yes,Yes,Yes,237
CO,Colorado,0804260,Roaring Fork School District No. Re-1,133,Basalt Middle School,080426000133,No,Yes,Yes,Yes,Yes,441
CO,Colorado,0804260,Roaring Fork School District No. Re-1,582,Basalt Elementary School,080426000582,No,Yes,Yes,Yes,Yes,242
CO,Colorado,0804260,Roaring Fork School District No. Re-1,584,Basalt High School,080426000584,No,Yes,Yes,Yes,Yes,537
CO,Colorado,0804260,Roaring Fork School District No. Re-1,586,Carbondale Middle School,080426000586,No,Yes,Yes,Yes,Yes,361
CO,Colorado,0804260,Roaring Fork School District No. Re-1,587,Glenwood Springs Middle School,080426000587,No,Yes,Yes,Yes,Yes,469
CO,Colorado,0804260,Roaring Fork School District No. Re-1,588,Glenwood Springs High School,080426000588,No,Yes,Yes,Yes,Yes,988
CO,Colorado,0804260,Roaring Fork School District No. Re-1,589,Glenwood Springs Elementary School,080426000589,No,Yes,Yes,Yes,Yes,405
CO,Colorado,0804260,Roaring Fork School District No. Re-1,590,Roaring Fork High School,080426000590,No,Yes,Yes,Yes,Yes,314
CO,Colorado,0804260,Roaring Fork School District No. Re-1,1505,Carbondale Community Charter School,080426001505,No,Yes,Yes,Yes,Yes,135
CO,Colorado,0804260,Roaring Fork School District No. Re-1,1540,Crystal River Elementary School,080426001540,No,Yes,Yes,Yes,Yes,306
CO,Colorado,0804260,Roaring Fork School District No. Re-1,1596,Bridges,080426001596,No,Yes,Yes,Yes,Yes,81
CO,Colorado,0804260,Roaring Fork School District No. Re-1,1597,Sopris Elementary School,080426001597,No,Yes,Yes,Yes,Yes,314
CO,Colorado,0804260,Roaring Fork School District No. Re-1,6715,Riverview School,080426006715,No,Yes,Yes,Yes,Yes,309
CO,Colorado,0804290,Granada School District No. Re-1,592,Granada Elementary School,080429000592,No,Yes,Yes,Yes,Yes,90
CO,Colorado,0804290,Granada School District No. Re-1,593,Granada Undivided High School,080429000593,No,Yes,Yes,Yes,Yes,90
CO,Colorado,0804320,East Grand School District No. 2,594,Fraser Valley Elementary School,080432000594,No,Yes,Yes,No,No,238
CO,Colorado,0804320,East Grand School District No. 2,595,Granby Elementary School,080432000595,No,Yes,Yes,No,No,309
CO,Colorado,0804320,East Grand School District No. 2,596,Middle Park High School,080432000596,No,Yes,Yes,Yes,No,428
CO,Colorado,0804320,East Grand School District No. 2,1343,East Grand Middle School,080432001343,No,Yes,Yes,Yes,No,346
CO,Colorado,0804350,Mesa County Valley School District No. 51,205,Redlands Middle School,080435000205,No,Yes,Yes,Yes,Yes,535
CO,Colorado,0804350,Mesa County Valley School District No. 51,597,Appleton Elementary School,080435000597,No,Yes,Yes,Yes,Yes,417
CO,Colorado,0804350,Mesa County Valley School District No. 51,598,Bookcliff Middle School,080435000598,No,Yes,Yes,Yes,Yes,555
CO,Colorado,0804350,Mesa County Valley School District No. 51,599,Broadway Elementary School,080435000599,No,Yes,Yes,Yes,Yes,239
CO,Colorado,0804350,Mesa County Valley School District No. 51,600,Central High School,080435000600,No,Yes,Yes,Yes,Yes,1596
CO,Colorado,0804350,Mesa County Valley School District No. 51,601,Chatfield Elementary School,080435000601,No,Yes,Yes,Yes,Yes,398
CO,Colorado,0804350,Mesa County Valley School District No. 51,602,Clifton Elementary School,080435000602,No,Yes,Yes,Yes,Yes,394
CO,Colorado,0804350,Mesa County Valley School District No. 51,605,East Middle School,080435000605,No,Yes,Yes,Yes,Yes,440
CO,Colorado,0804350,Mesa County Valley School District No. 51,608,Fruita Middle School,080435000608,No,Yes,Yes,Yes,Yes,549
CO,Colorado,0804350,Mesa County Valley School District No. 51,609,Fruita Monument High School,080435000609,No,Yes,Yes,Yes,Yes,1360
CO,Colorado,0804350,Mesa County Valley School District No. 51,610,Fruitvale Elementary School,080435000610,No,Yes,Yes,Yes,Yes,383
CO,Colorado,0804350,Mesa County Valley School District No. 51,611,Gateway School,080435000611,No,Yes,Yes,Yes,Yes,29
CO,Colorado,0804350,Mesa County Valley School District No. 51,612,Grand Junction High School,080435000612,No,Yes,Yes,Yes,Yes,1389
CO,Colorado,0804350,Mesa County Valley School District No. 51,613,Lincoln Orchard Mesa Elementary School,080435000613,No,Yes,Yes,Yes,Yes,349
CO,Colorado,0804350,Mesa County Valley School District No. 51,615,Loma Elementary School,080435000615,No,Yes,Yes,Yes,Yes,228
CO,Colorado,0804350,Mesa County Valley School District No. 51,616,Nisley Elementary School,080435000616,No,Yes,Yes,Yes,Yes,396
CO,Colorado,0804350,Mesa County Valley School District No. 51,618,Orchard Avenue Elementary School,080435000618,No,Yes,Yes,Yes,Yes,372
CO,Colorado,0804350,Mesa County Valley School District No. 51,619,Orchard Mesa Middle School,080435000619,No,Yes,Yes,Yes,Yes,516
CO,Colorado,0804350,Mesa County Valley School District No. 51,620,Palisade High School,080435000620,No,Yes,Yes,Yes,Yes,1113
CO,Colorado,0804350,Mesa County Valley School District No. 51,621,Pomona Elementary School,080435000621,No,Yes,Yes,Yes,Yes,337
CO,Colorado,0804350,Mesa County Valley School District No. 51,623,R-5 High School,080435000623,No,Yes,Yes,Yes,Yes,283
CO,Colorado,0804350,Mesa County Valley School District No. 51,624,Scenic Elementary School,080435000624,No,Yes,Yes,Yes,Yes,234
CO,Colorado,0804350,Mesa County Valley School District No. 51,625,Shelledy Elementary School,080435000625,No,Yes,Yes,Yes,Yes,385
CO,Colorado,0804350,Mesa County Valley School District No. 51,626,Taylor Elementary School,080435000626,No,Yes,Yes,Yes,Yes,336
CO,Colorado,0804350,Mesa County Valley School District No. 51,627,Tope Elementary School,080435000627,No,Yes,Yes,Yes,Yes,308
CO,Colorado,0804350,Mesa County Valley School District No. 51,629,West Middle School,080435000629,No,Yes,Yes,Yes,Yes,345
CO,Colorado,0804350,Mesa County Valley School District No. 51,1344,Mesa View Elementary School,080435001344,No,Yes,Yes,Yes,Yes,343
CO,Colorado,0804350,Mesa County Valley School District No. 51,1345,Mount Garfield Middle School,080435001345,No,Yes,Yes,Yes,Yes,593
CO,Colorado,0804350,Mesa County Valley School District No. 51,1346,Thunder Mountain Elementary School,080435001346,No,Yes,Yes,Yes,Yes,464
CO,Colorado,0804350,Mesa County Valley School District No. 51,1347,Wingate Elementary School,080435001347,No,Yes,Yes,Yes,Yes,445
CO,Colorado,0804350,Mesa County Valley School District No. 51,1552,New Emerson School At Columbus,080435001552,No,Yes,Yes,Yes,Yes,131
CO,Colorado,0804350,Mesa County Valley School District No. 51,1656,Grand Mesa Middle School,080435001656,No,Yes,Yes,Yes,Yes,652
CO,Colorado,0804350,Mesa County Valley School District No. 51,1657,Rocky Mountain Elementary School,080435001657,No,Yes,Yes,Yes,Yes,450
CO,Colorado,0804350,Mesa County Valley School District No. 51,1691,Dos Rios Elementary School,080435001691,No,Yes,Yes,Yes,Yes,311
CO,Colorado,0804350,Mesa County Valley School District No. 51,1850,Dual Immersion Academy School,080435001850,No,Yes,Yes,Yes,Yes,305
CO,Colorado,0804350,Mesa County Valley School District No. 51,1980,Independence Academy,080435001980,No,Yes,Yes,Yes,Yes,438
CO,Colorado,0804350,Mesa County Valley School District No. 51,1992,Pear Park Elementary School,080435001992,No,Yes,Yes,Yes,Yes,443
CO,Colorado,0804350,Mesa County Valley School District No. 51,2020,Fruita 8/9 School,080435002020,No,Yes,Yes,Yes,Yes,801
CO,Colorado,0804350,Mesa County Valley School District No. 51,2030,Rim Rock Elementary School,080435002030,No,Yes,Yes,Yes,Yes,351
CO,Colorado,0804350,Mesa County Valley School District No. 51,6346,Grand Mesa Youth Services Center,080435006346,Yes,Yes,Yes,No,No,13
CO,Colorado,0804350,Mesa County Valley School District No. 51,6374,Chipeta Elementary School,080435006374,No,Yes,Yes,Yes,Yes,399
CO,Colorado,0804350,Mesa County Valley School District No. 51,6384,Mesa Valley Community School,080435006384,No,Yes,Yes,Yes,Yes,409
CO,Colorado,0804350,Mesa County Valley School District No. 51,6471,Lincoln Park Preschool,080435006471,No,Yes,Yes,No,No,0
CO,Colorado,0804350,Mesa County Valley School District No. 51,6487,Career Center Preschool,080435006487,No,Yes,Yes,No,No,0
CO,Colorado,0804350,Mesa County Valley School District No. 51,6498,Grand River Academy,080435006498,No,Yes,Yes,Yes,Yes,313
CO,Colorado,0804350,Mesa County Valley School District No. 51,6581,Juniper Ridge Community School,080435006581,No,Yes,Yes,Yes,Yes,383
CO,Colorado,0804350,Mesa County Valley School District No. 51,6801,Monument Ridge Elementary School,080435006801,No,Yes,Yes,Yes,Yes,289
CO,Colorado,0804380,Grand Valley School District No. 16 In The County Of Garfi,630,Bea Underwood Elementary School,080438000630,No,Yes,Yes,Yes,No,1130
CO,Colorado,0804380,Grand Valley School District No. 16 In The County Of Garfi,631,Grand Valley High School,080438000631,No,Yes,Yes,Yes,No,303
CO,Colorado,0804380,Grand Valley School District No. 16 In The County Of Garfi,1368,Grand Valley Middle School,080438001368,No,Yes,Yes,Yes,No,253
CO,Colorado,0804380,Grand Valley School District No. 16 In The County Of Garfi,1909,Grand Valley Center For Family Learning,080438001909,No,Yes,Yes,No,No,0
CO,Colorado,0804410,Greeleyschool District No. 6 In The County Of Weld And Sta,633,Martinez Elementary School,080441000633,No,Yes,Yes,Yes,Yes,456
CO,Colorado,0804410,Greeleyschool District No. 6 In The County Of Weld And Sta,634,Brentwood Middle School,080441000634,No,Yes,Yes,Yes,Yes,578
CO,Colorado,0804410,Greeleyschool District No. 6 In The County Of Weld And Sta,636,Centennial Elementary School,080441000636,No,Yes,Yes,Yes,Yes,445
CO,Colorado,0804410,Greeleyschool District No. 6 In The County Of Weld And Sta,637,Chappelow K-8 Magnet School,080441000637,No,Yes,Yes,Yes,Yes,608
CO,Colorado,0804410,Greeleyschool District No. 6 In The County Of Weld And Sta,639,Franklin Middle School,080441000639,No,Yes,Yes,Yes,Yes,494
CO,Colorado,0804410,Greeleyschool District No. 6 In The County Of Weld And Sta,640,Greeley West High School,080441000640,No,Yes,Yes,Yes,Yes,1624
CO,Colorado,0804410,Greeleyschool District No. 6 In The County Of Weld And Sta,641,Greeley Central High School,080441000641,No,Yes,Yes,Yes,Yes,1536
CO,Colorado,0804410,Greeleyschool District No. 6 In The County Of Weld And Sta,642,Heath Middle School,080441000642,No,Yes,Yes,Yes,Yes,597
CO,Colorado,0804410,Greeleyschool District No. 6 In The County Of Weld And Sta,645,Prairie Heights Middle School,080441000645,No,Yes,Yes,Yes,Yes,596
CO,Colorado,0804410,Greeleyschool District No. 6 In The County Of Weld And Sta,646,Madison Elementary School,080441000646,No,Yes,Yes,Yes,Yes,380
CO,Colorado,0804410,Greeleyschool District No. 6 In The County Of Weld And Sta,648,Meeker Elementary School,080441000648,No,Yes,Yes,Yes,Yes,449
CO,Colorado,0804410,Greeleyschool District No. 6 In The County Of Weld And Sta,649,Scott Elementary School,080441000649,No,Yes,Yes,Yes,Yes,514
CO,Colorado,0804410,Greeleyschool District No. 6 In The County Of Weld And Sta,650,Shawsheen Elementary School,080441000650,No,Yes,Yes,Yes,Yes,289
CO,Colorado,0804410,Greeleyschool District No. 6 In The County Of Weld And Sta,1291,Jackson Elementary School,080441001291,No,Yes,Yes,Yes,Yes,384
CO,Colorado,0804410,Greeleyschool District No. 6 In The County Of Weld And Sta,1312,Monfort Elementary School,080441001312,No,Yes,Yes,Yes,Yes,428
CO,Colorado,0804410,Greeleyschool District No. 6 In The County Of Weld And Sta,1482,Dos Rios Elementary School,080441001482,No,Yes,Yes,Yes,Yes,411
CO,Colorado,0804410,Greeleyschool District No. 6 In The County Of Weld And Sta,1483,S. Christa Mcauliffe Stem Academy,080441001483,No,Yes,Yes,Yes,Yes,751
CO,Colorado,0804410,Greeleyschool District No. 6 In The County Of Weld And Sta,1614,Frontier Charter Academy,080441001614,No,Yes,Yes,Yes,Yes,1400
CO,Colorado,0804410,Greeleyschool District No. 6 In The County Of Weld And Sta,1615,Union Colony Preparatory School,080441001615,No,Yes,Yes,Yes,No,367
CO,Colorado,0804410,Greeleyschool District No. 6 In The County Of Weld And Sta,1696,University Schools,080441001696,No,Yes,Yes,Yes,Yes,1742
CO,Colorado,0804410,Greeleyschool District No. 6 In The County Of Weld And Sta,1788,Northridge High School,080441001788,No,Yes,Yes,Yes,Yes,1184
CO,Colorado,0804410,Greeleyschool District No. 6 In The County Of Weld And Sta,1988,Heiman Elementary School,080441001988,No,Yes,Yes,Yes,Yes,628
CO,Colorado,0804410,Greeleyschool District No. 6 In The County Of Weld And Sta,1989,Winograd K-8 Elementary School,080441001989,No,Yes,Yes,Yes,Yes,594
CO,Colorado,0804410,Greeleyschool District No. 6 In The County Of Weld And Sta,1990,Bella Romero Academy Of Applied Technology,080441001990,No,Yes,Yes,Yes,Yes,954
CO,Colorado,0804410,Greeleyschool District No. 6 In The County Of Weld And Sta,6461,Jefferson Junior/Senior High,080441006461,No,Yes,Yes,Yes,Yes,348
CO,Colorado,0804410,Greeleyschool District No. 6 In The County Of Weld And Sta,6469,Maplewood Elementary School,080441006469,No,Yes,Yes,Yes,Yes,528
CO,Colorado,0804410,Greeleyschool District No. 6 In The County Of Weld And Sta,6504,West Ridge Academy,080441006504,No,Yes,Yes,Yes,No,456
CO,Colorado,0804410,Greeleyschool District No. 6 In The County Of Weld And Sta,6552,Union Colony Elementary School,080441006552,No,Yes,Yes,Yes,No,361
CO,Colorado,0804410,Greeleyschool District No. 6 In The County Of Weld And Sta,6638,Salida Del Sol Academy,080441006638,No,Yes,Yes,Yes,No,609
CO,Colorado,0804410,Greeleyschool District No. 6 In The County Of Weld And Sta,6657,Early College Academy,080441006657,No,Yes,Yes,Yes,Yes,298
CO,Colorado,0804410,Greeleyschool District No. 6 In The County Of Weld And Sta,6719,Fred Tjardes School Of Innovation,080441006719,No,Yes,Yes,Yes,Yes,113
CO,Colorado,0804410,Greeleyschool District No. 6 In The County Of Weld And Sta,6741,Ecc Aims District 6 Preschool,080441006741,No,Yes,Yes,No,No,119
CO,Colorado,0804440,School District No. Re-12 In The County Of Weld And State Of,653,Pawnee School Pk-12,080444000653,No,Yes,Yes,Yes,Yes,75
CO,Colorado,0804470,Gunnison Watershed School District Re1j,655,Crested Butte Secondary School,080447000655,No,Yes,Yes,Yes,No,424
CO,Colorado,0804470,Gunnison Watershed School District Re1j,656,Gunnison High School,080447000656,No,Yes,Yes,Yes,No,391
CO,Colorado,0804470,Gunnison Watershed School District Re1j,1507,Marble Charter School,080447001507,No,Yes,Yes,Yes,No,40
CO,Colorado,0804470,Gunnison Watershed School District Re1j,1600,Gunnison Middle School,080447001600,No,Yes,Yes,Yes,No,285
CO,Colorado,0804470,Gunnison Watershed School District Re1j,1689,Lake Preschool,080447001689,No,Yes,Yes,Yes,No,77
CO,Colorado,0804470,Gunnison Watershed School District Re1j,1968,Gunnison Elementary School,080447001968,No,Yes,Yes,Yes,No,536
CO,Colorado,0804470,Gunnison Watershed School District Re1j,6629,Crested Butte Elementary School,080447006629,No,Yes,Yes,Yes,No,331
CO,Colorado,0804500,Hanover School District No. 28 In The County Of El Paso An,661,Hanover Junior-Senior High School,080450000661,No,-13,-13,-13,-13,174
CO,Colorado,0804500,Hanover School District No. 28 In The County Of El Paso An,6304,Prairie Heights Elementary School,080450006304,No,-13,-13,-13,-13,152
CO,Colorado,0804500,Hanover School District No. 28 In The County Of El Paso An,6720,Hanover Online Academy,080450006720,No,-13,-13,-13,-13,7
CO,Colorado,0804530,Harrison School District No. 2 In The County Of El Paso An,662,Carmel Middle School,080453000662,No,Yes,Yes,Yes,No,1059
CO,Colorado,0804530,Harrison School District No. 2 In The County Of El Paso An,663,Centennial Elementary School,080453000663,No,Yes,Yes,Yes,No,538
CO,Colorado,0804530,Harrison School District No. 2 In The County Of El Paso An,665,Giberson Elementary School,080453000665,No,Yes,Yes,Yes,No,395
CO,Colorado,0804530,Harrison School District No. 2 In The County Of El Paso An,666,Fox Meadow Middle School,080453000666,No,Yes,Yes,Yes,No,425
CO,Colorado,0804530,Harrison School District No. 2 In The County Of El Paso An,667,Harrison High School,080453000667,No,Yes,Yes,Yes,No,1990
CO,Colorado,0804530,Harrison School District No. 2 In The County Of El Paso An,668,Monterey Elementary School,080453000668,No,Yes,Yes,Yes,No,290
CO,Colorado,0804530,Harrison School District No. 2 In The County Of El Paso An,669,Panorama Middle School,080453000669,No,Yes,Yes,Yes,No,1124
CO,Colorado,0804530,Harrison School District No. 2 In The County Of El Paso An,670,Pikes Peak Elementary School,080453000670,No,Yes,Yes,Yes,No,552
CO,Colorado,0804530,Harrison School District No. 2 In The County Of El Paso An,671,Stratmoor Hills Elementary School,080453000671,No,Yes,Yes,Yes,No,212
CO,Colorado,0804530,Harrison School District No. 2 In The County Of El Paso An,672,Stratton Meadows Elementary School,080453000672,No,Yes,Yes,Yes,No,451
CO,Colorado,0804530,Harrison School District No. 2 In The County Of El Paso An,1314,Bricker Elementary School,080453001314,No,Yes,Yes,Yes,No,457
CO,Colorado,0804530,Harrison School District No. 2 In The County Of El Paso An,1369,Oak Creek Elementary School,080453001369,No,Yes,Yes,Yes,No,278
CO,Colorado,0804530,Harrison School District No. 2 In The County Of El Paso An,1370,Wildflower Elementary School,080453001370,No,Yes,Yes,Yes,No,484
CO,Colorado,0804530,Harrison School District No. 2 In The County Of El Paso An,1382,Sierra High School,080453001382,No,Yes,Yes,Yes,No,1505
CO,Colorado,0804530,Harrison School District No. 2 In The County Of El Paso An,1443,Turman Elementary School,080453001443,No,Yes,Yes,Yes,No,236
CO,Colorado,0804530,Harrison School District No. 2 In The County Of El Paso An,1484,Otero Elementary School,080453001484,No,Yes,Yes,Yes,No,293
CO,Colorado,0804530,Harrison School District No. 2 In The County Of El Paso An,1533,Sand Creek International Elementary School,080453001533,No,Yes,Yes,Yes,No,653
CO,Colorado,0804530,Harrison School District No. 2 In The County Of El Paso An,1781,James Irwin Charter High School,080453001781,No,Yes,Yes,Yes,Yes,52
CO,Colorado,0804530,Harrison School District No. 2 In The County Of El Paso An,1902,James Irwin Charter Elementary School,080453001902,No,Yes,Yes,Yes,No,0
CO,Colorado,0804530,Harrison School District No. 2 In The County Of El Paso An,1903,Mountain Vista Community School,080453001903,No,Yes,Yes,Yes,No,762
CO,Colorado,0804530,Harrison School District No. 2 In The County Of El Paso An,1964,James Irwin Charter Middle School,080453001964,No,Yes,Yes,Yes,Yes,50
