LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,JJ,SCH_INTERNET_FIBER,SCH_INTERNET_WIFI,SCH_INTERNET_SCHDEV,SCH_INTERNET_STUDDEV,SCH_INTERNET_WIFIENDEV
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,1750,Academia Ana Marie Sandoval,080336001750,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,1767,Polaris Elementary School,080336001767,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,1776,Green Valley Elementary School,080336001776,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,1795,Prep Academy,080336001795,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,1833,Dsst: Montview High School,080336001833,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,1835,Highline Academy Southeast,080336001835,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,1838,Omar D Blair Charter School,080336001838,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,1862,Colorado High School Charter,080336001862,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,1864,Lena Archuleta Elementary School,080336001864,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,1865,Kipp Sunshine Peak Academy,080336001865,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,1867,Lowry Elementary School,080336001867,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,1869,Bruce Randolph School,080336001869,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,1894,Aul Denver,080336001894,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,1917,Denver Center For International Studies,080336001917,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,1928,Farrell B. Howell Ece-8 School,080336001928,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,1933,Florida Pitt-Waller Ece-8 School,080336001933,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,1955,Denver Online High School,080336001955,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,1957,Westerly Creek Elementary,080336001957,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,2012,Strive Prep - Federal,080336002012,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6328,Manual High School,080336006328,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6332,William (Bill) Roberts Ece-8 School,080336006332,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6345,Gilliam School,080336006345,Yes,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6364,Cole Arts And Science Academy,080336006364,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6389,Trevista At Horace Mann,080336006389,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6398,Place Bridge Academy,080336006398,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6442,Kunsmiller Creative Arts Academy,080336006442,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6443,Denver Justice High School,080336006443,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6444,Strive Prep - Westwood,080336006444,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6445,Mathematics And Science Leadership Academy,080336006445,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6448,Kipp Denver Collegiate High School,080336006448,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6449,Rocky Mountain Prep: Berkeley,080336006449,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6450,Dsst: Green Valley Ranch High School,080336006450,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6453,Denver Green School Southeast,080336006453,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6457,Strive Prep - Sunnyside,080336006457,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6473,Girls Athletic Leadership School Middle School,080336006473,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6477,Center For Talent Development At Greenlee,080336006477,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6479,Strive Prep - Lake,080336006479,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6482,Denver Language School,080336006482,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6486,Soar At Green Valley Ranch,080336006486,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6490,Lake Middle School,080336006490,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6491,Summit Academy,080336006491,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6514,Vista Academy,080336006514,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6515,Collegiate Preparatory Academy,080336006515,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6516,Denver Center For 21st-Century Learning At Wyman,080336006516,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6517,University Prep - Arapahoe St.,080336006517,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6518,Swigert International School,080336006518,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6519,Kipp Northeast Denver Middle School,080336006519,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6520,Noel Community Arts School,080336006520,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6521,Dcis At Ford,080336006521,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6522,Escalante-Biggs Academy,080336006522,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6523,Dsst: Cole Middle School,080336006523,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6524,Stephen Knight Center For Early Education,080336006524,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6525,Oakland Elementary,080336006525,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6527,Northeast Early College,080336006527,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6528,Dcis At Montbello,080336006528,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6537,Strive Prep - Montbello,080336006537,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6543,Strive Prep - Smart Academy,080336006543,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6545,Rocky Mountain Prep: Creekside,080336006545,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6546,Dsst: Green Valley Ranch Middle School,080336006546,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6547,West Leadership Academy,080336006547,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6551,West Early College,080336006551,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6554,Dsst: College View Middle School,080336006554,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6555,Monarch Montessori,080336006555,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6556,Strive Prep - Green Valley Ranch,080336006556,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6559,Creativity Challenge Community,080336006559,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6562,Mcauliffe International School,080336006562,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6566,Dsst: Montview Middle School,080336006566,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6568,Denver Montessori Junior/Senior High School,080336006568,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6569,North High School Engagement Center,080336006569,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6570,Isabella Bird Community School,080336006570,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6572,Dsst: Byers Middle School,080336006572,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6574,Denver Center For International Studies At Fairmon,080336006574,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6582,Pascual Ledoux Academy,080336006582,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6583,Compassion Road Academy,080336006583,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6584,Downtown Denver Expeditionary School,080336006584,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6590,Respect Academy,080336006590,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6591,Montbello Career And Technical High School,080336006591,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6592,Academy 360,080336006592,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6599,Excel Academy,080336006599,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6603,Willow Elementary School,080336006603,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6609,Highline Academy Northeast,080336006609,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6618,Dsst: Conservatory Green Middle School,080336006618,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6624,Denver Discovery School,080336006624,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6626,Girls Athletic Leadership School High School,080336006626,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6627,Strive Prep - Ruby Hill,080336006627,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6636,Dsst: Cole High School,080336006636,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6640,Denver School Of Innovation And Sustainable Design,080336006640,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6641,Reach Charter School,080336006641,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6645,Compass Academy,080336006645,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6646,Rocky Mountain Prep: Southwest,080336006646,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6647,Riseup Community School,080336006647,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6652,Kipp Northeast Elementary,080336006652,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6658,Dsst: College View High School,080336006658,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6660,Northfield High School,080336006660,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6662,Joe Shoemaker School,080336006662,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6669,Legacy Options High School,080336006669,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6670,Kipp Northeast Denver Leadership Academy,080336006670,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6682,Bear Valley International School,080336006682,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6683,Dsst: Henry Middle School,080336006683,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6684,Dsst: Byers High School,080336006684,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6685,Sandra Todd-Williams Academy,080336006685,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6686,Kepner Beacon Middle School,080336006686,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6687,Mcauliffe Manual Middle School,080336006687,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6688,Strive Prep - Kepner,080336006688,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6689,Strive Prep - Rise,080336006689,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6730,Dsst: Conservatory Green High School,080336006730,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6731,Delta High School,080336006731,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6733,Inspire Elementary,080336006733,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,6735,Colorado High School Charter - Ges,080336006735,No,-11,-11,-11,-11,-11
