LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,LEA_ADDRESS,LEA_CITY,LEA_ZIP,CJJ,LEA_DISTED_IND,LEA_DISTEDENR_HI_M,LEA_DISTEDENR_HI_F,LEA_DISTEDENR_AM_M,LEA_DISTEDENR_AM_F,LEA_DISTEDENR_AS_M,LEA_DISTEDENR_AS_F,LEA_DISTEDENR_HP_M,LEA_DISTEDENR_HP_F,LEA_DISTEDENR_BL_M,LEA_DISTEDENR_BL_F,LEA_DISTEDENR_WH_M,LEA_DISTEDENR_WH_F,LEA_DISTEDENR_TR_M,LEA_DISTEDENR_TR_F,TOT_DISTEDENR_M,TOT_DISTEDENR_F,LEA_DISTEDENR_LEP_M,LEA_DISTEDENR_LEP_F,LEA_DISTEDENR_IDEA_M,LEA_DISTEDENR_IDEA_F
VA,VIRGINIA,5102610,NEW KENT CO PBLC SCHS,PO Box 110,New Kent,23124,No,Yes,6,3,3,2,1,3,0,0,14,10,117,74,9,2,150,94,0,0,0,0
VA,VIRGINIA,5102640,NEWPORT NEWS CITY PBLC SCHS,12465 Warwick Blvd,Newport News,23606,No,Yes,37,37,0,1,1,4,0,0,218,190,90,79,18,9,364,320,12,13,63,28
VA,VIRGINIA,5102670,NORFOLK CITY PBLC SCHS,PO Box 1357,Norfolk,23501,Yes,Yes,16,21,0,2,5,4,1,1,212,180,53,56,22,16,309,280,8,7,33,22
VA,VIRGINIA,5102710,NORTHAMPTON CO PBLC SCHS,7207 Young St,Machipongo,23405,No,Yes,5,3,0,0,0,0,0,0,15,10,9,6,0,0,29,19,0,1,4,0
VA,VIRGINIA,5102730,NORTHUMBERLAND CO PBLC SCHS,2172 Northumberland Hwy,Lottsburg,22511,No,Yes,2,2,0,0,1,0,1,0,13,16,24,17,0,1,41,36,2,0,7,3
VA,VIRGINIA,5102760,NORTON CITY PBLC SCHS,P. O. Box 498,Norton,24273,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5102790,NOTTOWAY CO PBLC SCHS,P.O. Box 47,Nottoway,23955,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5102820,ORANGE CO PBLC SCHS,200 Dailey Drive,Orange,22960,No,Yes,4,4,1,0,0,2,1,0,5,12,60,38,13,4,84,60,0,2,20,8
VA,VIRGINIA,5102850,PAGE CO PBLC SCHS,735 W Main St,Luray,22835,No,Yes,1,2,0,0,0,0,0,0,0,0,28,45,0,0,29,47,0,0,0,0
VA,VIRGINIA,5102880,PATRICK CO PBLC SCHS,P.O. Box 346,Stuart,24171,No,Yes,17,17,0,1,11,13,2,4,51,56,193,183,10,14,284,288,8,8,20,14
VA,VIRGINIA,5102910,PETERSBURG CITY PBLC SCHS,255 South Boulevard East,Petersburg,23805,No,Yes,16,2,0,0,0,0,0,0,169,143,3,0,0,0,188,145,10,2,32,12
VA,VIRGINIA,5102940,PITTSYLVANIA CO PBLC SCHS,P. O. Box 232,Chatham,24531,No,Yes,1,3,0,0,1,0,0,0,2,18,30,65,0,3,34,89,0,1,0,1
VA,VIRGINIA,5102980,POQUOSON CITY PBLC SCHS,500 City Hall Ave,Poquoson,23662,No,Yes,6,4,1,0,4,1,2,0,1,1,63,53,2,1,79,60,2,0,6,6
VA,VIRGINIA,5103000,PORTSMOUTH CITY PBLC SCHS,PO Box 998,Portsmouth,23705,No,Yes,23,27,2,0,4,7,1,3,506,546,135,147,31,36,702,766,3,11,100,56
VA,VIRGINIA,5103030,POWHATAN CO PBLC SCHS,2320 Skaggs Rd,Powhatan,23139,No,Yes,1,0,0,0,0,0,0,0,0,0,18,19,0,0,19,19,0,0,0,0
VA,VIRGINIA,5103060,PRINCE EDWARD CO PBLC SCHS,35 Eagle Drive,Farmville,23901,No,Yes,1,1,0,0,1,0,0,1,8,20,16,20,0,1,26,43,0,0,0,0
VA,VIRGINIA,5103090,PRINCE GEORGE CO PBLC SCHS,PO Box 400,Prince George,23875,No,Yes,0,0,0,0,0,0,0,0,4,3,0,0,1,0,5,3,0,0,0,1
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,P. O. Box 389,Manassas,20108,Yes,Yes,228,152,5,1,35,54,1,0,157,124,150,186,27,31,603,548,139,75,118,56
VA,VIRGINIA,5103150,PULASKI CO PBLC SCHS,202 N Washington Ave,Pulaski,24301,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5103180,RADFORD CITY PBLC SCHS,1612 Wadworth St.,Radford,24141,No,Yes,0,3,0,0,0,1,0,0,1,0,11,21,0,1,12,26,0,0,0,1
VA,VIRGINIA,5103210,RAPPAHANNOCK CO PBLC SCHS,6 Schoolhouse Road,Washington,22747,No,Yes,1,2,0,0,0,0,0,0,0,1,8,12,0,0,9,15,0,0,0,0
VA,VIRGINIA,5103240,RICHMOND CITY PBLC SCHS,301 North 9th St,Richmond,23219,Yes,Yes,67,76,6,6,32,33,1,1,190,213,363,469,38,64,697,862,2,8,64,35
VA,VIRGINIA,5103270,RICHMOND CO PBLC SCHS,PO Box 1507,Warsaw,22572,No,Yes,1,2,0,1,0,1,0,0,5,6,8,22,0,1,14,33,0,0,2,3
VA,VIRGINIA,5103300,ROANOKE CITY PBLC SCHS,P O Box 13145,Roanoke,24012,No,Yes,1,1,0,0,1,0,0,0,19,10,27,15,2,5,50,31,1,1,2,1
VA,VIRGINIA,5103330,ROANOKE CO PBLC SCHS,5937 Cove Rd NW,Roanoke,24019,No,Yes,8,7,0,0,9,18,0,0,6,10,152,267,12,12,187,314,3,3,14,7
VA,VIRGINIA,5103370,ROCKBRIDGE CO PBLC SCHS,2893 Collierstown Road,Lexington,24450,No,Yes,1,4,1,0,0,0,0,0,3,1,46,17,1,2,52,24,0,0,9,2
VA,VIRGINIA,5103390,ROCKINGHAM CO PBLC SCHS,100 Mount Clinton Pike,Harrisonburg,22802,No,Yes,46,39,0,0,0,1,0,1,10,4,156,98,7,3,219,146,30,24,31,17
VA,VIRGINIA,5103420,RUSSELL CO PBLC SCHS,P. O. Box 8,Lebanon,24266,No,Yes,0,0,0,0,0,0,0,0,0,0,2,10,0,0,2,10,0,0,0,0
VA,VIRGINIA,5103460,SALEM CITY PBLC SCHS,510 South College Ave,Salem,24153,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5103480,SCOTT CO PBLC SCHS,340 E Jackson St,Gate City,24251,No,Yes,0,0,0,0,0,0,0,0,0,0,48,82,1,0,49,82,0,0,0,0
VA,VIRGINIA,5103510,SHENANDOAH CO PBLC SCHS,600 N Main St Suite #200,Woodstock,22664,No,Yes,21,28,3,0,1,1,0,1,12,6,202,188,5,3,244,227,7,12,43,23
VA,VIRGINIA,5103520,SMYTH CO PBLC SCHS,121 Bagley Cir Ste 300,Marion,24354,No,Yes,3,5,0,0,2,4,0,0,2,2,127,227,0,1,134,239,0,0,4,2
VA,VIRGINIA,5103600,SOUTHAMPTON CO PBLC SCHS,21308 Plank Road,Courtland,23837,No,Yes,2,1,0,0,0,3,1,1,10,18,23,37,1,0,37,60,0,0,0,0
VA,VIRGINIA,5103640,SPOTSYLVANIA CO PBLC SCHS,8020 River Stone Drive,Fredericksburg,22407,No,Yes,24,24,1,0,3,0,0,1,42,37,94,74,7,10,171,146,2,5,25,7
VA,VIRGINIA,5103660,STAFFORD CO PBLC SCHS,31 Stafford Avenue,Stafford,22554,Yes,Yes,18,37,1,0,4,7,0,0,38,35,73,101,16,10,150,190,4,3,22,12
VA,VIRGINIA,5103690,STAUNTON CITY PBLC SCHS,116 W. Beverley Street,Staunton,24401,No,Yes,2,2,0,1,2,1,0,0,4,6,40,43,6,8,54,61,1,1,4,1
VA,VIRGINIA,5103710,SUFFOLK CITY PBLC SCHS,PO Box 1549,Suffolk,23439,No,Yes,11,6,1,1,4,1,0,0,149,123,59,48,7,10,231,189,0,0,56,18
VA,VIRGINIA,5103750,SURRY CO PBLC SCHS,P. O. Box 317,Surry,23883,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5103780,SUSSEX CO PBLC SCHS,21302 Sussex Drive,Stony Creek,23882,No,Yes,1,0,1,0,0,0,0,0,49,39,15,14,0,0,66,53,0,0,18,9
VA,VIRGINIA,5103810,TAZEWELL CO PBLC SCHS,506 Jeffersonville Street,Tazewell,24651,No,Yes,0,0,0,0,3,3,0,0,0,0,39,49,1,1,43,53,0,0,0,0
VA,VIRGINIA,5103840,VA BEACH CITY PBLC SCHS,PO Box 6038,Virginia Beach,23456,Yes,Yes,105,120,0,4,71,87,3,2,183,212,677,669,95,124,1134,1218,15,10,158,104
VA,VIRGINIA,5103870,WARREN CO PBLC SCHS,210 North Commerce Avenue,Front Royal,22630,No,Yes,2,2,0,0,1,1,0,0,1,1,22,14,1,1,27,19,1,1,8,0
VA,VIRGINIA,5103900,WASHINGTON CO PBLC SCHS,812 Thompson Dr,Abingdon,24210,No,Yes,2,5,0,0,3,2,0,0,0,2,57,126,0,0,62,135,0,0,1,0
VA,VIRGINIA,5103930,WAYNESBORO CITY PBLC SCHS,301 Pine Ave,Waynesboro,22980,No,Yes,11,4,0,0,0,0,0,0,14,8,46,26,5,4,76,42,4,0,1,1
VA,VIRGINIA,5103950,WEST POINT PBLC SCHS,PO Box T,West Point,23181,No,Yes,0,1,0,0,0,0,0,0,0,3,7,17,1,4,8,25,0,0,0,0
VA,VIRGINIA,5103980,WESTMORELAND CO PBLC SCHS,141 Opal Lane,Montross,22520,No,Yes,3,1,0,0,0,0,0,0,16,13,23,18,1,4,43,36,0,1,6,2
VA,VIRGINIA,5104020,WILLIAMSBURG-JAMES CITY PBLC SCHS,PO Box 8783,Williamsburg,23187,No,Yes,7,16,1,1,2,4,0,0,14,22,79,112,6,9,109,164,2,0,42,24
VA,VIRGINIA,5104050,WINCHESTER CITY PBLC SCHS,12 N Washington St,Winchester,22601,No,Yes,0,1,0,0,1,1,0,0,0,0,6,5,0,0,7,7,0,1,0,0
VA,VIRGINIA,5104080,WISE CO PBLC SCHS,628 Lake St,Wise,24293,No,Yes,2,2,0,0,1,0,0,0,0,1,67,86,1,1,71,90,0,0,8,7
VA,VIRGINIA,5104110,WYTHE CO PBLC SCHS,1570 W Reservoir St,Wytheville,24382,No,Yes,0,1,0,0,0,0,0,0,0,1,9,45,0,2,9,49,0,0,0,0
VA,VIRGINIA,5104150,YORK CO PBLC SCHS,302 Dare Rd,Yorktown,23692,No,Yes,18,20,0,0,38,36,2,0,37,33,174,169,38,26,307,284,10,6,48,21
