LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCHOOL_NAME,NCESSCH,SCH_ABSENT_AM_M,SCH_ABSENT_AS_M,SCH_ABSENT_BL_M,SCH_ABSENT_HI_M,SCH_ABSENT_MU_M,SCH_ABSENT_PI_M,SCH_ABSENT_WH_M,SCH_ABSENT_AM_F,SCH_ABSENT_AS_F,SCH_ABSENT_BL_F,SCH_ABSENT_HI_F,SCH_ABSENT_MU_F,SCH_ABSENT_PI_F,SCH_ABSENT_WH_F,SCH_ABSENT_EUT,SCH_ABSENT_IDEA_M,SCH_ABSENT_IDEA_F,SCH_ABSENT_504_M,SCH_ABSENT_504_F,SCH_ABSENT_LEP_M,SCH_ABSENT_LEP_F,SCH_ABSENT_HMENRL_M,SCH_ABSENT_HMENRL_F
TX,TEXAS,4823640,HOUSTON ISD,8612,GROSS EL,482364008612,-8,-8,49,29,1,-8,-8,-8,1,40,22,-8,-8,1,143,16,3,3,-8,21,14,3,5
TX,TEXAS,4823640,HOUSTON ISD,8613,RODRIGUEZ EL,482364008613,-8,2,9,55,-8,-8,3,-8,2,6,52,1,-8,1,131,9,5,1,1,49,39,3,-8
TX,TEXAS,4823640,HOUSTON ISD,8614,TINSLEY EL,482364008614,-8,-8,13,106,-8,-8,-8,-8,-8,16,105,1,-8,-8,241,13,5,5,4,91,95,1,-8
TX,TEXAS,4823640,HOUSTON ISD,8815,CHAVEZ H S,482364008815,2,9,44,338,-8,-8,5,-8,4,27,191,-8,-8,4,624,48,18,9,9,161,69,10,4
TX,TEXAS,4823640,HOUSTON ISD,8816,WESTSIDE H S,482364008816,2,4,117,156,5,2,30,1,8,71,114,10,-8,25,545,46,12,18,18,57,35,9,4
TX,TEXAS,4823640,HOUSTON ISD,9271,WEST BRIAR MIDDLE,482364009271,1,4,104,90,6,-8,17,-8,5,87,61,11,-8,16,402,25,20,9,9,53,23,1,2
TX,TEXAS,4823640,HOUSTON ISD,9272,ROBINSON EL,482364009272,-8,-8,16,57,-8,-8,1,-8,-8,14,51,-8,-8,1,140,15,9,-8,1,40,34,9,7
TX,TEXAS,4823640,HOUSTON ISD,9273,CARNEGIE VANGUARD H S,482364009273,-8,2,4,5,-8,-8,2,-8,-8,3,8,2,-8,2,28,-8,1,2,1,1,-8,-8,4
TX,TEXAS,4823640,HOUSTON ISD,9274,PIN OAK MIDDLE,482364009274,-8,-8,1,4,-8,-8,1,-8,-8,-8,7,1,-8,3,17,1,2,-8,1,2,4,-8,-8
TX,TEXAS,4823640,HOUSTON ISD,9275,ORTIZ MIDDLE,482364009275,-8,2,26,103,1,-8,2,-8,3,31,84,1,-8,1,254,25,9,6,6,62,56,-8,1
TX,TEXAS,4823640,HOUSTON ISD,9278,SEGUIN EL,482364009278,-8,-8,13,26,-8,-8,1,-8,-8,4,22,-8,-8,1,67,8,-8,1,1,9,11,-8,-8
TX,TEXAS,4823640,HOUSTON ISD,9279,KETELSEN EL,482364009279,-8,-8,1,17,-8,-8,2,-8,-8,-8,16,-8,-8,-8,36,3,2,1,1,3,4,5,3
TX,TEXAS,4823640,HOUSTON ISD,9609,CHALLENGE EARLY COLLEGE H S,482364009609,-8,-8,1,4,-8,-8,1,-8,-8,2,5,-8,-8,-8,13,-8,-8,1,-8,-8,1,-8,-8
TX,TEXAS,4823640,HOUSTON ISD,10741,LIBERTY H S,482364010741,-8,1,6,126,-8,-8,3,-8,2,3,64,-8,-8,1,206,-8,1,-8,-8,127,59,21,11
TX,TEXAS,4823640,HOUSTON ISD,10744,SCHOOL AT ST GEORGE PLACE,482364010744,-8,1,14,16,1,-8,7,-8,4,6,14,1,-8,4,68,11,3,5,4,7,6,-8,2
TX,TEXAS,4823640,HOUSTON ISD,10746,KING EARLY CHILDHOOD CTR,482364010746,-8,-8,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,4,4,-8,-8,-8,1,-8,-8,-8
TX,TEXAS,4823640,HOUSTON ISD,10748,COOK JR EL,482364010748,-8,-8,90,45,2,-8,2,2,-8,87,41,1,-8,1,271,17,10,4,2,23,21,2,-8
TX,TEXAS,4823640,HOUSTON ISD,10749,MORENO EL,482364010749,-8,-8,2,25,-8,-8,1,-8,-8,3,25,-8,-8,-8,56,3,-8,-8,-8,15,16,-8,-8
TX,TEXAS,4823640,HOUSTON ISD,10750,NEFF EL,482364010750,-8,1,5,50,-8,-8,3,-8,2,6,43,-8,-8,1,111,7,7,4,2,39,37,1,1
TX,TEXAS,4823640,HOUSTON ISD,10751,HINES-CALDWELL,482364010751,-8,-8,14,48,-8,-8,-8,-8,-8,13,50,1,-8,-8,126,11,7,4,-8,34,35,-8,-8
TX,TEXAS,4823640,HOUSTON ISD,10752,RAY DAILY EL,482364010752,-8,-8,22,20,5,-8,3,-8,1,25,20,2,-8,6,104,5,4,1,1,16,16,-8,-8
TX,TEXAS,4823640,HOUSTON ISD,11262,EAST EARLY COLLEGE H S,482364011262,-8,-8,-8,8,-8,-8,-8,-8,-8,-8,8,-8,-8,-8,16,1,-8,2,2,-8,1,-8,-8
TX,TEXAS,4823640,HOUSTON ISD,11263,HOUSTON ACADEMY FOR INTERNATIONAL STUDIES,482364011263,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,3,-8,-8,-8,6,-8,-8,-8,-8,-8,-8,-8,-8
TX,TEXAS,4823640,HOUSTON ISD,11265,HARPER DAEP,482364011265,-8,-8,8,5,-8,-8,1,-8,-8,-8,2,-8,-8,-8,16,14,2,-8,-8,1,-8,-8,-8
TX,TEXAS,4823640,HOUSTON ISD,12085,REAGAN K-8 EDUCATIONAL CTR,482364012085,1,2,53,104,-8,-8,2,-8,1,43,68,-8,-8,2,276,28,8,5,3,72,51,1,1
TX,TEXAS,4823640,HOUSTON ISD,12088,DEANDA EL,482364012088,-8,2,4,29,1,-8,-8,-8,-8,1,13,-8,-8,-8,50,8,-8,-8,-8,16,6,-8,-8
TX,TEXAS,4823640,HOUSTON ISD,12203,MOUNT CARMEL ACADEMY,482364012203,-8,-8,-8,2,-8,-8,-8,-8,-8,1,7,-8,-8,-8,10,-8,1,-8,1,1,-8,-8,-8
TX,TEXAS,4823640,HOUSTON ISD,12211,HOUSTON MATH SCIENCE AND TECHNOLOGY CENTER,482364012211,1,3,44,227,-8,-8,2,-8,-8,15,141,1,-8,5,439,45,23,10,8,96,39,14,8
TX,TEXAS,4823640,HOUSTON ISD,12243,ENERGIZED FOR STEM ACADEMY H S,482364012243,-8,-8,-8,12,-8,-8,-8,-8,-8,-8,9,-8,-8,-8,21,-8,-8,-8,1,4,5,-8,-8
TX,TEXAS,4823640,HOUSTON ISD,12246,NORTH HOUSTON EARLY COLLEGE H S,482364012246,-8,-8,5,9,-8,-8,-8,-8,-8,6,10,-8,-8,-8,30,3,-8,1,-8,3,-8,1,1
TX,TEXAS,4823640,HOUSTON ISD,12383,ENERGIZED FOR STEM ACADEMY MIDDLE,482364012383,-8,-8,1,7,-8,-8,-8,-8,-8,1,3,-8,-8,-8,12,-8,1,-8,-8,1,3,-8,-8
TX,TEXAS,4823640,HOUSTON ISD,12602,H S AHEAD ACADEMY,482364012602,-8,-8,28,21,2,-8,-8,-8,-8,16,22,-8,-8,1,90,3,2,9,1,8,11,6,8
TX,TEXAS,4823640,HOUSTON ISD,12618,MICKEY LELAND COLLEGE PREP ACAD FOR YOUNG MEN,482364012618,-8,-8,33,21,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,55,4,-8,7,-8,3,-8,-8,-8
TX,TEXAS,4823640,HOUSTON ISD,12621,YOUNG WOMEN'S COLLEGE PREP ACADEMY,482364012621,-8,-8,-8,-8,-8,-8,-8,1,-8,45,37,1,-8,-8,84,-8,-8,-8,3,-8,4,-8,-8
TX,TEXAS,4823640,HOUSTON ISD,12655,SECONDARY DAEP,482364012655,-8,-8,9,5,-8,-8,2,-8,-8,4,2,-8,-8,-8,22,1,-8,2,1,1,1,1,1
TX,TEXAS,4823640,HOUSTON ISD,12656,EL DAEP,482364012656,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,2,-8,-8,-8,1,-8,-8,-8
TX,TEXAS,4823640,HOUSTON ISD,12659,MANDARIN IMMERSION MAGNET SCHOOL,482364012659,-8,-8,4,1,-8,-8,1,-8,3,2,3,1,-8,3,18,1,1,1,-8,-8,1,-8,-8
TX,TEXAS,4823640,HOUSTON ISD,12912,ELMORE EL,482364012912,-8,-8,109,85,2,-8,1,-8,1,86,53,-8,-8,3,340,36,9,5,3,47,38,8,8
TX,TEXAS,4823640,HOUSTON ISD,12945,FONWOOD EARLY CHILDHOOD CTR,482364012945,-8,-8,4,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,5,4,1,-8,-8,-8,-8,-8,1
TX,TEXAS,4823640,HOUSTON ISD,12966,HILLIARD EL,482364012966,-8,-8,83,36,-8,-8,5,-8,-8,117,33,2,-8,2,278,24,7,9,4,14,11,3,8
TX,TEXAS,4823640,HOUSTON ISD,12972,SHADYDALE EL,482364012972,-8,3,64,25,3,-8,1,-8,-8,70,41,-8,-8,1,208,11,3,6,2,8,20,2,-8
TX,TEXAS,4823640,HOUSTON ISD,12992,BAYLOR COLLEGE OF MEDICINE ACADEMY AT RYAN,482364012992,-8,-8,11,10,-8,-8,1,-8,-8,19,12,-8,-8,2,55,5,-8,2,3,3,2,1,-8
TX,TEXAS,4823640,HOUSTON ISD,13015,MARSHALL EL,482364013015,-8,-8,59,83,1,-8,2,1,-8,48,58,-8,-8,-8,252,17,5,3,-8,59,34,1,-8
TX,TEXAS,4823640,HOUSTON ISD,13022,NORTH FOREST H S,482364013022,1,-8,114,77,-8,-8,5,1,-8,78,57,1,-8,2,336,30,14,5,1,39,31,41,35
TX,TEXAS,4823640,HOUSTON ISD,13032,SOUTH EARLY COLLEGE H S,482364013032,-8,-8,8,13,-8,-8,-8,-8,-8,14,7,-8,-8,-8,42,2,-8,3,1,4,4,1,1
TX,TEXAS,4823640,HOUSTON ISD,13046,ENERGY INSTITUTE H S,482364013046,-8,1,8,23,-8,-8,4,-8,-8,4,7,-8,-8,2,49,3,1,6,1,-8,3,3,-8
TX,TEXAS,4823640,HOUSTON ISD,13060,FOREST BROOK MIDDLE,482364013060,-8,1,62,43,-8,-8,-8,-8,1,60,34,-8,-8,2,203,17,10,7,-8,20,16,6,5
TX,TEXAS,4823640,HOUSTON ISD,13067,MARK WHITE EL,482364013067,-8,4,21,29,-8,-8,6,-8,1,19,25,-8,-8,7,112,10,9,2,2,27,23,2,3
TX,TEXAS,4823640,HOUSTON ISD,13076,MIDDLE COLLEGE H S AT HCC GULFTON,482364013076,-8,-8,8,29,-8,-8,2,-8,-8,5,28,-8,-8,1,73,4,2,-8,1,11,6,-8,1
TX,TEXAS,4823640,HOUSTON ISD,13165,ARABIC IMMERSION MAGNET SCHOOL,482364013165,-8,3,8,12,4,-8,4,-8,1,8,11,2,-8,5,58,5,1,-8,-8,8,8,-8,-8
TX,TEXAS,4823640,HOUSTON ISD,13180,MIDDLE COLLEGE H S AT HCC FRAGA,482364013180,-8,-8,-8,6,-8,-8,-8,-8,-8,-8,8,-8,-8,-8,14,-8,-8,-8,-8,-8,2,2,1
TX,TEXAS,4823640,HOUSTON ISD,16978,RICE SCH /LA ESCUELA RICE,482364016978,-8,-8,16,15,-8,-8,-8,-8,-8,20,16,1,-8,2,70,2,-8,1,-8,4,7,-8,-8
TX,TEXAS,4823640,HOUSTON ISD,16982,HCC LIFE SKILLS PROGRAM,482364016982,-8,-8,-8,4,-8,-8,-8,-8,-8,1,3,1,-8,1,10,4,5,-8,-8,-8,-8,-8,-8
TX,TEXAS,4823640,HOUSTON ISD,17019,PROJECT CHRYSALIS MIDDLE,482364017019,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8
TX,TEXAS,4823640,HOUSTON ISD,21036,MILNE EL,482364021036,-8,2,54,41,-8,-8,1,-8,-8,30,46,2,-8,-8,176,15,6,2,-8,26,30,2,5
TX,TEXAS,4823670,HOWE ISD,2621,SUMMIT HILL EL,482367002621,-8,-8,1,7,-8,-8,7,-8,-8,-8,3,-8,-8,5,23,7,-8,-8,2,4,1,-8,-8
TX,TEXAS,4823670,HOWE ISD,2622,HOWE H S,482367002622,1,-8,2,12,1,-8,37,2,-8,1,9,6,-8,34,105,13,8,7,8,4,2,-8,-8
TX,TEXAS,4823670,HOWE ISD,2623,HOWE MIDDLE,482367002623,-8,-8,-8,10,3,-8,17,-8,-8,-8,1,2,-8,15,48,11,3,5,5,4,-8,-8,-8
TX,TEXAS,4823670,HOWE ISD,13900,HOWE INT,482367013900,-8,-8,1,7,-8,-8,10,-8,-8,1,4,1,-8,9,33,7,3,2,-8,5,1,-8,-8
TX,TEXAS,4823700,HUBBARD ISD,2624,HUBBARD ISD,482370002624,-8,-8,-8,-8,-8,-8,4,-8,-8,-8,-8,-8,-8,1,5,2,-8,-8,-8,-8,-8,-8,-8
TX,TEXAS,4823730,HUBBARD ISD,2625,HUBBARD EL,482373002625,-8,-8,2,3,-8,-8,5,-8,-8,1,2,-8,-8,4,17,3,1,2,2,-8,-8,-8,-8
TX,TEXAS,4823730,HUBBARD ISD,2626,HUBBARD H S,482373002626,-8,-8,2,2,3,-8,12,-8,-8,-8,1,-8,-8,7,27,2,5,2,-8,-8,-8,-8,-8
TX,TEXAS,4823760,HUCKABAY ISD,2629,HUCKABAY SCHOOL,482376002629,-8,-8,-8,1,-8,-8,7,1,-8,-8,1,-8,-8,4,14,1,-8,-8,1,-8,-8,-8,-8
TX,TEXAS,4823790,HUDSON ISD,2631,HUDSON H S,482379002631,-8,-8,8,13,1,-8,39,1,2,7,20,2,-8,37,130,13,8,13,4,1,4,6,4
TX,TEXAS,4823790,HUDSON ISD,2632,HUDSON MIDDLE,482379002632,-8,-8,5,15,-8,1,20,-8,-8,2,16,2,-8,23,84,8,4,7,6,2,2,2,1
TX,TEXAS,4823790,HUDSON ISD,6865,W H BONNER EL,482379006865,-8,1,3,7,4,-8,18,-8,-8,2,11,-8,-8,16,62,7,3,3,1,1,2,1,-8
TX,TEXAS,4823790,HUDSON ISD,7162,STUBBLEFIELD LRN CTR,482379007162,1,-8,1,2,1,-8,6,-8,-8,1,2,1,-8,10,25,3,1,3,3,-8,-8,-8,2
TX,TEXAS,4823790,HUDSON ISD,8687,W F PEAVY PRI,482379008687,-8,-8,8,11,2,-8,17,-8,-8,2,8,2,-8,7,57,8,2,-8,-8,2,1,-8,1
TX,TEXAS,4823820,HUFFMAN ISD,2633,HARGRAVE H S,482382002633,-8,-8,1,36,5,-8,97,-8,1,4,43,2,-8,101,290,28,21,23,10,9,8,32,53
TX,TEXAS,4823820,HUFFMAN ISD,2635,HUFFMAN MIDDLE,482382002635,1,-8,2,21,-8,-8,38,-8,-8,2,14,3,-8,33,114,14,8,7,6,8,2,15,15
TX,TEXAS,4823820,HUFFMAN ISD,11918,HUFFMAN EL,482382011918,-8,-8,4,11,4,-8,55,-8,-8,7,11,1,-8,40,133,18,4,9,8,-8,3,32,26
TX,TEXAS,4823820,HUFFMAN ISD,13573,FALCON RIDGE EL,482382013573,-8,-8,1,10,1,-8,13,-8,-8,-8,10,-8,1,14,50,8,5,2,2,2,1,12,11
TX,TEXAS,4823850,HUGHES SPRINGS ISD,2636,HUGHES SPRINGS EL,482385002636,-8,-8,5,5,1,-8,23,-8,1,4,5,1,-8,32,77,8,10,3,7,1,2,1,2
TX,TEXAS,4823850,HUGHES SPRINGS ISD,2637,HUGHES SPRINGS H S,482385002637,1,-8,5,7,1,-8,23,1,-8,2,3,1,-8,18,62,9,5,9,3,4,1,-8,2
TX,TEXAS,4823850,HUGHES SPRINGS ISD,2638,HUGHES SPRINGS J H,482385002638,-8,-8,1,1,1,-8,13,-8,-8,2,-8,1,-8,15,34,2,2,5,4,-8,-8,-8,-8
TX,TEXAS,4823880,HULL-DAISETTA ISD,2639,HULL-DAISETTA EL,482388002639,-8,-8,4,-8,2,-8,11,-8,-8,2,6,-8,-8,19,44,5,3,5,4,-8,-8,9,11
TX,TEXAS,4823880,HULL-DAISETTA ISD,2640,HULL-DAISETTA H S,482388002640,-8,-8,8,4,2,-8,25,-8,1,2,2,1,-8,29,74,5,2,7,6,-8,-8,4,3
TX,TEXAS,4823880,HULL-DAISETTA ISD,2641,HULL-DAISETTA J H,482388002641,-8,-8,1,-8,-8,-8,15,-8,-8,2,2,-8,-8,14,34,2,-8,4,4,-8,-8,3,3
TX,TEXAS,4823910,HUMBLE ISD,2642,BEAR BRANCH EL,482391002642,-8,-8,-8,7,-8,-8,9,-8,-8,2,7,2,-8,7,34,4,1,2,2,2,-8,1,2
TX,TEXAS,4823910,HUMBLE ISD,2643,ELM GROVE EL,482391002643,-8,1,6,13,4,-8,19,-8,-8,3,15,2,-8,14,77,13,7,4,1,-8,1,-8,-8
TX,TEXAS,4823910,HUMBLE ISD,2644,FOSTER EL,482391002644,-8,-8,3,9,2,1,9,1,-8,9,16,-8,-8,16,66,6,5,1,2,2,2,1,4
TX,TEXAS,4823910,HUMBLE ISD,2645,HUMBLE EL,482391002645,1,-8,28,47,2,2,10,-8,1,16,41,1,3,5,157,13,7,6,4,24,27,5,4
TX,TEXAS,4823910,HUMBLE ISD,2646,HUMBLE H S,482391002646,-8,2,162,336,9,6,33,1,5,160,260,9,6,30,-8,69,39,41,24,114,83,15,17
TX,TEXAS,4823910,HUMBLE ISD,2647,HUMBLE MIDDLE,482391002647,-8,-8,62,100,2,2,8,2,1,48,76,3,-8,3,307,38,20,17,10,54,38,11,6
TX,TEXAS,4823910,HUMBLE ISD,2648,KINGWOOD MIDDLE,482391002648,-8,1,10,21,2,-8,26,-8,1,5,14,2,-8,25,107,18,8,10,4,3,-8,1,1
TX,TEXAS,4823910,HUMBLE ISD,2649,LAKELAND EL,482391002649,-8,-8,54,25,-8,-8,3,-8,-8,43,31,2,2,7,167,12,7,5,4,14,12,8,5
TX,TEXAS,4823910,HUMBLE ISD,2650,NORTH BELT EL,482391002650,-8,1,20,46,3,-8,3,-8,-8,28,47,-8,3,1,152,19,6,4,3,15,24,2,-8
TX,TEXAS,4823910,HUMBLE ISD,2651,WOODLAND HILLS EL,482391002651,-8,1,4,12,1,-8,16,-8,1,2,5,2,-8,18,62,9,4,3,4,-8,3,1,3
TX,TEXAS,4823910,HUMBLE ISD,4620,SHADOW FOREST EL,482391004620,-8,2,2,5,-8,-8,6,-8,2,1,6,2,-8,11,37,-8,5,1,3,1,2,-8,-8
TX,TEXAS,4823910,HUMBLE ISD,5502,KINGWOOD H S,482391005502,2,4,12,43,8,1,98,-8,5,8,32,6,2,75,296,24,10,30,18,9,2,3,3
TX,TEXAS,4823910,HUMBLE ISD,5503,OAKS EL,482391005503,1,-8,19,24,2,-8,10,-8,1,13,16,1,-8,2,89,10,2,4,-8,3,1,2,1
TX,TEXAS,4823910,HUMBLE ISD,5746,CREEKWOOD MIDDLE,482391005746,-8,-8,2,10,2,-8,13,-8,1,1,9,1,-8,14,53,9,5,5,3,4,2,-8,1
TX,TEXAS,4823910,HUMBLE ISD,5747,GREENTREE EL,482391005747,-8,-8,-8,6,2,-8,11,-8,-8,3,6,-8,-8,10,38,4,-8,1,1,2,1,-8,-8
TX,TEXAS,4823910,HUMBLE ISD,5748,TIMBERS EL,482391005748,-8,-8,13,22,-8,-8,15,-8,-8,7,15,-8,-8,15,87,11,6,6,4,4,3,-8,-8
TX,TEXAS,4823910,HUMBLE ISD,5877,ATASCOCITA MIDDLE,482391005877,-8,4,18,40,1,-8,8,1,1,21,34,-8,1,8,137,19,13,8,4,14,5,3,-8
TX,TEXAS,4823910,HUMBLE ISD,6123,PINEFOREST EL,482391006123,-8,1,20,19,1,2,12,-8,-8,11,14,1,-8,16,97,15,6,5,3,1,4,6,4
TX,TEXAS,4823910,HUMBLE ISD,6124,DEERWOOD EL,482391006124,-8,-8,6,7,-8,1,7,-8,2,4,6,1,-8,4,38,7,1,2,2,1,1,-8,-8
TX,TEXAS,4823910,HUMBLE ISD,6567,WILLOW CREEK EL,482391006567,-8,-8,3,1,1,-8,5,-8,2,-8,2,-8,-8,3,17,3,-8,3,1,-8,1,-8,-8
TX,TEXAS,4823910,HUMBLE ISD,6866,HIDDEN HOLLOW EL,482391006866,-8,-8,-8,8,-8,-8,9,-8,-8,-8,1,-8,-8,10,28,8,2,1,2,3,2,-8,1
TX,TEXAS,4823910,HUMBLE ISD,7029,JACK M FIELDS SR EL,482391007029,-8,-8,26,25,5,1,4,-8,-8,23,20,-8,1,3,108,15,10,7,-8,12,8,5,2
TX,TEXAS,4823910,HUMBLE ISD,7950,TIMBERWOOD MIDDLE,482391007950,1,2,25,28,2,2,15,-8,-8,15,26,5,-8,15,136,13,6,5,7,3,3,1,-8
TX,TEXAS,4823910,HUMBLE ISD,8624,MAPLEBROOK EL,482391008624,-8,-8,13,13,1,-8,13,-8,-8,6,16,1,-8,11,74,10,3,6,2,1,1,1,1
TX,TEXAS,4823910,HUMBLE ISD,10753,ATASCOCITA H S,482391010753,-8,5,116,110,6,2,128,3,1,77,109,15,1,71,644,60,32,57,46,19,12,5,8
TX,TEXAS,4823910,HUMBLE ISD,10755,SUMMERWOOD EL,482391010755,-8,-8,10,17,1,-8,6,-8,-8,4,13,1,-8,3,55,11,2,3,1,1,1,-8,3
TX,TEXAS,4823910,HUMBLE ISD,10756,EAGLE SPRINGS EL,482391010756,-8,-8,3,5,1,-8,4,-8,-8,1,4,-8,-8,-8,18,1,-8,4,-8,-8,1,3,-8
TX,TEXAS,4823910,HUMBLE ISD,10757,PARK LAKES EL,482391010757,-8,-8,37,22,-8,3,1,-8,-8,20,24,-8,1,1,109,17,5,4,4,5,9,3,3
TX,TEXAS,4823910,HUMBLE ISD,10758,RIVER PINES EL,482391010758,1,-8,37,49,5,3,4,-8,1,19,54,7,2,7,189,21,8,6,6,23,17,2,6
TX,TEXAS,4823910,HUMBLE ISD,11266,KINGWOOD PARK H S,482391011266,1,7,18,61,7,1,109,1,1,13,45,4,-8,77,345,46,20,29,33,4,3,7,9
TX,TEXAS,4823910,HUMBLE ISD,11267,SUMMER CREEK H S,482391011267,-8,6,157,129,10,2,33,1,1,155,109,4,-8,24,631,55,19,31,22,26,13,7,9
TX,TEXAS,4823910,HUMBLE ISD,11268,WOODCREEK MIDDLE,482391011268,-8,2,39,45,3,-8,14,-8,1,43,35,3,-8,1,186,23,6,8,4,15,8,4,1
TX,TEXAS,4823910,HUMBLE ISD,11269,FALL CREEK EL,482391011269,-8,1,21,8,2,-8,2,-8,3,19,3,1,-8,1,61,4,4,2,5,2,2,-8,1
TX,TEXAS,4823910,HUMBLE ISD,11270,LAKESHORE EL,482391011270,-8,1,16,11,-8,-8,5,-8,1,16,7,3,-8,7,67,2,1,6,3,2,4,3,-8
TX,TEXAS,4823910,HUMBLE ISD,11531,ROSS STERLING MIDDLE,482391011531,-8,-8,51,40,1,1,4,-8,1,32,53,-8,5,9,197,23,11,8,5,18,24,5,12
TX,TEXAS,4823910,HUMBLE ISD,11544,JJAEP CAMPUS,482391011544,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,3,-8,1,-8,-8,-8,-8,-8,-8
TX,TEXAS,4823910,HUMBLE ISD,12368,ATASCOCITA SPRINGS EL,482391012368,1,1,13,10,1,2,13,-8,-8,9,13,2,1,8,74,12,6,4,4,5,2,1,1
TX,TEXAS,4823910,HUMBLE ISD,12774,HUMBLE COMMUNITY LEARNING CENTER,482391012774,-8,-8,25,10,1,-8,9,-8,-8,7,6,-8,-8,5,63,8,3,8,5,2,1,1,2
TX,TEXAS,4823910,HUMBLE ISD,12850,RIDGE CREEK EL,482391012850,-8,-8,54,36,3,-8,5,-8,-8,33,39,3,-8,3,176,18,12,6,8,7,9,3,5
TX,TEXAS,4823910,HUMBLE ISD,13167,HIGHPOINT EAST,482391013167,-8,-8,7,1,-8,-8,2,-8,-8,-8,1,-8,-8,-8,11,2,-8,3,-8,-8,-8,1,-8
TX,TEXAS,4823910,HUMBLE ISD,13303,WESTLAKE MIDDLE,482391013303,2,1,5,14,2,-8,10,3,1,22,16,1,-8,7,84,10,5,5,1,1,5,3,1
TX,TEXAS,4823910,HUMBLE ISD,13308,CENTENNIAL EL,482391013308,-8,1,14,10,2,-8,6,-8,1,5,10,1,-8,1,51,9,2,-8,1,3,4,1,-8
TX,TEXAS,4823910,HUMBLE ISD,13313,GROVES EL,482391013313,-8,-8,6,12,2,-8,10,-8,-8,4,12,1,-8,8,55,7,3,6,3,3,4,1,2
TX,TEXAS,4823910,HUMBLE ISD,17028,QUEST EARLY COLLEGE H S,482391017028,-8,1,9,31,1,-8,19,-8,1,29,37,-8,1,15,144,4,2,5,9,2,4,-8,2
TX,TEXAS,4823910,HUMBLE ISD,17030,OAK FOREST EL,482391017030,-8,-8,21,26,2,3,10,-8,3,16,31,2,-8,8,122,12,8,12,4,8,13,5,2
TX,TEXAS,4823910,HUMBLE ISD,21310,RIVERWOOD MIDDLE,482391021310,-8,-8,3,1,-8,-8,6,-8,-8,1,2,-8,-8,8,21,3,2,2,2,-8,-8,-8,-8
TX,TEXAS,4823910,HUMBLE ISD,21311,WHISPERING PINES EL,482391021311,-8,1,45,26,4,2,10,-8,-8,25,26,2,2,8,151,22,3,12,4,12,5,5,3
TX,TEXAS,4823970,HUNT ISD,2652,HUNT SCHOOL,482397002652,1,-8,-8,-8,-8,-8,4,-8,-8,-8,-8,-8,-8,1,6,1,-8,-8,-8,-8,-8,-8,-8
TX,TEXAS,4824000,HUNTINGTON ISD,1969,PRIDE ALTER SCH,482400001969,-8,-8,-8,1,-8,-8,10,-8,-8,1,1,-8,-8,9,22,4,-8,1,1,-8,-8,-8,-8
TX,TEXAS,4824000,HUNTINGTON ISD,2653,HUNTINGTON EL,482400002653,-8,-8,-8,-8,2,-8,27,-8,-8,-8,2,-8,-8,20,51,9,5,2,-8,-8,-8,-8,-8
TX,TEXAS,4824000,HUNTINGTON ISD,2654,HUNTINGTON H S,482400002654,-8,-8,-8,1,1,-8,33,1,-8,1,-8,1,-8,31,69,7,8,6,4,-8,-8,-8,-8
TX,TEXAS,4824000,HUNTINGTON ISD,2655,HUNTINGTON MIDDLE,482400002655,-8,-8,-8,-8,1,-8,21,1,-8,1,2,1,-8,20,47,7,2,2,5,-8,-8,-8,-8
TX,TEXAS,4824000,HUNTINGTON ISD,6715,HUNTINGTON INT,482400006715,-8,-8,-8,2,-8,-8,8,-8,-8,2,-8,-8,-8,5,17,2,1,2,-8,-8,-8,-8,-8
TX,TEXAS,4824030,HUNTSVILLE ISD,2656,SAMUEL HOUSTON EL,482403002656,-8,1,29,10,4,-8,18,1,-8,37,7,6,-8,12,125,14,4,4,3,6,1,5,3
TX,TEXAS,4824030,HUNTSVILLE ISD,2658,HUNTSVILLE H S,482403002658,1,1,110,146,8,-8,115,-8,1,100,105,7,-8,95,689,76,24,53,40,56,40,10,13
TX,TEXAS,4824030,HUNTSVILLE ISD,2659,HUNTSVILLE INT,482403002659,1,-8,39,53,5,-8,42,-8,-8,40,44,2,-8,38,264,28,16,19,20,21,21,7,5
TX,TEXAS,4824030,HUNTSVILLE ISD,2660,STEWART EL,482403002660,-8,-8,26,21,2,-8,30,-8,-8,29,19,4,-8,23,154,15,4,2,4,8,8,6,2
TX,TEXAS,4824030,HUNTSVILLE ISD,5504,MANCE PARK MIDDLE,482403005504,-8,1,40,44,9,-8,55,-8,2,49,60,5,-8,41,306,19,13,24,20,18,23,11,8
