LEA_STATE,LEA_STATE_NAME,NCESLEAID,LEA_NAME,SCHID,SCHOOL_NAME,NCESSCH,JJ,AM_M_7,AS_M_7,BL_M_7,HI_M_7,MU_M_7,PI_M_7,WH_M_7,AM_F_7,AS_F_7,BL_F_7,HI_F_7,MU_F_7,PI_F_7,WH_F_7,TOTAL_STUDENTS_REPORTED_M,TOTAL_STUDENTS_REPORTED_F,WDIS_M,WDIS_F,DISAB504_M,DISAB504_F,LEP_M,LEP_F,H_M,H_F
TX,TEXAS,4800022,RAUL YZAGUIRRE SCHOOL FOR SUCCESS,9256,RAUL YZAGUIRRE SCHOOL FOR SUCCESS,480002209256,No,-8,-8,-8,22,-8,-8,-8,-8,-8,-8,27,-8,-8,-8,22,27,2,1,-8,-8,13,15,-8,-8
TX,TEXAS,4800022,RAUL YZAGUIRRE SCHOOL FOR SUCCESS,12583,RAUL YZAGUIRRE SCHOOL FOR SUCCESS,480002212583,No,-8,-8,-8,8,-8,-8,-8,-8,-8,-8,12,-8,-8,-8,8,12,-8,-8,-8,-8,6,8,-8,2
TX,TEXAS,4800022,RAUL YZAGUIRRE SCHOOL FOR SUCCESS,12626,RAUL YZAGUIRRE SCHOOL FOR SUCCESS,480002212626,No,-8,-8,-8,10,-8,-8,-8,-8,-8,-8,7,-8,-8,1,10,8,4,-8,-8,-8,9,4,-8,-8
TX,TEXAS,4800024,WACO CHARTER SCHOOL,7392,WACO CHARTER SCHOOL,480002407392,No,-8,-8,2,3,-8,-8,-8,-8,-8,1,6,-8,-8,-8,5,7,2,1,-8,-8,1,1,-8,4
TX,TEXAS,4800025,DR M L GARZA-GONZALEZ CHARTER SCHOOL,7411,DR M L GARZA-GONZALEZ CHARTER SCHOOL,480002507411,No,-8,-8,-8,16,-8,-8,1,-8,1,-8,14,-8,-8,1,17,16,-8,2,-8,-8,-8,1,1,-8
TX,TEXAS,4800029,PEGASUS SCHOOL OF LIBERAL ARTS AND SCIENCES,7561,PEGASUS CHARTER H S,480002907561,No,-8,-8,22,16,4,-8,2,-8,-8,19,9,3,2,2,44,35,6,5,-8,-8,1,3,10,8
TX,TEXAS,4800030,UPLIFT EDUCATION,7562,UPLIFT EDUCATION-NORTH HILLS PREP MIDDLE,480003007562,No,-8,2,-8,2,1,-8,2,-8,1,-8,1,-8,-8,1,7,3,2,-8,-8,-8,2,-8,-8,-8
TX,TEXAS,4800030,UPLIFT EDUCATION,11186,UPLIFT PEAK PREPARATORY PRI,480003011186,No,-8,-8,3,13,-8,-8,1,-8,1,4,19,-8,-8,-8,17,24,2,3,-8,-8,5,8,2,-8
TX,TEXAS,4800030,UPLIFT EDUCATION,11187,UPLIFT PEAK PREPARATORY MIDDLE,480003011187,No,-8,-8,1,10,-8,-8,2,1,-8,1,7,-8,-8,1,13,10,-8,-8,-8,-8,2,-8,-8,-8
TX,TEXAS,4800030,UPLIFT EDUCATION,11476,UPLIFT EDUCATIION-NORTH HILLS PREP PRI,480003011476,No,-8,1,-8,1,-8,-8,-8,-8,4,-8,3,-8,-8,2,2,9,-8,-8,-8,-8,-8,1,-8,-8
TX,TEXAS,4800030,UPLIFT EDUCATION,12012,UPLIFT WILLIAMS PREPARATORY H S,480003012012,No,-8,-8,-8,22,-8,-8,-8,-8,-8,-8,38,-8,-8,-8,22,38,1,4,-8,-8,7,14,-8,-8
TX,TEXAS,4800030,UPLIFT EDUCATION,12026,UPLIFT WILLIAMS PREPARATORY PRI,480003012026,No,-8,-8,-8,21,-8,-8,-8,-8,-8,-8,7,-8,-8,-8,21,7,4,1,-8,-8,11,4,4,-8
TX,TEXAS,4800030,UPLIFT EDUCATION,12035,UPLIFT WILLIAMS PREPARATORY MIDDLE,480003012035,No,-8,-8,1,11,-8,-8,-8,-8,-8,1,16,-8,-8,-8,12,17,1,-8,-8,-8,3,5,-8,-8
TX,TEXAS,4800030,UPLIFT EDUCATION,12139,UPLIFT PEAK PREPARATORY H S,480003012139,No,-8,-8,-8,14,-8,-8,-8,-8,-8,1,23,-8,-8,1,14,25,2,3,-8,-8,1,5,-8,-8
TX,TEXAS,4800030,UPLIFT EDUCATION,12175,UPLIFT SUMMIT INTERNATIONAL H S,480003012175,No,-8,1,1,11,-8,-8,1,-8,1,6,5,1,-8,4,14,17,1,-8,-8,-8,5,3,-8,1
TX,TEXAS,4800030,UPLIFT EDUCATION,12185,UPLIFT HAMPTON PREPARATORY PRI,480003012185,No,-8,-8,10,3,1,-8,-8,-8,-8,11,6,-8,-8,-8,14,17,3,-8,-8,-8,2,1,-8,-8
TX,TEXAS,4800030,UPLIFT EDUCATION,12188,UPLIFT HAMPTON PREPARATORY MIDDLE,480003012188,No,-8,-8,5,9,-8,-8,-8,-8,-8,9,8,1,-8,-8,14,18,3,1,-8,-8,2,2,-8,-8
TX,TEXAS,4800030,UPLIFT EDUCATION,12200,UPLIFT HAMPTON PREPARATORY H S,480003012200,No,-8,-8,7,5,-8,-8,-8,-8,-8,8,11,-8,-8,1,12,20,3,4,-8,-8,1,1,-8,-8
TX,TEXAS,4800030,UPLIFT EDUCATION,12221,UPLIFT EDUCATION-NORTH HILLS PREP H S,480003012221,No,-8,2,-8,2,-8,-8,-8,-8,8,1,6,-8,-8,3,4,18,-8,-8,-8,-8,-8,1,-8,-8
TX,TEXAS,4800030,UPLIFT EDUCATION,12231,UPLIFT SUMMIT INTERNATIONAL PRI,480003012231,No,1,-8,2,6,-8,-8,1,-8,-8,1,6,2,-8,2,10,11,3,1,-8,-8,5,1,-8,-8
TX,TEXAS,4800030,UPLIFT EDUCATION,12239,UPLIFT SUMMIT INTERNATIONAL MIDDLE,480003012239,No,-8,-8,3,5,1,-8,2,-8,1,2,2,-8,-8,-8,11,5,3,-8,-8,-8,1,-8,-8,-8
TX,TEXAS,4800030,UPLIFT EDUCATION,12270,UPLIFT HEIGHTS PREPARATORY MIDDLE,480003012270,No,-8,-8,1,21,-8,-8,-8,-8,-8,3,12,-8,-8,-8,22,15,4,2,-8,-8,9,3,2,1
TX,TEXAS,4800030,UPLIFT EDUCATION,12457,UPLIFT LUNA PREPARATORY PRI,480003012457,No,-8,-8,9,5,-8,-8,-8,-8,-8,2,3,-8,-8,1,14,6,1,-8,-8,-8,1,1,1,-8
TX,TEXAS,4800030,UPLIFT EDUCATION,12645,UPLIFT MIGHTY SCHOOL,480003012645,No,-8,-8,11,13,-8,-8,-8,-8,-8,5,12,1,-8,-8,24,18,8,1,-8,-8,5,6,4,-8
TX,TEXAS,4800030,UPLIFT EDUCATION,12646,UPLIFT MERIDIAN SCHOOL,480003012646,No,-8,1,8,22,-8,-8,-8,2,-8,19,16,-8,-8,-8,31,37,9,4,-8,-8,9,5,-8,-8
TX,TEXAS,4800030,UPLIFT EDUCATION,12647,UPLIFT HEIGHTS PREPARATORY PRI,480003012647,No,-8,-8,11,22,-8,-8,1,1,-8,8,11,-8,-8,-8,34,20,3,2,-8,-8,7,7,4,-8
TX,TEXAS,4800030,UPLIFT EDUCATION,12686,UPLIFT EDUCATION - INFINITY PREPARATORY PRI,480003012686,No,-8,2,-8,13,1,-8,-8,-8,1,-8,3,-8,-8,-8,16,4,1,-8,-8,-8,7,2,-8,-8
TX,TEXAS,4800030,UPLIFT EDUCATION,12689,UPLIFT EDUCATION - INFINITY PREPARATORY MIDDLE SCH,480003012689,No,-8,-8,-8,6,-8,-8,2,-8,-8,1,2,-8,-8,1,8,4,1,-8,-8,-8,1,1,-8,-8
