LEA_STATE,LEA_STATE_NAME,NCESLEAID,LEA_NAME,SCHID,SCHOOL_NAME,NCESSCH,JJ,EDUCATIONAL_ENVIRONMENT,BL_RACE_7,MU_RACE_7,PI_RACE_7,HI_RACE_7,WH_RACE_7,AS_RACE_7,AM_RACE_7,TOTAL_STUDENTS_REPORTED
TX,TEXAS,4800010,HAYS CISD,11534,CARPENTER HILL EL,480001011534,No,RC39,0,1,0,3,2,0,0,6
TX,TEXAS,4800010,HAYS CISD,11534,CARPENTER HILL EL,480001011534,No,RC79TO40,2,1,0,2,6,0,0,11
TX,TEXAS,4800010,HAYS CISD,11534,CARPENTER HILL EL,480001011534,No,RC80,0,1,0,12,21,0,0,34
TX,TEXAS,4800010,HAYS CISD,12146,RALPH PFLUGER EL,480001012146,No,RC39,1,0,0,3,4,0,0,8
TX,TEXAS,4800010,HAYS CISD,12146,RALPH PFLUGER EL,480001012146,No,RC79TO40,1,0,0,6,4,0,0,11
TX,TEXAS,4800010,HAYS CISD,12146,RALPH PFLUGER EL,480001012146,No,RC80,2,1,0,23,6,0,0,32
TX,TEXAS,4800010,HAYS CISD,13113,DR T C MCCORMICK JR MIDDLE,480001013113,No,RC39,0,0,0,1,2,0,0,3
TX,TEXAS,4800010,HAYS CISD,13113,DR T C MCCORMICK JR MIDDLE,480001013113,No,RC79TO40,0,0,0,17,2,1,0,20
TX,TEXAS,4800010,HAYS CISD,13113,DR T C MCCORMICK JR MIDDLE,480001013113,No,RC80,1,2,0,46,7,0,1,57
TX,TEXAS,4800011,ALVARADO ISD,128,ALVARADO H S,480001100128,No,RC39,0,0,0,11,8,0,0,19
TX,TEXAS,4800011,ALVARADO ISD,128,ALVARADO H S,480001100128,No,RC79TO40,0,0,0,3,4,0,0,7
TX,TEXAS,4800011,ALVARADO ISD,128,ALVARADO H S,480001100128,No,RC80,0,1,0,8,32,0,1,42
TX,TEXAS,4800011,ALVARADO ISD,129,ALVARADO J H,480001100129,No,RC39,0,0,0,1,1,0,0,2
TX,TEXAS,4800011,ALVARADO ISD,129,ALVARADO J H,480001100129,No,RC79TO40,0,0,0,0,1,0,0,1
TX,TEXAS,4800011,ALVARADO ISD,129,ALVARADO J H,480001100129,No,RC80,3,1,0,8,17,0,0,29
TX,TEXAS,4800011,ALVARADO ISD,130,ALVARADO EL-SOUTH,480001100130,No,RC80,1,1,0,3,7,0,0,12
TX,TEXAS,4800011,ALVARADO ISD,3090,LILLIAN EL,480001103090,No,RC39,0,0,0,3,4,0,0,7
TX,TEXAS,4800011,ALVARADO ISD,3090,LILLIAN EL,480001103090,No,RC79TO40,0,0,0,0,2,0,0,2
TX,TEXAS,4800011,ALVARADO ISD,3090,LILLIAN EL,480001103090,No,RC80,0,0,0,4,10,0,0,14
TX,TEXAS,4800011,ALVARADO ISD,6201,ALVARADO EL-NORTH,480001106201,No,RC79TO40,0,0,0,0,1,0,0,1
TX,TEXAS,4800011,ALVARADO ISD,6201,ALVARADO EL-NORTH,480001106201,No,RC80,0,0,0,2,17,0,0,19
TX,TEXAS,4800011,ALVARADO ISD,7367,ALVARADO INT,480001107367,No,RC39,0,0,0,3,4,0,0,7
TX,TEXAS,4800011,ALVARADO ISD,7367,ALVARADO INT,480001107367,No,RC79TO40,0,0,0,1,0,0,0,1
TX,TEXAS,4800011,ALVARADO ISD,7367,ALVARADO INT,480001107367,No,RC80,1,0,0,15,42,0,1,59
TX,TEXAS,4800012,CHISUM ISD,1430,CHISUM EL,480001201430,No,RC39,0,1,0,2,3,0,0,6
TX,TEXAS,4800012,CHISUM ISD,1430,CHISUM EL,480001201430,No,RC80,1,1,0,0,26,0,0,28
TX,TEXAS,4800012,CHISUM ISD,1431,CHISUM H S,480001201431,No,RC39,0,0,0,0,7,0,0,7
TX,TEXAS,4800012,CHISUM ISD,1431,CHISUM H S,480001201431,No,RC79TO40,0,0,0,1,0,0,0,1
TX,TEXAS,4800012,CHISUM ISD,1431,CHISUM H S,480001201431,No,RC80,1,0,0,1,13,0,0,15
TX,TEXAS,4800012,CHISUM ISD,4908,CHISUM MIDDLE,480001204908,No,RC39,0,0,0,0,3,0,0,3
TX,TEXAS,4800012,CHISUM ISD,4908,CHISUM MIDDLE,480001204908,No,RC79TO40,1,0,0,0,0,0,0,1
TX,TEXAS,4800012,CHISUM ISD,4908,CHISUM MIDDLE,480001204908,No,RC80,2,0,0,4,15,0,0,21
TX,TEXAS,4800014,GEORGE GERVIN ACADEMY,7174,GEORGE GERVIN ACADEMY,480001407174,No,RC79TO40,2,1,0,1,0,0,0,4
TX,TEXAS,4800014,GEORGE GERVIN ACADEMY,7174,GEORGE GERVIN ACADEMY,480001407174,No,RC80,21,0,0,21,3,0,0,45
TX,TEXAS,4800014,GEORGE GERVIN ACADEMY,10415,RUTH JONES MCCLENDON MIDDLE,480001410415,No,RC80,10,0,0,10,0,0,0,20
TX,TEXAS,4800016,TEXANS CAN ACADEMIES,7239,DALLAS CAN ACADEMY CHARTER,480001607239,No,RC80,16,1,0,12,0,0,1,30
