School Year,Division Number,Division Name,School Number,School Name,FT Count,PT Count,Total Count
2022-2023,101,Alexandria City,100,George Mason Elementary,             320,               2,             322
2022-2023,101,Alexandria City,130,George Washington Middle,"           1,371",               4,"           1,375"
2022-2023,101,Alexandria City,220,James K. Polk Elementary,             803,               2,             805
2022-2023,101,Alexandria City,90,Jefferson-Houston PK-8 School,             636,               7,             643
2022-2023,101,Alexandria City,230,John Adams Elementary,             731,               1,             732
2022-2023,101,Alexandria City,80,Lyles-Crouch Elementary,             420,               7,             427
2022-2023,101,Alexandria City,30,Mount Vernon Elementary,             880,               3,             883
2022-2023,101,Alexandria City,60,Naomi L. Brooks Elementary,             335,               2,             337
2022-2023,101,Alexandria City,50,Patrick Henry K-8 School,             978,,             978
2022-2023,101,Alexandria City,333,Samuel W. Tucker Elementary,             759,               1,             760
2022-2023,101,Alexandria City,190,William Ramsay Elementary,             607,,             607
2022-2023,3,Alleghany Highlands,310,Alleghany High,             579,,             579
2022-2023,3,Alleghany Highlands,110,Callaghan Elementary,             268,,             268
2022-2023,3,Alleghany Highlands,1040,Clifton Middle,             413,,             413
2022-2023,3,Alleghany Highlands,350,Covington High,             339,               1,             340
2022-2023,3,Alleghany Highlands,360,Jeter-Watson Elementary,             638,               1,             639
2022-2023,3,Alleghany Highlands,1041,Mountain View Elementary,             446,,             446
2022-2023,3,Alleghany Highlands,90,Sharon Elementary,             195,,             195
2022-2023,4,Amelia County,220,Amelia County Elementary,             760,,             760
2022-2023,4,Amelia County,10,Amelia County High,             538,,             538
2022-2023,4,Amelia County,210,Amelia County Middle,             365,,             365
2022-2023,5,Amherst County,780,Amelon Elementary,             438,,             438
2022-2023,5,Amherst County,750,Amherst County High,"           1,260",,"           1,260"
2022-2023,5,Amherst County,790,Amherst Elementary,             260,,             260
2022-2023,5,Amherst County,670,Amherst Middle,             347,,             347
2022-2023,5,Amherst County,770,Central Elementary,             318,,             318
2022-2023,5,Amherst County,760,Elon Elementary,             341,,             341
2022-2023,5,Amherst County,500,Madison Heights Elementary,             418,,             418
2022-2023,5,Amherst County,20,Monelison Middle,             513,,             513
2022-2023,5,Amherst County,740,Temperance Elementary,              92,,              92
2022-2023,6,Appomattox County,260,Appomattox County High,             699,,             699
2022-2023,6,Appomattox County,110,Appomattox Elementary,             531,,             531
2022-2023,6,Appomattox County,160,Appomattox Middle,             539,,             539
2022-2023,6,Appomattox County,250,Appomattox Primary,             592,,             592
2022-2023,7,Arlington County,350,Abingdon Elementary,             715,,             715
2022-2023,7,Arlington County,160,Alice West Fleet Elementary,             615,,             615
2022-2023,7,Arlington County,618,Arlington Community High,             207,,             207
2022-2023,7,Arlington County,629,Arlington Science Focus School,             549,,             549
2022-2023,7,Arlington County,470,Arlington Traditional,             668,,             668
2022-2023,7,Arlington County,490,Ashlawn Elementary,             552,,             552
2022-2023,7,Arlington County,150,Barcroft Elementary,             477,,             477
2022-2023,7,Arlington County,250,Barrett Elementary,             540,,             540
2022-2023,7,Arlington County,615,Campbell Elementary,             417,,             417
2022-2023,7,Arlington County,380,Cardinal Elementary,             704,,             704
2022-2023,7,Arlington County,90,Carlin Springs Elementary,             555,,             555
2022-2023,7,Arlington County,622,Claremont Immersion,             631,,             631
2022-2023,7,Arlington County,626,Discovery Elementary,             523,,             523
2022-2023,7,Arlington County,628,Dorothy Hamm Middle,             899,,             899
2022-2023,7,Arlington County,200,Dr. Charles R. Drew Elementary,             469,,             469
2022-2023,7,Arlington County,111,Escuela Key Elementary,             618,,             618
2022-2023,7,Arlington County,100,Glebe Elementary,             530,,             530
2022-2023,7,Arlington County,611,Gunston Middle,"           1,112",,"           1,112"
2022-2023,7,Arlington County,614,Hoffman-Boston Elementary,             565,,             565
2022-2023,7,Arlington County,613,Innovation Elementary ,             470,,             470
2022-2023,7,Arlington County,37,Integration Station,              34,,              34
2022-2023,7,Arlington County,440,Jamestown Elementary,             482,,             482
2022-2023,7,Arlington County,180,Jefferson Middle,"           1,054",,"           1,054"
2022-2023,7,Arlington County,500,Kenmore Middle,             998,,             998
2022-2023,7,Arlington County,460,Long Branch Elementary,             399,,             399
2022-2023,7,Arlington County,627,Montessori Public School of Arlington,             499,,             499
2022-2023,7,Arlington County,410,Nottingham Elementary,             409,,             409
2022-2023,7,Arlington County,360,Oakridge Elementary,             674,,             674
2022-2023,7,Arlington County,510,Randolph Elementary,             407,,             407
2022-2023,7,Arlington County,240,Swanson Middle,             936,,             936
2022-2023,7,Arlington County,420,Taylor Elementary,             539,,             539
2022-2023,7,Arlington County,211,Tuckahoe Elementary,             442,,             442
2022-2023,7,Arlington County,450,Wakefield High,"           2,772",,"           2,772"
2022-2023,7,Arlington County,80,Washington-Liberty High,"           2,717",,"           2,717"
2022-2023,7,Arlington County,480,Williamsburg Middle,             827,,             827
2022-2023,7,Arlington County,330,Yorktown High,"           2,577",,"           2,577"
2022-2023,8,Augusta County,212,Beverley Manor Middle,             597,,             597
2022-2023,8,Augusta County,660,Buffalo Gap High,             435,,             435
2022-2023,8,Augusta County,30,Cassell Elementary,             661,,             661
2022-2023,8,Augusta County,140,Churchville Elementary,             433,,             433
2022-2023,8,Augusta County,370,Craigsville Elementary,             146,,             146
2022-2023,8,Augusta County,842,Edward G. Clymore Elementary,             775,,             775
2022-2023,8,Augusta County,670,Fort Defiance High,             727,,             727
2022-2023,8,Augusta County,843,Guy K. Stump Elementary,             451,,             451
2022-2023,8,Augusta County,40,North River Elementary,             239,,             239
2022-2023,8,Augusta County,740,Riverheads Elementary,             737,,             737
2022-2023,8,Augusta County,680,Riverheads High,             464,,             464
2022-2023,8,Augusta County,90,S. Gordon Stewart Middle,             502,,             502
2022-2023,8,Augusta County,440,Stuarts Draft Elementary,             586,,             586
2022-2023,8,Augusta County,730,Stuarts Draft High,             698,               1,             699
2022-2023,8,Augusta County,60,Stuarts Draft Middle,             488,,             488
2022-2023,8,Augusta County,640,Wilson Elementary,             647,,             647
2022-2023,8,Augusta County,720,Wilson Memorial High,             858,,             858
2022-2023,8,Augusta County,844,Wilson Middle,             632,,             632
2022-2023,9,Bath County,140,Bath County High,             184,,             184
2022-2023,9,Bath County,120,Millboro Elementary,             145,,             145
2022-2023,9,Bath County,150,Valley Elementary,             175,,             175
2022-2023,10,Bedford County,480,Bedford Elementary,             431,,             431
2022-2023,10,Bedford County,1200,Bedford Primary,             293,,             293
2022-2023,10,Bedford County,30,Big Island Elementary,             149,,             149
2022-2023,10,Bedford County,160,Boonsboro Elementary,             332,,             332
2022-2023,10,Bedford County,500,Forest Elementary,             351,,             351
2022-2023,10,Bedford County,1211,Forest Middle,             872,,             872
2022-2023,10,Bedford County,1214,Goodview Elementary,             495,,             495
2022-2023,10,Bedford County,980,Huddleston Elementary,             212,,             212
2022-2023,10,Bedford County,1212,Jefferson Forest High,"           1,310",,"           1,310"
2022-2023,10,Bedford County,1180,Liberty High,             726,,             726
2022-2023,10,Bedford County,490,Liberty Middle,             535,,             535
2022-2023,10,Bedford County,970,Moneta Elementary,             242,,             242
2022-2023,10,Bedford County,180,Montvale Elementary,             253,,             253
2022-2023,10,Bedford County,610,New London Academy Elementary,             333,,             333
2022-2023,10,Bedford County,1170,Otter River Elementary,             198,,             198
2022-2023,10,Bedford County,1190,Staunton River High,             890,,             890
2022-2023,10,Bedford County,1191,Staunton River Middle,             627,               1,             628
2022-2023,10,Bedford County,640,Stewartsville Elementary,             330,,             330
2022-2023,10,Bedford County,1213,Thomas Jefferson Elementary,             510,,             510
2022-2023,11,Bland County,250,Bland County Elementary ,             371,,             371
2022-2023,11,Bland County,260,Bland County High,             425,,             425
2022-2023,12,Botetourt County,220,Breckinridge Elementary,             195,,             195
2022-2023,12,Botetourt County,20,Buchanan Elementary,             312,,             312
2022-2023,12,Botetourt County,420,Central Academy Middle,             369,,             369
2022-2023,12,Botetourt County,390,Cloverdale Elementary,             249,,             249
2022-2023,12,Botetourt County,400,Colonial Elementary,             478,,             478
2022-2023,12,Botetourt County,30,Eagle Rock Elementary,             120,,             120
2022-2023,12,Botetourt County,460,Greenfield Elementary,             426,,             426
2022-2023,12,Botetourt County,430,James River High,             460,,             460
2022-2023,12,Botetourt County,440,Lord Botetourt High,             981,,             981
2022-2023,12,Botetourt County,450,Read Mountain Middle,             657,,             657
2022-2023,12,Botetourt County,40,Troutville Elementary,             247,,             247
2022-2023,102,Bristol City,60,Highland View Elementary,             175,,             175
2022-2023,102,Bristol City,100,Joseph Van Pelt Elementary,             417,,             417
2022-2023,102,Bristol City,70,Stonewall Jackson Elementary,             254,,             254
2022-2023,102,Bristol City,80,Virginia High,             637,,             637
2022-2023,102,Bristol City,10,Virginia Middle,             488,,             488
2022-2023,102,Bristol City,90,Washington-Lee Elementary,             224,,             224
2022-2023,13,Brunswick County,650,Brunswick High,             426,,             426
2022-2023,13,Brunswick County,660,James S. Russell Middle,             312,,             312
2022-2023,13,Brunswick County,690,Meherrin Powellton Elementary,             174,,             174
2022-2023,13,Brunswick County,700,Red Oak-Sturgeon Elementary,             202,,             202
2022-2023,13,Brunswick County,720,Totaro Elementary,             291,,             291
2022-2023,14,Buchanan County,90,Council Elementary/Middle,             185,,             185
2022-2023,14,Buchanan County,1000,Council High ,             119,,             119
2022-2023,14,Buchanan County,990,Grundy High,             355,,             355
2022-2023,14,Buchanan County,120,Hurley Elementary/Middle,             357,,             357
2022-2023,14,Buchanan County,1020,Hurley High,             216,,             216
2022-2023,14,Buchanan County,1040,Riverview Elementary/Middle,             750,,             750
2022-2023,14,Buchanan County,1041,Twin Valley Elementary/Middle,             286,,             286
2022-2023,14,Buchanan County,1042,Twin Valley High,             194,,             194
2022-2023,15,Buckingham County,724,Buckingham Co Elementary,             417,,             417
2022-2023,15,Buckingham County,20,Buckingham Co Prekindergarten Center,             100,,             100
2022-2023,15,Buckingham County,723,Buckingham Co Primary,             355,,             355
2022-2023,15,Buckingham County,700,Buckingham County High,             654,,             654
2022-2023,15,Buckingham County,721,Buckingham County Middle,             466,,             466
2022-2023,103,Buena Vista City,40,Enderly Heights Elementary,             192,,             192
2022-2023,103,Buena Vista City,70,F.W. Kling Jr. Elementary,             249,,             249
2022-2023,103,Buena Vista City,62,Parry McCluer High,             330,,             330
2022-2023,103,Buena Vista City,61,Parry McCluer Middle,             119,,             119
2022-2023,16,Campbell County,560,Altavista Elementary,             500,,             500
2022-2023,16,Campbell County,200,Altavista High,             669,,             669
2022-2023,16,Campbell County,650,Brookneal Elementary,             411,,             411
2022-2023,16,Campbell County,720,Brookville High,             971,,             971
2022-2023,16,Campbell County,20,Brookville Middle,             715,,             715
2022-2023,16,Campbell County,130,Concord Elementary,             432,,             432
2022-2023,16,Campbell County,690,Leesville Road Elementary,             625,,             625
2022-2023,16,Campbell County,821,Rustburg Elementary,             461,,             461
2022-2023,16,Campbell County,222,Rustburg High,             828,,             828
2022-2023,16,Campbell County,211,Rustburg Middle,             606,,             606
2022-2023,16,Campbell County,60,Tomahawk Elementary,             685,,             685
2022-2023,16,Campbell County,542,William Campbell High,             397,,             397
2022-2023,16,Campbell County,710,Yellow Branch Elementary,             573,,             573
2022-2023,17,Caroline County,620,Bowling Green Elementary,             757,,             757
2022-2023,17,Caroline County,460,Caroline High,"           1,251",,"           1,251"
2022-2023,17,Caroline County,450,Caroline Middle,             973,,             973
2022-2023,17,Caroline County,9020,Lewis and Clark Elementary,             890,,             890
2022-2023,17,Caroline County,630,Madison Elementary,             466,,             466
2022-2023,18,Carroll County,1230,Carroll County High,"           1,069",               2,"           1,071"
2022-2023,18,Carroll County,450,Carroll County Middle,             756,,             756
2022-2023,18,Carroll County,1180,Fancy Gap Elementary,             127,,             127
2022-2023,18,Carroll County,1150,Gladesboro Elementary,             106,,             106
2022-2023,18,Carroll County,1210,Gladeville Elementary,             267,,             267
2022-2023,18,Carroll County,1170,Hillsville Elementary,             472,,             472
2022-2023,18,Carroll County,1160,Laurel Elementary,             225,,             225
2022-2023,18,Carroll County,1130,Oakland Elementary,             180,,             180
2022-2023,18,Carroll County,1110,St. Paul,             303,,             303
2022-2023,19,Charles City County,80,Charles City County Elementary,             315,,             315
2022-2023,19,Charles City County,100,Charles City County High,             247,,             247
2022-2023,20,Charlotte County,470,Bacon District Elementary,             169,,             169
2022-2023,20,Charlotte County,210,Central Middle,             370,,             370
2022-2023,20,Charlotte County,100,Eureka Elementary,             425,,             425
2022-2023,20,Charlotte County,450,Phenix Elementary,             226,,             226
2022-2023,20,Charlotte County,460,Randolph-Henry High,             478,,             478
2022-2023,104,Charlottesville City,100,Buford Middle,             581,               2,             583
2022-2023,104,Charlottesville City,70,Burnley-Moran Elementary,             289,,             289
2022-2023,104,Charlottesville City,140,Charlottesville High,"           1,359",               3,"           1,362"
2022-2023,104,Charlottesville City,50,Clark Elementary,             353,,             353
2022-2023,104,Charlottesville City,90,Greenbrier Elementary,             315,,             315
2022-2023,104,Charlottesville City,120,Jackson-Via Elementary,             344,,             344
2022-2023,104,Charlottesville City,10,Johnson Elementary,             322,,             322
2022-2023,104,Charlottesville City,40,Venable Elementary,             306,,             306
2022-2023,104,Charlottesville City,110,Walker Upper Elementary,             616,               1,             617
2022-2023,136,Chesapeake City,630,B.M. Williams Primary,             897,,             897
2022-2023,136,Chesapeake City,860,Butts Road Intermediate,             617,,             617
2022-2023,136,Chesapeake City,770,Butts Road Primary,             545,,             545
2022-2023,136,Chesapeake City,90,Camelot Elementary,             498,,             498
2022-2023,136,Chesapeake City,900,Cedar Road Elementary,             925,,             925
2022-2023,136,Chesapeake City,700,Crestwood Intermediate,             708,,             708
2022-2023,136,Chesapeake City,560,Crestwood Middle,             554,,             554
2022-2023,136,Chesapeake City,660,Deep Creek Central Elementary,             898,,             898
2022-2023,136,Chesapeake City,210,Deep Creek Elementary,             764,,             764
2022-2023,136,Chesapeake City,100,Deep Creek High,"           1,601",,"           1,601"
2022-2023,136,Chesapeake City,610,Deep Creek Middle,             770,,             770
2022-2023,136,Chesapeake City,640,Edwin W. Chittum Elementary,             805,,             805
2022-2023,136,Chesapeake City,720,G.A. Treakle Elementary,             425,,             425
2022-2023,136,Chesapeake City,50,George W. Carver Intermediate,             552,,             552
2022-2023,136,Chesapeake City,820,Georgetown Primary,             780,,             780
2022-2023,136,Chesapeake City,950,Grassfield Elementary,"           1,352",,"           1,352"
2022-2023,136,Chesapeake City,960,Grassfield High,"           2,320",,"           2,320"
2022-2023,136,Chesapeake City,120,Great Bridge High,"           1,625",,"           1,625"
2022-2023,136,Chesapeake City,850,Great Bridge Intermediate,             698,,             698
2022-2023,136,Chesapeake City,590,Great Bridge Middle,"           1,225",,"           1,225"
2022-2023,136,Chesapeake City,680,Great Bridge Primary,             701,,             701
2022-2023,136,Chesapeake City,870,Greenbrier Intermediate,             608,,             608
2022-2023,136,Chesapeake City,972,Greenbrier Middle,             829,,             829
2022-2023,136,Chesapeake City,140,Greenbrier Primary,             676,,             676
2022-2023,136,Chesapeake City,340,Hickory Elementary,             585,,             585
2022-2023,136,Chesapeake City,890,Hickory High,"           1,583",,"           1,583"
2022-2023,136,Chesapeake City,280,Hickory Middle,"           1,336",,"           1,336"
2022-2023,136,Chesapeake City,920,Hugo A. Owens Middle,"           1,315",,"           1,315"
2022-2023,136,Chesapeake City,830,Indian River High,"           1,708",,"           1,708"
2022-2023,136,Chesapeake City,710,Indian River Middle,             737,,             737
2022-2023,136,Chesapeake City,973,Jolliff Middle,             702,,             702
2022-2023,136,Chesapeake City,160,Norfolk Highlands Primary,             284,,             284
2022-2023,136,Chesapeake City,80,Oscar F. Smith High,"           2,296",,"           2,296"
2022-2023,136,Chesapeake City,10,Oscar Smith Middle,             961,,             961
2022-2023,136,Chesapeake City,730,Portlock Primary,             541,,             541
2022-2023,136,Chesapeake City,200,Rena B. Wright Primary,             273,,             273
2022-2023,136,Chesapeake City,620,Southeastern Elementary,             837,,             837
2022-2023,136,Chesapeake City,600,Southwestern Elementary,             544,,             544
2022-2023,136,Chesapeake City,750,Sparrow Road Intermediate,             478,,             478
2022-2023,136,Chesapeake City,40,Thurgood Marshall Elementary,             436,,             436
2022-2023,136,Chesapeake City,971,Truitt Intermediate,             259,,             259
2022-2023,136,Chesapeake City,840,Western Branch High,"           2,122",,"           2,122"
2022-2023,136,Chesapeake City,810,Western Branch Intermediate,             749,,             749
2022-2023,136,Chesapeake City,740,Western Branch Middle,             889,,             889
2022-2023,136,Chesapeake City,110,Western Branch Primary,             813,,             813
2022-2023,21,Chesterfield County,620,A.M. Davis Elementary,             739,,             739
2022-2023,21,Chesterfield County,861,Alberta Smith Elementary,             626,,             626
2022-2023,21,Chesterfield County,631,Bailey Bridge Middle,"           1,459",               3,"           1,462"
2022-2023,21,Chesterfield County,660,Bellwood Elementary,             467,,             467
2022-2023,21,Chesterfield County,430,Bensley Elementary,             582,,             582
2022-2023,21,Chesterfield County,510,Bettie Weaver Elementary,             609,,             609
2022-2023,21,Chesterfield County,130,Beulah Elementary,             989,,             989
2022-2023,21,Chesterfield County,20,Bon Air Elementary,             578,,             578
2022-2023,21,Chesterfield County,50,C.C. Wells Elementary,             589,,             589
2022-2023,21,Chesterfield County,492,C.E. Curtis Elementary,             727,,             727
2022-2023,21,Chesterfield County,30,Carver College and Career Academy,             249,,             249
2022-2023,21,Chesterfield County,420,Carver Middle,"           1,022",               1,"           1,023"
2022-2023,21,Chesterfield County,33,Chester Early Childhood Learning Academy,             367,,             367
2022-2023,21,Chesterfield County,93,Chesterfield Virtual School,             857,,             857
2022-2023,21,Chesterfield County,150,Clover Hill Elementary,             842,,             842
2022-2023,21,Chesterfield County,740,Clover Hill High,"           1,775",,"           1,775"
2022-2023,21,Chesterfield County,840,Cosby High,"           2,385",               2,"           2,387"
2022-2023,21,Chesterfield County,560,Crestwood Elementary,             580,,             580
2022-2023,21,Chesterfield County,480,Ecoff Elementary,             730,,             730
2022-2023,21,Chesterfield County,870,Elizabeth Davis Middle,"           1,337",               3,"           1,340"
2022-2023,21,Chesterfield County,850,Elizabeth Scott Elementary,             781,,             781
2022-2023,21,Chesterfield County,390,Enon Elementary,             781,,             781
2022-2023,21,Chesterfield County,350,Ettrick Elementary,             500,,             500
2022-2023,21,Chesterfield County,300,Evergreen Elementary,             811,,             811
2022-2023,21,Chesterfield County,590,Falling Creek Elementary,             835,,             835
2022-2023,21,Chesterfield County,670,Falling Creek Middle,"           1,419",               2,"           1,421"
2022-2023,21,Chesterfield County,180,Grange Hall Elementary,             748,,             748
2022-2023,21,Chesterfield County,70,Greenfield Elementary,             462,,             462
2022-2023,21,Chesterfield County,460,Harrowgate Elementary,             445,,             445
2022-2023,21,Chesterfield County,60,Hopkins Road Elementary,             773,,             773
2022-2023,21,Chesterfield County,550,J.A. Chalkley Elementary,             842,,             842
2022-2023,21,Chesterfield County,650,J.B. Watkins Elementary,             814,,             814
2022-2023,21,Chesterfield County,500,J.G. Hening Elementary,             819,,             819
2022-2023,21,Chesterfield County,400,Jacobs Road Elementary,             717,,             717
2022-2023,21,Chesterfield County,770,James River High,"           1,926",               3,"           1,929"
2022-2023,21,Chesterfield County,10,Lloyd C. Bird High,"           2,031",               2,"           2,033"
2022-2023,21,Chesterfield County,632,Manchester High,"           2,188",               8,"           2,196"
2022-2023,21,Chesterfield County,600,Manchester Middle,"           1,103",,"           1,103"
2022-2023,21,Chesterfield County,780,Marguerite F. Christian Elementary,             592,,             592
2022-2023,21,Chesterfield County,370,Matoaca Elementary,             619,,             619
2022-2023,21,Chesterfield County,530,Matoaca High,"           1,630",               7,"           1,637"
2022-2023,21,Chesterfield County,110,Matoaca Middle,             865,,             865
2022-2023,21,Chesterfield County,580,Meadowbrook High,"           2,033",,"           2,033"
2022-2023,21,Chesterfield County,320,Midlothian High,"           2,041",               4,"           2,045"
2022-2023,21,Chesterfield County,40,Midlothian Middle,"           1,368",,"           1,368"
2022-2023,21,Chesterfield County,280,Monacan High,"           1,631",               1,"           1,632"
2022-2023,21,Chesterfield County,92,Moseley Elementary,             894,,             894
2022-2023,21,Chesterfield County,360,O.B. Gates Elementary,             563,,             563
2022-2023,21,Chesterfield County,90,Old Hundred Elementary,             997,,             997
2022-2023,21,Chesterfield County,380,Providence Elementary,             640,,             640
2022-2023,21,Chesterfield County,690,Providence Middle,"           1,068",               1,"           1,069"
2022-2023,21,Chesterfield County,700,Reams Road Elementary,             564,,             564
2022-2023,21,Chesterfield County,730,Robious Elementary,             662,,             662
2022-2023,21,Chesterfield County,760,Robious Middle,"           1,129",,"           1,129"
2022-2023,21,Chesterfield County,720,Salem Church Elementary,             483,,             483
2022-2023,21,Chesterfield County,722,Salem Church Middle,             910,               1,             911
2022-2023,21,Chesterfield County,800,Spring Run Elementary,             872,,             872
2022-2023,21,Chesterfield County,340,Swift Creek Elementary,             708,,             708
2022-2023,21,Chesterfield County,270,Swift Creek Middle,"           1,115",,"           1,115"
2022-2023,21,Chesterfield County,410,Thelma Crenshaw Elementary,             651,,             651
2022-2023,21,Chesterfield County,610,Thomas Dale High,"           2,556",               6,"           2,562"
2022-2023,21,Chesterfield County,880,Tomahawk Creek Middle,"           1,680",               2,"           1,682"
2022-2023,21,Chesterfield County,290,W.W. Gordon Elementary,             577,,             577
2022-2023,21,Chesterfield County,860,Winterpock Elementary,             760,,             760
2022-2023,21,Chesterfield County,440,Woolridge Elementary,             804,,             804
2022-2023,22,Clarke County,250,Boyce Elementary,             311,,             311
2022-2023,22,Clarke County,10,Clarke County High,             693,               1,             694
2022-2023,22,Clarke County,290,D.G. Cooley Elementary,             463,,             463
2022-2023,22,Clarke County,280,Johnson-Williams Middle,             425,               1,             426
2022-2023,202,Colonial Beach,22,Colonial Beach Elementary,             360,,             360
2022-2023,202,Colonial Beach,21,Colonial Beach High,             214,,             214
2022-2023,106,Colonial Heights City,40,Colonial Heights High,             876,,             876
2022-2023,106,Colonial Heights City,20,Colonial Heights Middle,             598,,             598
2022-2023,106,Colonial Heights City,50,Lakeview Elementary,             415,,             415
2022-2023,106,Colonial Heights City,30,North Elementary,             331,,             331
2022-2023,106,Colonial Heights City,60,Tussing Elementary,             623,,             623
2022-2023,23,Craig County,11,Craig County High,             265,,             265
2022-2023,23,Craig County,10,McCleary Elementary,             211,,             211
2022-2023,24,Culpeper County,240,A.G. Richardson Elementary,             545,,             545
2022-2023,24,Culpeper County,480,Culpeper County High,"           1,224",,"           1,224"
2022-2023,24,Culpeper County,20,Culpeper Middle,"           1,066",,"           1,066"
2022-2023,24,Culpeper County,50,Eastern View High,"           1,558",,"           1,558"
2022-2023,24,Culpeper County,450,Emerald Hill Elementary,             699,,             699
2022-2023,24,Culpeper County,470,Farmington Elementary,             486,,             486
2022-2023,24,Culpeper County,581,Floyd T. Binns Middle,             779,,             779
2022-2023,24,Culpeper County,582,Galbreath-Marshall Building,               3,,               3
2022-2023,24,Culpeper County,10,Pearl Sample Elementary,             632,,             632
2022-2023,24,Culpeper County,460,Sycamore Park Elementary,             695,,             695
2022-2023,24,Culpeper County,40,Yowell Elementary,             666,,             666
2022-2023,25,Cumberland County,140,Cumberland Elementary,             541,,             541
2022-2023,25,Cumberland County,151,Cumberland High,             390,,             390
2022-2023,25,Cumberland County,152,Cumberland Middle,             352,,             352
2022-2023,108,Danville City,490,Edwin A. Gibson Elementary,             518,,             518
2022-2023,108,Danville City,20,Forest Hills Elementary,             209,,             209
2022-2023,108,Danville City,190,G.L.H. Johnson Elementary,             545,,             545
2022-2023,108,Danville City,1374,Galileo Magnet High,             258,,             258
2022-2023,108,Danville City,210,George Washington High,"           1,309",,"           1,309"
2022-2023,108,Danville City,200,Grove Park Preschool,             120,,             120
2022-2023,108,Danville City,139,John M. Langston Focus,              37,,              37
2022-2023,108,Danville City,260,O. Trent Bonner Middle,             679,,             679
2022-2023,108,Danville City,250,Park Avenue Elementary,             366,,             366
2022-2023,108,Danville City,40,Schoolfield Elementary,             500,,             500
2022-2023,108,Danville City,30,The Northside Preschool,             141,,             141
2022-2023,108,Danville City,1372,Westwood Middle,             609,,             609
2022-2023,108,Danville City,220,Woodberry Hills Elementary,             394,,             394
2022-2023,26,Dickenson County,20,Clintwood Elementary,             425,,             425
2022-2023,26,Dickenson County,530,Ervinton Elementary,             113,,             113
2022-2023,26,Dickenson County,275,Ridgeview High,             592,,             592
2022-2023,26,Dickenson County,280,Ridgeview Middle,             440,,             440
2022-2023,26,Dickenson County,860,Sandlick Elementary,             376,,             376
2022-2023,27,Dinwiddie County,500,Dinwiddie County High,"           1,290",,"           1,290"
2022-2023,27,Dinwiddie County,471,Dinwiddie County Middle,             959,,             959
2022-2023,27,Dinwiddie County,310,Dinwiddie Elementary,             338,,             338
2022-2023,27,Dinwiddie County,250,Midway Elementary,             346,,             346
