School Year,Division Number,Division Name,School Number,School Name,FT Count,PT Count,Total Count
2021-2022,3,Alleghany County,310,Alleghany High,             582,,             582
2021-2022,3,Alleghany County,110,Callaghan Elementary,             257,,             257
2021-2022,3,Alleghany County,1040,Clifton Middle,             411,,             411
2021-2022,3,Alleghany County,1041,Mountain View Elementary,             470,,             470
2021-2022,3,Alleghany County,90,Sharon Elementary,             191,,             191
2021-2022,4,Amelia County,220,Amelia County Elementary,             741,,             741
2021-2022,4,Amelia County,10,Amelia County High,             493,,             493
2021-2022,4,Amelia County,210,Amelia County Middle,             401,,             401
2021-2022,5,Amherst County,780,Amelon Elementary,             434,,             434
2021-2022,5,Amherst County,750,Amherst County High,"           1,217",,"           1,217"
2021-2022,5,Amherst County,790,Amherst Elementary,             233,,             233
2021-2022,5,Amherst County,670,Amherst Middle,             378,,             378
2021-2022,5,Amherst County,770,Central Elementary,             332,,             332
2021-2022,5,Amherst County,760,Elon Elementary,             340,,             340
2021-2022,5,Amherst County,500,Madison Heights Elementary,             381,,             381
2021-2022,5,Amherst County,20,Monelison Middle,             560,,             560
2021-2022,5,Amherst County,740,Temperance Elementary,              95,,              95
2021-2022,6,Appomattox County,260,Appomattox County High,             696,,             696
2021-2022,6,Appomattox County,110,Appomattox Elementary,             501,,             501
2021-2022,6,Appomattox County,160,Appomattox Middle,             543,,             543
2021-2022,6,Appomattox County,250,Appomattox Primary,             598,,             598
2021-2022,7,Arlington County,350,Abingdon Elementary,             706,,             706
2021-2022,7,Arlington County,160,Alice West Fleet Elementary,             584,,             584
2021-2022,7,Arlington County,618,Arlington Community High,             177,,             177
2021-2022,7,Arlington County,629,Arlington Science Focus School,             456,,             456
2021-2022,7,Arlington County,470,Arlington Traditional,             668,,             668
2021-2022,7,Arlington County,490,Ashlawn Elementary,             540,,             540
2021-2022,7,Arlington County,150,Barcroft Elementary,             440,,             440
2021-2022,7,Arlington County,250,Barrett Elementary,             528,,             528
2021-2022,7,Arlington County,615,Campbell Elementary,             426,,             426
2021-2022,7,Arlington County,380,Cardinal Elementary,             658,,             658
2021-2022,7,Arlington County,90,Carlin Springs Elementary,             544,,             544
2021-2022,7,Arlington County,622,Claremont Immersion,             678,,             678
2021-2022,7,Arlington County,626,Discovery Elementary,             513,,             513
2021-2022,7,Arlington County,628,Dorothy Hamm Middle,             925,,             925
2021-2022,7,Arlington County,200,Dr. Charles R. Drew Elementary,             453,,             453
2021-2022,7,Arlington County,111,Escuela Key Elementary,             625,,             625
2021-2022,7,Arlington County,100,Glebe Elementary,             539,,             539
2021-2022,7,Arlington County,611,Gunston Middle,"           1,185",,"           1,185"
2021-2022,7,Arlington County,614,Hoffman-Boston Elementary,             566,,             566
2021-2022,7,Arlington County,613,Innovation Elementary ,             404,,             404
2021-2022,7,Arlington County,37,Integration Station,              31,,              31
2021-2022,7,Arlington County,440,Jamestown Elementary,             498,,             498
2021-2022,7,Arlington County,180,Jefferson Middle,             925,,             925
2021-2022,7,Arlington County,500,Kenmore Middle,"           1,028",,"           1,028"
2021-2022,7,Arlington County,460,Long Branch Elementary,             404,,             404
2021-2022,7,Arlington County,627,Montessori Public School of Arlington,             497,,             497
2021-2022,7,Arlington County,410,Nottingham Elementary,             406,,             406
2021-2022,7,Arlington County,360,Oakridge Elementary,             620,,             620
2021-2022,7,Arlington County,510,Randolph Elementary,             424,,             424
2021-2022,7,Arlington County,240,Swanson Middle,             962,,             962
2021-2022,7,Arlington County,420,Taylor Elementary,             513,,             513
2021-2022,7,Arlington County,211,Tuckahoe Elementary,             431,,             431
2021-2022,7,Arlington County,450,Wakefield High,"           2,766",               1,"           2,767"
2021-2022,7,Arlington County,80,Washington-Liberty High,"           2,550",               1,"           2,551"
2021-2022,7,Arlington County,480,Williamsburg Middle,             840,,             840
2021-2022,7,Arlington County,330,Yorktown High,"           2,532",               1,"           2,533"
2021-2022,8,Augusta County,212,Beverley Manor Middle,             616,,             616
2021-2022,8,Augusta County,660,Buffalo Gap High,             452,,             452
2021-2022,8,Augusta County,30,Cassell Elementary,             671,,             671
2021-2022,8,Augusta County,140,Churchville Elementary,             399,,             399
2021-2022,8,Augusta County,370,Craigsville Elementary,             134,,             134
2021-2022,8,Augusta County,842,Edward G. Clymore Elementary,             729,,             729
2021-2022,8,Augusta County,670,Fort Defiance High,             725,               1,             726
2021-2022,8,Augusta County,843,Guy K. Stump Elementary,             429,,             429
2021-2022,8,Augusta County,40,North River Elementary,             238,,             238
2021-2022,8,Augusta County,740,Riverheads Elementary,             699,,             699
2021-2022,8,Augusta County,680,Riverheads High,             477,,             477
2021-2022,8,Augusta County,90,S. Gordon Stewart Middle,             510,,             510
2021-2022,8,Augusta County,440,Stuarts Draft Elementary,             558,,             558
2021-2022,8,Augusta County,730,Stuarts Draft High,             711,,             711
2021-2022,8,Augusta County,60,Stuarts Draft Middle,             464,,             464
2021-2022,8,Augusta County,640,Wilson Elementary,             661,,             661
2021-2022,8,Augusta County,720,Wilson Memorial High,             822,               1,             823
2021-2022,8,Augusta County,844,Wilson Middle,             634,,             634
2021-2022,9,Bath County,140,Bath County High,             188,,             188
2021-2022,9,Bath County,120,Millboro Elementary,             141,,             141
2021-2022,9,Bath County,150,Valley Elementary,             173,,             173
2021-2022,10,Bedford County,480,Bedford Elementary,             423,,             423
2021-2022,10,Bedford County,1200,Bedford Primary,             275,,             275
2021-2022,10,Bedford County,30,Big Island Elementary,             146,,             146
2021-2022,10,Bedford County,160,Boonsboro Elementary,             340,,             340
2021-2022,10,Bedford County,500,Forest Elementary,             351,,             351
2021-2022,10,Bedford County,1211,Forest Middle,             881,,             881
2021-2022,10,Bedford County,1214,Goodview Elementary,             483,,             483
2021-2022,10,Bedford County,980,Huddleston Elementary,             217,,             217
2021-2022,10,Bedford County,1212,Jefferson Forest High,"           1,283",,"           1,283"
2021-2022,10,Bedford County,1180,Liberty High,             713,,             713
2021-2022,10,Bedford County,490,Liberty Middle,             541,               1,             542
2021-2022,10,Bedford County,970,Moneta Elementary,             216,,             216
2021-2022,10,Bedford County,180,Montvale Elementary,             245,,             245
2021-2022,10,Bedford County,610,New London Academy Elementary,             318,,             318
2021-2022,10,Bedford County,1170,Otter River Elementary,             190,,             190
2021-2022,10,Bedford County,1190,Staunton River High,             919,,             919
2021-2022,10,Bedford County,1191,Staunton River Middle,             597,,             597
2021-2022,10,Bedford County,640,Stewartsville Elementary,             340,,             340
2021-2022,10,Bedford County,1213,Thomas Jefferson Elementary,             530,,             530
2021-2022,11,Bland County,250,Bland County Elementary ,             347,,             347
2021-2022,11,Bland County,260,Bland County High,             372,,             372
2021-2022,12,Botetourt County,220,Breckinridge Elementary,             174,,             174
2021-2022,12,Botetourt County,20,Buchanan Elementary,             300,,             300
2021-2022,12,Botetourt County,420,Central Academy Middle,             357,,             357
2021-2022,12,Botetourt County,390,Cloverdale Elementary,             259,,             259
2021-2022,12,Botetourt County,400,Colonial Elementary,             440,,             440
2021-2022,12,Botetourt County,30,Eagle Rock Elementary,             128,,             128
2021-2022,12,Botetourt County,460,Greenfield Elementary,             432,,             432
2021-2022,12,Botetourt County,430,James River High,             476,,             476
2021-2022,12,Botetourt County,440,Lord Botetourt High,"           1,009",,"           1,009"
2021-2022,12,Botetourt County,450,Read Mountain Middle,             638,,             638
2021-2022,12,Botetourt County,40,Troutville Elementary,             259,,             259
2021-2022,102,Bristol City,60,Highland View Elementary,             181,,             181
2021-2022,102,Bristol City,100,Joseph Van Pelt Elementary,             421,,             421
2021-2022,102,Bristol City,70,Stonewall Jackson Elementary,             240,,             240
2021-2022,102,Bristol City,80,Virginia High,             639,,             639
2021-2022,102,Bristol City,10,Virginia Middle,             486,,             486
2021-2022,102,Bristol City,90,Washington-Lee Elementary,             233,,             233
2021-2022,13,Brunswick County,650,Brunswick High,             439,,             439
2021-2022,13,Brunswick County,660,James S. Russell Middle,             326,,             326
2021-2022,13,Brunswick County,690,Meherrin Powellton Elementary,             178,,             178
2021-2022,13,Brunswick County,700,Red Oak-Sturgeon Elementary,             181,,             181
2021-2022,13,Brunswick County,720,Totaro Elementary,             295,,             295
2021-2022,14,Buchanan County,90,Council Elementary/Middle,             177,,             177
2021-2022,14,Buchanan County,1000,Council High ,             125,,             125
2021-2022,14,Buchanan County,990,Grundy High,             355,,             355
2021-2022,14,Buchanan County,120,Hurley Elementary/Middle,             365,,             365
2021-2022,14,Buchanan County,1020,Hurley High,             203,,             203
2021-2022,14,Buchanan County,1040,Riverview Elementary/Middle,             726,,             726
2021-2022,14,Buchanan County,1041,Twin Valley Elementary/Middle,             278,,             278
2021-2022,14,Buchanan County,1042,Twin Valley High,             198,,             198
2021-2022,15,Buckingham County,724,Buckingham Co Elementary,             412,,             412
2021-2022,15,Buckingham County,20,Buckingham Co Prekindergarten Center,              88,,              88
2021-2022,15,Buckingham County,723,Buckingham Co Primary,             333,,             333
2021-2022,15,Buckingham County,700,Buckingham County High,             596,,             596
2021-2022,15,Buckingham County,721,Buckingham County Middle,             504,,             504
2021-2022,103,Buena Vista City,40,Enderly Heights Elementary,             185,,             185
2021-2022,103,Buena Vista City,70,F.W. Kling Jr. Elementary,             233,,             233
2021-2022,103,Buena Vista City,62,Parry McCluer High,             345,,             345
2021-2022,103,Buena Vista City,61,Parry McCluer Middle,             124,,             124
2021-2022,16,Campbell County,560,Altavista Elementary,             490,,             490
2021-2022,16,Campbell County,200,Altavista High,             702,,             702
2021-2022,16,Campbell County,650,Brookneal Elementary,             411,,             411
2021-2022,16,Campbell County,720,Brookville High,"           1,000",,"           1,000"
2021-2022,16,Campbell County,20,Brookville Middle,             734,,             734
2021-2022,16,Campbell County,130,Concord Elementary,             411,,             411
2021-2022,16,Campbell County,690,Leesville Road Elementary,             598,,             598
2021-2022,16,Campbell County,821,Rustburg Elementary,             438,,             438
2021-2022,16,Campbell County,222,Rustburg High,             805,,             805
2021-2022,16,Campbell County,211,Rustburg Middle,             605,,             605
2021-2022,16,Campbell County,60,Tomahawk Elementary,             692,,             692
2021-2022,16,Campbell County,542,William Campbell High,             407,,             407
2021-2022,16,Campbell County,710,Yellow Branch Elementary,             561,,             561
2021-2022,17,Caroline County,620,Bowling Green Elementary,             736,,             736
2021-2022,17,Caroline County,460,Caroline High,"           1,218",,"           1,218"
2021-2022,17,Caroline County,450,Caroline Middle,             972,,             972
2021-2022,17,Caroline County,9020,Lewis and Clark Elementary,             871,,             871
2021-2022,17,Caroline County,630,Madison Elementary,             441,,             441
2021-2022,18,Carroll County,1230,Carroll County High,"           1,050",               2,"           1,052"
2021-2022,18,Carroll County,450,Carroll County Middle,             766,,             766
2021-2022,18,Carroll County,1180,Fancy Gap Elementary,             143,,             143
2021-2022,18,Carroll County,1150,Gladesboro Elementary,             102,,             102
2021-2022,18,Carroll County,1210,Gladeville Elementary,             249,,             249
2021-2022,18,Carroll County,1170,Hillsville Elementary,             474,,             474
2021-2022,18,Carroll County,1160,Laurel Elementary,             218,,             218
2021-2022,18,Carroll County,1130,Oakland Elementary,             197,,             197
2021-2022,18,Carroll County,1110,St. Paul,             318,,             318
2021-2022,19,Charles City County,80,Charles City County Elementary,             292,,             292
2021-2022,19,Charles City County,100,Charles City County High,             236,,             236
2021-2022,20,Charlotte County,470,Bacon District Elementary,             160,,             160
2021-2022,20,Charlotte County,210,Central Middle,             379,,             379
2021-2022,20,Charlotte County,100,Eureka Elementary,             441,,             441
2021-2022,20,Charlotte County,450,Phenix Elementary,             214,,             214
2021-2022,20,Charlotte County,460,Randolph-Henry High,             508,,             508
2021-2022,104,Charlottesville City,100,Buford Middle,             599,,             599
2021-2022,104,Charlottesville City,70,Burnley-Moran Elementary,             322,,             322
2021-2022,104,Charlottesville City,140,Charlottesville High,"           1,231",               2,"           1,233"
2021-2022,104,Charlottesville City,50,Clark Elementary,             324,,             324
2021-2022,104,Charlottesville City,90,Greenbrier Elementary,             282,,             282
2021-2022,104,Charlottesville City,120,Jackson-Via Elementary,             325,,             325
2021-2022,104,Charlottesville City,10,Johnson Elementary,             299,,             299
2021-2022,104,Charlottesville City,40,Venable Elementary,             283,,             283
2021-2022,104,Charlottesville City,110,Walker Upper Elementary,             623,,             623
2021-2022,136,Chesapeake City,630,B.M. Williams Primary,             868,,             868
2021-2022,136,Chesapeake City,860,Butts Road Intermediate,             617,,             617
2021-2022,136,Chesapeake City,770,Butts Road Primary,             554,,             554
2021-2022,136,Chesapeake City,90,Camelot Elementary,             483,,             483
2021-2022,136,Chesapeake City,900,Cedar Road Elementary,             823,,             823
2021-2022,136,Chesapeake City,700,Crestwood Intermediate,             701,,             701
2021-2022,136,Chesapeake City,560,Crestwood Middle,             551,,             551
2021-2022,136,Chesapeake City,660,Deep Creek Central Elementary,             843,,             843
2021-2022,136,Chesapeake City,210,Deep Creek Elementary,             770,,             770
2021-2022,136,Chesapeake City,100,Deep Creek High,"           1,638",,"           1,638"
2021-2022,136,Chesapeake City,610,Deep Creek Middle,             802,,             802
2021-2022,136,Chesapeake City,640,Edwin W. Chittum Elementary,             759,,             759
2021-2022,136,Chesapeake City,720,G.A. Treakle Elementary,             443,,             443
2021-2022,136,Chesapeake City,50,George W. Carver Intermediate,             511,,             511
2021-2022,136,Chesapeake City,820,Georgetown Primary,             711,,             711
2021-2022,136,Chesapeake City,950,Grassfield Elementary,"           1,283",,"           1,283"
2021-2022,136,Chesapeake City,960,Grassfield High,"           2,294",,"           2,294"
2021-2022,136,Chesapeake City,120,Great Bridge High,"           1,640",,"           1,640"
2021-2022,136,Chesapeake City,850,Great Bridge Intermediate,             681,,             681
2021-2022,136,Chesapeake City,590,Great Bridge Middle,"           1,206",,"           1,206"
2021-2022,136,Chesapeake City,680,Great Bridge Primary,             664,,             664
2021-2022,136,Chesapeake City,870,Greenbrier Intermediate,             622,,             622
2021-2022,136,Chesapeake City,972,Greenbrier Middle,             846,,             846
2021-2022,136,Chesapeake City,140,Greenbrier Primary,             676,,             676
2021-2022,136,Chesapeake City,340,Hickory Elementary,             563,,             563
2021-2022,136,Chesapeake City,890,Hickory High,"           1,614",,"           1,614"
2021-2022,136,Chesapeake City,280,Hickory Middle,"           1,333",,"           1,333"
2021-2022,136,Chesapeake City,920,Hugo A. Owens Middle,"           1,319",,"           1,319"
2021-2022,136,Chesapeake City,830,Indian River High,"           1,695",,"           1,695"
2021-2022,136,Chesapeake City,710,Indian River Middle,             743,,             743
2021-2022,136,Chesapeake City,973,Jolliff Middle,             698,,             698
2021-2022,136,Chesapeake City,160,Norfolk Highlands Primary,             273,,             273
2021-2022,136,Chesapeake City,80,Oscar F. Smith High,"           2,268",,"           2,268"
2021-2022,136,Chesapeake City,10,Oscar Smith Middle,"           1,028",,"           1,028"
2021-2022,136,Chesapeake City,730,Portlock Primary,             583,,             583
2021-2022,136,Chesapeake City,200,Rena B. Wright Primary,             293,,             293
2021-2022,136,Chesapeake City,620,Southeastern Elementary,             828,,             828
2021-2022,136,Chesapeake City,600,Southwestern Elementary,             548,,             548
2021-2022,136,Chesapeake City,750,Sparrow Road Intermediate,             479,,             479
2021-2022,136,Chesapeake City,40,Thurgood Marshall Elementary,             430,,             430
2021-2022,136,Chesapeake City,971,Truitt Intermediate,             263,,             263
2021-2022,136,Chesapeake City,840,Western Branch High,"           2,134",,"           2,134"
2021-2022,136,Chesapeake City,810,Western Branch Intermediate,             741,,             741
2021-2022,136,Chesapeake City,740,Western Branch Middle,             910,,             910
2021-2022,136,Chesapeake City,110,Western Branch Primary,             749,,             749
2021-2022,21,Chesterfield County,620,A.M. Davis Elementary,             712,,             712
2021-2022,21,Chesterfield County,861,Alberta Smith Elementary,             627,,             627
2021-2022,21,Chesterfield County,631,Bailey Bridge Middle,"           1,567",               2,"           1,569"
2021-2022,21,Chesterfield County,660,Bellwood Elementary,             489,,             489
2021-2022,21,Chesterfield County,430,Bensley Elementary,             613,,             613
2021-2022,21,Chesterfield County,510,Bettie Weaver Elementary,             582,,             582
2021-2022,21,Chesterfield County,130,Beulah Elementary,             967,,             967
2021-2022,21,Chesterfield County,20,Bon Air Elementary,             591,,             591
2021-2022,21,Chesterfield County,50,C.C. Wells Elementary,             642,,             642
2021-2022,21,Chesterfield County,492,C.E. Curtis Elementary,             674,,             674
2021-2022,21,Chesterfield County,30,Carver College and Career Academy,             210,,             210
2021-2022,21,Chesterfield County,420,Carver Middle,"           1,075",               2,"           1,077"
2021-2022,21,Chesterfield County,33,Chester Early Childhood Learning Academy,             345,,             345
2021-2022,21,Chesterfield County,150,Clover Hill Elementary,             784,,             784
2021-2022,21,Chesterfield County,740,Clover Hill High,"           1,792",               4,"           1,796"
2021-2022,21,Chesterfield County,840,Cosby High,"           2,330",               1,"           2,331"
2021-2022,21,Chesterfield County,560,Crestwood Elementary,             588,,             588
2021-2022,21,Chesterfield County,480,Ecoff Elementary,             740,,             740
2021-2022,21,Chesterfield County,870,Elizabeth Davis Middle,"           1,275",               3,"           1,278"
2021-2022,21,Chesterfield County,850,Elizabeth Scott Elementary,             786,,             786
2021-2022,21,Chesterfield County,390,Enon Elementary,             751,,             751
2021-2022,21,Chesterfield County,350,Ettrick Elementary,             490,,             490
2021-2022,21,Chesterfield County,300,Evergreen Elementary,             864,,             864
2021-2022,21,Chesterfield County,590,Falling Creek Elementary,             793,,             793
2021-2022,21,Chesterfield County,670,Falling Creek Middle,"           1,469",,"           1,469"
2021-2022,21,Chesterfield County,180,Grange Hall Elementary,             886,,             886
2021-2022,21,Chesterfield County,70,Greenfield Elementary,             492,,             492
2021-2022,21,Chesterfield County,460,Harrowgate Elementary,             457,,             457
2021-2022,21,Chesterfield County,60,Hopkins Road Elementary,             743,,             743
2021-2022,21,Chesterfield County,550,J.A. Chalkley Elementary,             814,,             814
2021-2022,21,Chesterfield County,650,J.B. Watkins Elementary,             791,,             791
2021-2022,21,Chesterfield County,500,J.G. Hening Elementary,             817,,             817
2021-2022,21,Chesterfield County,400,Jacobs Road Elementary,             695,,             695
2021-2022,21,Chesterfield County,770,James River High,"           1,915",               5,"           1,920"
2021-2022,21,Chesterfield County,10,Lloyd C. Bird High,"           1,820",,"           1,820"
2021-2022,21,Chesterfield County,632,Manchester High,"           2,206",               8,"           2,214"
2021-2022,21,Chesterfield County,600,Manchester Middle,"           1,126",,"           1,126"
2021-2022,21,Chesterfield County,780,Marguerite F. Christian Elementary,             652,,             652
2021-2022,21,Chesterfield County,370,Matoaca Elementary,             575,,             575
2021-2022,21,Chesterfield County,530,Matoaca High,"           1,650",               2,"           1,652"
2021-2022,21,Chesterfield County,110,Matoaca Middle,             918,               1,             919
2021-2022,21,Chesterfield County,580,Meadowbrook High,"           2,091",               1,"           2,092"
2021-2022,21,Chesterfield County,320,Midlothian High,"           1,990",               4,"           1,994"
2021-2022,21,Chesterfield County,40,Midlothian Middle,"           1,353",,"           1,353"
2021-2022,21,Chesterfield County,280,Monacan High,"           1,608",               4,"           1,612"
2021-2022,21,Chesterfield County,360,O.B. Gates Elementary,             555,,             555
2021-2022,21,Chesterfield County,90,Old Hundred Elementary,             906,,             906
2021-2022,21,Chesterfield County,380,Providence Elementary,             626,,             626
2021-2022,21,Chesterfield County,690,Providence Middle,"           1,048",,"           1,048"
2021-2022,21,Chesterfield County,700,Reams Road Elementary,             560,,             560
2021-2022,21,Chesterfield County,730,Robious Elementary,             663,,             663
2021-2022,21,Chesterfield County,760,Robious Middle,"           1,151",               2,"           1,153"
2021-2022,21,Chesterfield County,720,Salem Church Elementary,             518,,             518
2021-2022,21,Chesterfield County,722,Salem Church Middle,             891,,             891
2021-2022,21,Chesterfield County,800,Spring Run Elementary,             876,,             876
2021-2022,21,Chesterfield County,340,Swift Creek Elementary,             620,               1,             621
2021-2022,21,Chesterfield County,270,Swift Creek Middle,"           1,108",,"           1,108"
2021-2022,21,Chesterfield County,410,Thelma Crenshaw Elementary,             673,,             673
2021-2022,21,Chesterfield County,610,Thomas Dale High,"           2,561",              12,"           2,573"
2021-2022,21,Chesterfield County,880,Tomahawk Creek Middle,"           1,628",,"           1,628"
2021-2022,21,Chesterfield County,290,W.W. Gordon Elementary,             581,,             581
2021-2022,21,Chesterfield County,860,Winterpock Elementary,"           1,307",               2,"           1,309"
2021-2022,21,Chesterfield County,440,Woolridge Elementary,             818,               1,             819
2021-2022,22,Clarke County,250,Boyce Elementary,             307,,             307
2021-2022,22,Clarke County,10,Clarke County High,             680,,             680
2021-2022,22,Clarke County,290,D.G. Cooley Elementary,             431,,             431
2021-2022,22,Clarke County,280,Johnson-Williams Middle,             415,               2,             417
2021-2022,202,Colonial Beach,22,Colonial Beach Elementary,             390,,             390
2021-2022,202,Colonial Beach,21,Colonial Beach High,             235,,             235
2021-2022,106,Colonial Heights City,40,Colonial Heights High,             834,,             834
2021-2022,106,Colonial Heights City,20,Colonial Heights Middle,             654,,             654
2021-2022,106,Colonial Heights City,50,Lakeview Elementary,             391,,             391
2021-2022,106,Colonial Heights City,30,North Elementary,             319,,             319
2021-2022,106,Colonial Heights City,60,Tussing Elementary,             588,,             588
2021-2022,107,Covington City,350,Covington High,             347,               2,             349
2021-2022,107,Covington City,260,Edgemont Primary,             315,,             315
2021-2022,107,Covington City,360,Jeter-Watson Intermediate,             301,               1,             302
2021-2022,23,Craig County,11,Craig County High,             300,,             300
2021-2022,23,Craig County,10,McCleary Elementary,             213,,             213
2021-2022,24,Culpeper County,240,A.G. Richardson Elementary,             542,,             542
2021-2022,24,Culpeper County,480,Culpeper County High,"           1,202",,"           1,202"
2021-2022,24,Culpeper County,20,Culpeper Middle,"           1,100",,"           1,100"
2021-2022,24,Culpeper County,50,Eastern View High,"           1,559",,"           1,559"
2021-2022,24,Culpeper County,450,Emerald Hill Elementary,             687,,             687
2021-2022,24,Culpeper County,470,Farmington Elementary,             491,,             491
2021-2022,24,Culpeper County,581,Floyd T. Binns Middle,             836,,             836
2021-2022,24,Culpeper County,582,Galbreath-Marshall Building,               3,,               3
2021-2022,24,Culpeper County,10,Pearl Sample Elementary,             599,,             599
2021-2022,24,Culpeper County,460,Sycamore Park Elementary,             696,,             696
2021-2022,24,Culpeper County,40,Yowell Elementary,             651,,             651
2021-2022,25,Cumberland County,140,Cumberland Elementary,             492,,             492
2021-2022,25,Cumberland County,151,Cumberland High,             371,,             371
2021-2022,25,Cumberland County,152,Cumberland Middle,             345,,             345
2021-2022,108,Danville City,490,Edwin A. Gibson Elementary,             534,,             534
2021-2022,108,Danville City,20,Forest Hills Elementary,             225,,             225
2021-2022,108,Danville City,190,G.L.H. Johnson Elementary,             516,,             516
2021-2022,108,Danville City,1374,Galileo Magnet High,             251,,             251
2021-2022,108,Danville City,210,George Washington High,"           1,375",,"           1,375"
2021-2022,108,Danville City,200,Grove Park Preschool,             119,,             119
2021-2022,108,Danville City,260,O. Trent Bonner Middle,             726,,             726
2021-2022,108,Danville City,250,Park Avenue Elementary,             394,,             394
2021-2022,108,Danville City,40,Schoolfield Elementary,             504,,             504
2021-2022,108,Danville City,30,The Northside Preschool,             134,,             134
2021-2022,108,Danville City,1372,Westwood Middle,             561,,             561
2021-2022,108,Danville City,220,Woodberry Hills Elementary,             397,,             397
2021-2022,26,Dickenson County,20,Clintwood Elementary,             423,,             423
2021-2022,26,Dickenson County,530,Ervinton Elementary,             143,,             143
2021-2022,26,Dickenson County,275,Ridgeview High,             602,,             602
2021-2022,26,Dickenson County,280,Ridgeview Middle,             423,,             423
2021-2022,26,Dickenson County,860,Sandlick Elementary,             374,,             374
2021-2022,27,Dinwiddie County,500,Dinwiddie County High,"           1,297",,"           1,297"
2021-2022,27,Dinwiddie County,471,Dinwiddie County Middle,             935,,             935
2021-2022,27,Dinwiddie County,310,Dinwiddie Elementary,             342,,             342
2021-2022,27,Dinwiddie County,250,Midway Elementary,             358,,             358
2021-2022,27,Dinwiddie County,10,Southside Elementary,             455,,             455
2021-2022,27,Dinwiddie County,180,Sunnyside Elementary,             263,,             263
