School Year,Division Number,Division Name,School Number,School Name,"Total Dropouts
                            Grades 7 - 12"
2021-2022,12,Botetourt County ,440,Lord Botetourt High,              12
2021-2022,12,Botetourt County ,450,Read Mountain Middle,               1
2021-2022,102,Bristol City ,80,Virginia High,              29
2021-2022,102,Bristol City ,10,Virginia Middle,               1
2021-2022,13,Brunswick County ,650,Brunswick High,              10
2021-2022,14,Buchanan County ,1000,Council High ,               1
2021-2022,14,Buchanan County ,990,Grundy High,               7
2021-2022,14,Buchanan County ,1020,Hurley High,               5
2021-2022,14,Buchanan County ,1042,Twin Valley High,               2
2021-2022,15,Buckingham County ,700,Buckingham County High,              16
2021-2022,15,Buckingham County ,721,Buckingham County Middle,               4
2021-2022,103,Buena Vista City ,62,Parry McCluer High,               7
2021-2022,16,Campbell County ,200,Altavista High,              16
2021-2022,16,Campbell County ,720,Brookville High,              11
2021-2022,16,Campbell County ,20,Brookville Middle,               1
2021-2022,16,Campbell County ,222,Rustburg High,               1
2021-2022,16,Campbell County ,211,Rustburg Middle,               1
2021-2022,16,Campbell County ,542,William Campbell High,               5
2021-2022,17,Caroline County ,460,Caroline High,              16
2021-2022,17,Caroline County ,450,Caroline Middle,               4
2021-2022,18,Carroll County ,1230,Carroll County High,              17
2021-2022,19,Charles City County ,100,Charles City County High,               8
2021-2022,20,Charlotte County ,210,Central Middle,               1
2021-2022,20,Charlotte County ,460,Randolph-Henry High,              24
2021-2022,104,Charlottesville City ,100,Buford Middle,               7
2021-2022,104,Charlottesville City ,140,Charlottesville High,              23
2021-2022,136,Chesapeake City ,560,Crestwood Middle,               2
2021-2022,136,Chesapeake City ,100,Deep Creek High,              13
2021-2022,136,Chesapeake City ,610,Deep Creek Middle,               2
2021-2022,136,Chesapeake City ,960,Grassfield High,              16
2021-2022,136,Chesapeake City ,120,Great Bridge High,               9
2021-2022,136,Chesapeake City ,590,Great Bridge Middle,               1
2021-2022,136,Chesapeake City ,890,Hickory High,               2
2021-2022,136,Chesapeake City ,920,Hugo A. Owens Middle,               1
2021-2022,136,Chesapeake City ,830,Indian River High,              24
2021-2022,136,Chesapeake City ,710,Indian River Middle,               3
2021-2022,136,Chesapeake City ,973,Jolliff Middle,               2
2021-2022,136,Chesapeake City ,80,Oscar F. Smith High,              19
2021-2022,136,Chesapeake City ,10,Oscar Smith Middle,               4
2021-2022,136,Chesapeake City ,840,Western Branch High,               9
2021-2022,136,Chesapeake City ,740,Western Branch Middle,               1
2021-2022,21,Chesterfield County ,631,Bailey Bridge Middle,               6
2021-2022,21,Chesterfield County ,30,Carver College and Career Academy,              62
2021-2022,21,Chesterfield County ,420,Carver Middle,               9
2021-2022,21,Chesterfield County ,740,Clover Hill High,              34
2021-2022,21,Chesterfield County ,840,Cosby High,              12
2021-2022,21,Chesterfield County ,870,Elizabeth Davis Middle,               4
2021-2022,21,Chesterfield County ,670,Falling Creek Middle,              25
2021-2022,21,Chesterfield County ,770,James River High,              36
2021-2022,21,Chesterfield County ,10,Lloyd C. Bird High,              47
2021-2022,21,Chesterfield County ,632,Manchester High,              51
2021-2022,21,Chesterfield County ,600,Manchester Middle,               7
2021-2022,21,Chesterfield County ,530,Matoaca High,              25
2021-2022,21,Chesterfield County ,110,Matoaca Middle,              12
2021-2022,21,Chesterfield County ,580,Meadowbrook High,             113
2021-2022,21,Chesterfield County ,320,Midlothian High,               9
2021-2022,21,Chesterfield County ,40,Midlothian Middle,               1
2021-2022,21,Chesterfield County ,280,Monacan High,              24
2021-2022,21,Chesterfield County ,690,Providence Middle,               9
2021-2022,21,Chesterfield County ,760,Robious Middle,               2
2021-2022,21,Chesterfield County ,722,Salem Church Middle,               4
2021-2022,21,Chesterfield County ,610,Thomas Dale High,              46
2021-2022,21,Chesterfield County ,880,Tomahawk Creek Middle,               7
2021-2022,22,Clarke County ,10,Clarke County High,               3
2021-2022,202,Colonial Beach ,21,Colonial Beach High,               3
2021-2022,106,Colonial Heights City ,40,Colonial Heights High,              16
2021-2022,106,Colonial Heights City ,20,Colonial Heights Middle,               1
2021-2022,23,Craig County ,11,Craig County High,              10
2021-2022,24,Culpeper County ,480,Culpeper County High,              23
2021-2022,24,Culpeper County ,20,Culpeper Middle,               5
2021-2022,24,Culpeper County ,50,Eastern View High,              73
2021-2022,24,Culpeper County ,581,Floyd T. Binns Middle,               6
2021-2022,25,Cumberland County ,151,Cumberland High,               8
2021-2022,25,Cumberland County ,152,Cumberland Middle,               2
2021-2022,108,Danville City ,210,George Washington High,              78
2021-2022,108,Danville City ,260,O. Trent Bonner Middle,               3
2021-2022,108,Danville City ,1372,Westwood Middle,               3
2021-2022,26,Dickenson County ,275,Ridgeview High,              18
2021-2022,27,Dinwiddie County ,500,Dinwiddie County High,              32
2021-2022,27,Dinwiddie County ,471,Dinwiddie County Middle,               2
2021-2022,28,Essex County ,10,Essex High,               7
2021-2022,29,Fairfax County ,660,Annandale High,              57
2021-2022,29,Fairfax County ,2201,Bryant High,              54
2021-2022,29,Fairfax County ,2222,Carson Middle,               1
2021-2022,29,Fairfax County ,200,Centreville High,              31
2021-2022,29,Fairfax County ,131,Chantilly High,              14
2021-2022,29,Fairfax County ,1270,Edison High,              19
2021-2022,29,Fairfax County ,190,Fairfax County Adult High,             160
2021-2022,29,Fairfax County ,20,Fairfax High,              25
2021-2022,29,Fairfax County ,1100,Falls Church High,              48
2021-2022,29,Fairfax County ,440,Franklin Middle,               1
2021-2022,29,Fairfax County ,1170,Glasgow Middle,              14
2021-2022,29,Fairfax County ,1800,Hayfield Secondary,              16
2021-2022,29,Fairfax County ,32,Herndon High,              69
2021-2022,29,Fairfax County ,33,Herndon Middle,               7
2021-2022,29,Fairfax County ,1521,Holmes Middle,               1
2021-2022,29,Fairfax County ,350,Hughes Middle,               3
2021-2022,29,Fairfax County ,1120,Irving Middle,               1
2021-2022,29,Fairfax County ,673,Jackson Middle,               6
2021-2022,29,Fairfax County ,1110,Johnson Middle,               3
2021-2022,29,Fairfax County ,1070,Justice High,              62
2021-2022,29,Fairfax County ,1901,Key Center,               1
2021-2022,29,Fairfax County ,1900,Key Middle,               1
2021-2022,29,Fairfax County ,1761,Kilmer Center,               3
2021-2022,29,Fairfax County ,1760,Kilmer Middle,               1
2021-2022,29,Fairfax County ,90,Lake Braddock Secondary,               9
2021-2022,29,Fairfax County ,1460,Langley High,               5
2021-2022,29,Fairfax County ,1020,Lewis High,              27
2021-2022,29,Fairfax County ,2233,Liberty Middle,               5
2021-2022,29,Fairfax County ,1150,Longfellow Middle,               2
2021-2022,29,Fairfax County ,1060,Madison High,               4
2021-2022,29,Fairfax County ,1290,Marshall High,              18
2021-2022,29,Fairfax County ,790,McLean High,               3
2021-2022,29,Fairfax County ,420,Mount Vernon High,              54
2021-2022,29,Fairfax County ,2211,Mountain View High,              55
2021-2022,29,Fairfax County ,1710,Oakton High,              10
2021-2022,29,Fairfax County ,1130,Poe Middle,               6
2021-2022,29,Fairfax County ,1960,Robinson Secondary,               5
2021-2022,29,Fairfax County ,1300,Sandburg Middle,               5
2021-2022,29,Fairfax County ,2241,South County High,               7
2021-2022,29,Fairfax County ,2420,South County Middle,               7
2021-2022,29,Fairfax County ,1990,South Lakes High,              33
2021-2022,29,Fairfax County ,2070,Stone Middle,               1
2021-2022,29,Fairfax County ,1140,Thoreau Middle,               1
2021-2022,29,Fairfax County ,1160,Twain Middle,               1
2021-2022,29,Fairfax County ,900,West Potomac High,              30
2021-2022,29,Fairfax County ,1610,West Springfield High,              18
2021-2022,29,Fairfax County ,2228,Westfield High,              23
2021-2022,29,Fairfax County ,1550,Whitman Middle,              14
2021-2022,29,Fairfax County ,1260,Woodson High,               9
2021-2022,109,Falls Church City ,251,Meridian High,               6
2021-2022,30,Fauquier County ,701,Fauquier High,              13
2021-2022,30,Fauquier County ,510,Kettle Run High,               5
2021-2022,30,Fauquier County ,851,Liberty High,              17
2021-2022,30,Fauquier County ,670,W.C. Taylor Middle,               3
2021-2022,30,Fauquier County ,660,Warrenton Middle,               0
2021-2022,31,Floyd County ,660,Floyd County High,               7
2021-2022,31,Floyd County ,360,Floyd Elementary,               1
2021-2022,32,Fluvanna County ,260,Fluvanna County High,               9
2021-2022,32,Fluvanna County ,320,Fluvanna Middle,               1
2021-2022,135,Franklin City ,20,Franklin High,              12
2021-2022,135,Franklin City ,561,Joseph P. King Jr. Middle,               4
2021-2022,33,Franklin County ,1311,Franklin County High,              59
2021-2022,34,Frederick County ,586,Admiral Richard E. Byrd Middle,               0
2021-2022,34,Frederick County ,30,James Wood High,              18
2021-2022,34,Frederick County ,420,James Wood Middle,               1
2021-2022,34,Frederick County ,584,Millbrook High,              29
2021-2022,34,Frederick County ,480,Robert E. Aylor Middle,               1
2021-2022,34,Frederick County ,581,Sherando High,              17
2021-2022,110,Fredericksburg City ,40,James Monroe High,              58
2021-2022,110,Fredericksburg City ,273,Walker-Grant Middle,               6
2021-2022,111,Galax City ,31,Galax High,              10
2021-2022,35,Giles County ,461,Giles High,              13
2021-2022,35,Giles County ,470,Narrows High,               6
2021-2022,36,Gloucester County ,260,Gloucester High,              41
2021-2022,36,Gloucester County ,280,Peasley Middle,               1
2021-2022,37,Goochland County ,220,Goochland High,               7
2021-2022,39,Greene County ,72,William Monroe High,              16
2021-2022,40,Greensville County ,190,Edward W. Wyatt Middle,               7
2021-2022,40,Greensville County ,200,Greensville County High,              37
2021-2022,41,Halifax County ,10,Halifax County High,              78
2021-2022,41,Halifax County ,1480,Halifax County Middle,               1
2021-2022,112,Hampton City ,350,Benjamin Syms Middle,               5
2021-2022,112,Hampton City ,430,Bethel High,               8
2021-2022,112,Hampton City ,450,C. Alton Lindsay Middle,               9
2021-2022,112,Hampton City ,300,Cesar Tarrant Middle,               2
2021-2022,112,Hampton City ,650,George P. Phenix Elementary,               3
2021-2022,112,Hampton City ,280,Hampton High,              23
2021-2022,112,Hampton City ,640,Hunter B. Andrews,               4
2021-2022,112,Hampton City ,320,Kecoughtan High,              18
2021-2022,112,Hampton City ,50,Phoebus High,              17
2021-2022,112,Hampton City ,380,Thomas Eaton Middle,               2
2021-2022,42,Hanover County ,62,Atlee High,              12
2021-2022,42,Hanover County ,440,Bell Creek Middle,               1
2021-2022,42,Hanover County ,61,Chickahominy Middle,               3
2021-2022,42,Hanover County ,554,Hanover High,               6
2021-2022,42,Hanover County ,450,Liberty Middle,               2
2021-2022,42,Hanover County ,370,Mechanicsville High,               9
2021-2022,42,Hanover County ,400,Patrick Henry High,              28
2021-2022,113,Harrisonburg City ,12,Harrisonburg High,              57
2021-2022,113,Harrisonburg City ,111,Skyline Middle,               2
2021-2022,113,Harrisonburg City ,80,Thomas Harrison Middle,               4
2021-2022,43,Henrico County ,500,Brookland Middle,              13
2021-2022,43,Henrico County ,160,Deep Run High,              12
2021-2022,43,Henrico County ,410,Douglas S. Freeman High,              69
2021-2022,43,Henrico County ,92,Elko Middle,               9
2021-2022,43,Henrico County ,510,Fairfield Middle,              18
2021-2022,43,Henrico County ,390,George H. Moody Middle,              12
2021-2022,43,Henrico County ,96,Glen Allen High,              28
2021-2022,43,Henrico County ,610,Henrico High,              74
2021-2022,43,Henrico County ,670,Hermitage High,              73
2021-2022,43,Henrico County ,190,Highland Springs High,              94
2021-2022,43,Henrico County ,95,Holman Middle ,               5
2021-2022,43,Henrico County ,100,Hungary Creek Middle ,               3
2021-2022,43,Henrico County ,600,John Randolph Tucker High,             112
2021-2022,43,Henrico County ,130,John Rolfe Middle,              14
2021-2022,43,Henrico County ,250,L. Douglas Wilder Middle,              17
2021-2022,43,Henrico County ,140,Mills E. Godwin High,              19
2021-2022,43,Henrico County ,280,Pocahontas Middle,               1
2021-2022,43,Henrico County ,690,Quioccasin Middle,              23
2021-2022,43,Henrico County ,80,Short Pump Middle,               8
2021-2022,43,Henrico County ,520,Tuckahoe Middle,               1
2021-2022,43,Henrico County ,580,Varina High,              37
2021-2022,44,Henry County ,10,Bassett High,              55
2021-2022,44,Henry County ,620,Fieldale-Collinsville Middle ,               3
2021-2022,44,Henry County ,670,Laurel Park Middle ,               2
2021-2022,44,Henry County ,20,Magna Vista High,              20
2021-2022,45,Highland County ,220,Highland High,               2
2021-2022,114,Hopewell City ,110,Carter G. Woodson Middle,               5
2021-2022,114,Hopewell City ,120,Hopewell High,              30
2021-2022,46,Isle of Wight County ,422,Georgie D. Tyler Middle,               6
2021-2022,46,Isle of Wight County ,40,Smithfield High,              11
2021-2022,46,Isle of Wight County ,50,Smithfield Middle,               3
2021-2022,46,Isle of Wight County ,250,Windsor High,               8
2021-2022,48,King George County ,120,King George High,              32
2021-2022,48,King George County ,10,King George Middle,              16
2021-2022,50,King William County ,130,King William High,              15
2021-2022,49,King and Queen County ,280,Central High,               3
2021-2022,51,Lancaster County ,10,Lancaster High,               2
2021-2022,52,Lee County ,470,Jonesville Middle,               1
2021-2022,52,Lee County ,300,Lee High,              39
2021-2022,52,Lee County ,880,Thomas Walker High,               9
2021-2022,137,Lexington City ,1440,Lylburn Downing Middle,               1
2021-2022,53,Loudoun County ,420,Briar Woods High ,               4
2021-2022,53,Loudoun County ,740,Broad Run High,               3
2021-2022,53,Loudoun County ,31,Dominion High,              18
2021-2022,53,Loudoun County ,120,Freedom High ,               1
2021-2022,53,Loudoun County ,900,Heritage High,              18
2021-2022,53,Loudoun County ,1110,Independence High,               3
2021-2022,53,Loudoun County ,370,John Champe High,               4
2021-2022,53,Loudoun County ,1130,Lightridge High,               1
2021-2022,53,Loudoun County ,660,Loudoun County High,               7
2021-2022,53,Loudoun County ,680,Loudoun Valley High,               1
2021-2022,53,Loudoun County ,320,Mercer Middle ,               2
2021-2022,53,Loudoun County ,60,Park View High,              41
2021-2022,53,Loudoun County ,140,Potomac Falls High,               9
2021-2022,53,Loudoun County ,930,River Bend Middle,               1
2021-2022,53,Loudoun County ,1050,Riverside High,               6
2021-2022,53,Loudoun County ,1060,Rock Ridge High,               2
2021-2022,53,Loudoun County ,90,Smart's Mill Middle ,               1
2021-2022,53,Loudoun County ,760,Sterling Middle,               1
2021-2022,53,Loudoun County ,850,Stone Bridge High,               7
2021-2022,53,Loudoun County ,570,Stone Hill Middle,               1
2021-2022,53,Loudoun County ,200,Tuscarora High,               7
2021-2022,53,Loudoun County ,532,W.O. Robey High,               1
2021-2022,53,Loudoun County ,590,Woodgrove High,               5
2021-2022,54,Louisa County ,602,Louisa County High,              24
2021-2022,54,Louisa County ,601,Louisa County Middle,               6
2021-2022,55,Lunenburg County ,560,Central High,              13
2021-2022,115,Lynchburg City ,260,E.C. Glass High ,              34
2021-2022,115,Lynchburg City ,130,Heritage High,              37
2021-2022,56,Madison County ,221,Madison County High,               4
2021-2022,143,Manassas City ,70,Grace E. Metz Middle ,              19
2021-2022,143,Manassas City ,370,Osbourn High,             146
2021-2022,144,Manassas Park City ,30,Manassas Park High,              22
2021-2022,144,Manassas Park City ,31,Manassas Park Middle,               1
2021-2022,116,Martinsville City ,110,Martinsville High,              36
2021-2022,116,Martinsville City ,10,Martinsville Middle,               6
2021-2022,57,Mathews County ,190,Mathews High,               1
2021-2022,58,Mecklenburg County ,980,Bluestone  High,              22
2021-2022,58,Mecklenburg County ,960,Bluestone Middle,               3
2021-2022,58,Mecklenburg County ,990,Park View High,              17
2021-2022,59,Middlesex County ,90,Middlesex High,               4
2021-2022,60,Montgomery County ,650,Auburn High,               8
2021-2022,60,Montgomery County ,903,Auburn Middle,               3
2021-2022,60,Montgomery County ,760,Blacksburg High,               6
2021-2022,60,Montgomery County ,710,Blacksburg Middle,               2
2021-2022,60,Montgomery County ,770,Christiansburg High,              18
2021-2022,60,Montgomery County ,671,Christiansburg Middle,               4
2021-2022,60,Montgomery County ,904,Eastern Montgomery High,               7
2021-2022,60,Montgomery County ,290,Shawsville Middle,               1
2021-2022,62,Nelson County ,710,Nelson County High,               8
2021-2022,62,Nelson County ,730,Nelson Middle,               1
2021-2022,63,New Kent County ,20,New Kent High ,              15
2021-2022,117,Newport News City ,1405,Achievable Dream Middle/High ,               3
2021-2022,117,Newport News City ,1393,Crittenden Middle,              12
2021-2022,117,Newport News City ,280,Denbigh High,              13
2021-2022,117,Newport News City ,20,Ella J. Fitzgerald Middle ,               9
2021-2022,117,Newport News City ,1260,Ethel M. Gildersleeve Middle,              20
2021-2022,117,Newport News City ,1395,Heritage High,              30
2021-2022,117,Newport News City ,1270,Homer L. Hines Middle,               8
2021-2022,117,Newport News City ,91,Huntington Middle,               4
2021-2022,117,Newport News City ,1400,Mary Passage Middle,              15
2021-2022,117,Newport News City ,1220,Menchville High,              19
2021-2022,117,Newport News City ,1070,Warwick High,              43
2021-2022,117,Newport News City ,1396,Woodside High,              16
2021-2022,118,Norfolk City ,760,Azalea Gardens Middle,              13
2021-2022,118,Norfolk City ,20,Blair Middle,               5
2021-2022,118,Norfolk City ,880,Booker T Washington High,              59
2021-2022,118,Norfolk City ,90,Ghent K-8,               1
2021-2022,118,Norfolk City ,390,Granby High,              95
2021-2022,118,Norfolk City ,790,Lake Taylor,               2
2021-2022,118,Norfolk City ,840,Lake Taylor High ,              61
2021-2022,118,Norfolk City ,10,Matthew Fontaine Maury High,              49
2021-2022,118,Norfolk City ,490,Northside Middle,              10
2021-2022,118,Norfolk City ,580,Norview High,              53
2021-2022,118,Norfolk City ,570,Norview Middle,              17
2021-2022,118,Norfolk City ,770,Southside STEM Academy at Campostella ,               2
2021-2022,118,Norfolk City ,30,William H. Ruffner Middle,               9
2021-2022,65,Northampton County ,350,Northampton High,               8
2021-2022,65,Northampton County ,360,Northampton Middle,               1
2021-2022,66,Northumberland County ,40,Northumberland High,               8
2021-2022,66,Northumberland County ,210,Northumberland Middle,               3
2021-2022,119,Norton City ,20,J.I. Burton High ,               1
2021-2022,67,Nottoway County ,301,Nottoway High,              25
2021-2022,67,Nottoway County ,302,Nottoway Middle,               4
2021-2022,68,Orange County ,471,Locust Grove Middle,               2
2021-2022,68,Orange County ,330,Orange County High ,              38
2021-2022,69,Page County ,380,Page County High,               2
2021-2022,70,Patrick County ,700,Patrick County High,              13
2021-2022,120,Petersburg City ,200,Petersburg High,              43
2021-2022,120,Petersburg City ,121,Vernon Johns Middle,              10
2021-2022,71,Pittsylvania County ,1720,Chatham High,              20
2021-2022,71,Pittsylvania County ,1660,Chatham Middle,               1
2021-2022,71,Pittsylvania County ,1680,Dan River High,              21
2021-2022,71,Pittsylvania County ,1090,Dan River Middle,               2
2021-2022,71,Pittsylvania County ,1700,Gretna High,              21
2021-2022,71,Pittsylvania County ,290,Gretna Middle,               1
2021-2022,71,Pittsylvania County ,1730,Tunstall High,              33
2021-2022,71,Pittsylvania County ,1130,Tunstall Middle,               5
2021-2022,142,Poquoson City ,10,Poquoson High,               7
2021-2022,121,Portsmouth City ,500,Churchland High,              39
2021-2022,121,Portsmouth City ,320,Churchland Middle,              21
2021-2022,121,Portsmouth City ,1130,Cradock Middle,              18
2021-2022,121,Portsmouth City ,240,I.C. Norcom High,              55
2021-2022,121,Portsmouth City ,1660,Manor High,              80
2021-2022,121,Portsmouth City ,310,William E. Waters Middle,               6
2021-2022,72,Powhatan County ,11,Powhatan High,              15
2021-2022,72,Powhatan County ,130,Powhatan Middle,               4
2021-2022,73,Prince Edward County ,400,Prince Edward County High,              17
2021-2022,73,Prince Edward County ,20,Prince Edward Middle,               1
2021-2022,74,Prince George County ,320,J.E.J. Moore Middle ,               8
2021-2022,74,Prince George County ,20,Prince George High,              56
2021-2022,75,Prince William County ,290,Battlefield High ,              12
2021-2022,75,Prince William County ,530,Brentsville District High,              12
2021-2022,75,Prince William County ,920,Bull Run Middle,               2
2021-2022,75,Prince William County ,710,C.D. Hylton High,              24
2021-2022,75,Prince William County ,5010,Charles J. Colgan Sr. High,               8
2021-2022,75,Prince William County ,870,Forest Park High,              31
2021-2022,75,Prince William County ,300,Freedom High ,             138
2021-2022,75,Prince William County ,5130,Gainesville High,               2
2021-2022,75,Prince William County ,960,Gainesville Middle,               1
2021-2022,75,Prince William County ,690,Gar-Field High,              99
2021-2022,75,Prince William County ,640,George M. Hampton Middle,               4
2021-2022,75,Prince William County ,510,Graham Park Middle,               1
2021-2022,75,Prince William County ,380,Herbert J. Saunders Middle,               1
2021-2022,75,Prince William County ,880,Louise A. Benton Middle,               1
2021-2022,75,Prince William County ,80,Osbourn Park High,              64
2021-2022,75,Prince William County ,501,Parkside Middle,               3
2021-2022,75,Prince William County ,1060,Patriot High,              18
2021-2022,75,Prince William County ,945,Pennington Traditional,               0
2021-2022,75,Prince William County ,140,Potomac High,              60
2021-2022,75,Prince William County ,170,Potomac Middle,               4
2021-2022,75,Prince William County ,414,Potomac Shores Middle,               1
2021-2022,75,Prince William County ,591,Rippon Middle,               3
2021-2022,75,Prince William County ,310,Ronald Wilson Reagan Middle,               1
2021-2022,75,Prince William County ,780,Stuart M. Beville Middle,               1
2021-2022,75,Prince William County ,480,Unity Braxton Middle ,               5
2021-2022,75,Prince William County ,680,Unity Reed High,             131
2021-2022,75,Prince William County ,60,Woodbridge High,              75
2021-2022,75,Prince William County ,560,Woodbridge Middle,               2
2021-2022,77,Pulaski County ,560,Pulaski County Middle,               2
2021-2022,77,Pulaski County ,10,Pulaski County Senior High,              17
2021-2022,122,Radford City ,42,John N. Dalton Intermediate,              20
2021-2022,122,Radford City ,41,Radford High,              23
2021-2022,78,Rappahannock County ,230,Rappahannock County High,               1
2021-2022,123,Richmond City ,30,Albert Hill Middle,              15
2021-2022,123,Richmond City ,850,Armstrong High ,              75
2021-2022,123,Richmond City ,50,Binford Middle,               1
2021-2022,123,Richmond City ,741,George Wythe High,             163
2021-2022,123,Richmond City ,470,Henderson Middle,               8
2021-2022,123,Richmond City ,1510,Huguenot High,              76
2021-2022,123,Richmond City ,730,John Marshall High,              36
2021-2022,123,Richmond City ,3105,Lucille M. Brown Middle,              14
2021-2022,123,Richmond City ,770,Martin Luther King Jr. Middle ,              14
2021-2022,123,Richmond City ,90,Open High,               2
2021-2022,123,Richmond City ,3110,Richmond Alternative,             119
2021-2022,123,Richmond City ,1631,River City Middle,              39
2021-2022,123,Richmond City ,480,Thomas C. Boushall Middle,              13
2021-2022,123,Richmond City ,20,Thomas Jefferson High,              26
2021-2022,79,Richmond County ,210,Rappahannock High,               4
2021-2022,124,Roanoke City ,280,Addison Aerospace Magnet Middle,               8
2021-2022,124,Roanoke City ,210,Breckinridge Middle,               4
2021-2022,124,Roanoke City ,450,James Madison Middle,               6
2021-2022,124,Roanoke City ,230,John P. Fishwick Middle,               8
2021-2022,124,Roanoke City ,390,Patrick Henry High,              78
2021-2022,124,Roanoke City ,400,William Fleming High,             109
2021-2022,124,Roanoke City ,150,Woodrow Wilson Middle,               3
2021-2022,80,Roanoke County ,470,Cave Spring High,              10
2021-2022,80,Roanoke County ,620,Cave Spring Middle,               1
2021-2022,80,Roanoke County ,610,Glenvar High,              10
2021-2022,80,Roanoke County ,751,Glenvar Middle,               1
2021-2022,80,Roanoke County ,754,Hidden Valley High,               4
2021-2022,80,Roanoke County ,10,Hidden Valley Middle,               1
2021-2022,80,Roanoke County ,520,Northside High,              11
2021-2022,80,Roanoke County ,630,William Byrd High,              17
2021-2022,80,Roanoke County ,232,William Byrd Middle,               4
2021-2022,81,Rockbridge County ,678,Maury River Middle,               1
2021-2022,81,Rockbridge County ,22,Rockbridge County High,              24
2021-2022,82,Rockingham County ,870,Broadway High,               7
2021-2022,82,Rockingham County ,391,East Rockingham High,               6
2021-2022,82,Rockingham County ,960,J. Frank Hillyard Middle,               3
2021-2022,82,Rockingham County ,20,Spotswood High,              16
2021-2022,82,Rockingham County ,850,Turner Ashby High,              10
2021-2022,83,Russell County ,791,Castlewood High,               5
2021-2022,83,Russell County ,540,Honaker High,               8
2021-2022,83,Russell County ,140,Lebanon High,               8
2021-2022,139,Salem City ,100,Andrew Lewis Middle,               1
2021-2022,139,Salem City ,70,Salem High,              18
2021-2022,84,Scott County ,770,Gate City High,              16
2021-2022,84,Scott County ,260,Rye Cove High,               5
2021-2022,84,Scott County ,780,Twin Springs High,               6
2021-2022,85,Shenandoah County ,780,Central High,               4
2021-2022,85,Shenandoah County ,790,Mountain View High,               6
2021-2022,85,Shenandoah County ,30,Peter Muhlenberg Middle,               2
2021-2022,85,Shenandoah County ,50,Signal Knob Middle,               2
2021-2022,86,Smyth County ,460,Chilhowie High,               1
2021-2022,86,Smyth County ,700,Marion Senior High,               9
2021-2022,86,Smyth County ,250,Northwood High,               1
2021-2022,87,Southampton County ,690,Southampton High,              18
2021-2022,87,Southampton County ,700,Southampton Middle,               4
2021-2022,88,Spotsylvania County ,381,Chancellor High,              25
2021-2022,88,Spotsylvania County ,382,Chancellor Middle,               2
2021-2022,88,Spotsylvania County ,20,Courtland High,              21
2021-2022,88,Spotsylvania County ,509,Freedom Middle,               1
2021-2022,88,Spotsylvania County ,506,Massaponax High,              57
2021-2022,88,Spotsylvania County ,220,Post Oak Middle,               1
2021-2022,88,Spotsylvania County ,510,Riverbend High ,              35
2021-2022,88,Spotsylvania County ,370,Spotsylvania High,              39
2021-2022,88,Spotsylvania County ,330,Spotsylvania Middle,               1
