LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,JJ,SCH_SCICLASSES_BIOL,SCH_SCICCERT_BIOL,SCH_SCIENR_BIOL_HI_M,SCH_SCIENR_BIOL_HI_F,SCH_SCIENR_BIOL_AM_M,SCH_SCIENR_BIOL_AM_F,SCH_SCIENR_BIOL_AS_M,SCH_SCIENR_BIOL_AS_F,SCH_SCIENR_BIOL_HP_M,SCH_SCIENR_BIOL_HP_F,SCH_SCIENR_BIOL_BL_M,SCH_SCIENR_BIOL_BL_F,SCH_SCIENR_BIOL_WH_M,SCH_SCIENR_BIOL_WH_F,SCH_SCIENR_BIOL_TR_M,SCH_SCIENR_BIOL_TR_F,TOT_SCIENR_BIOL_M,TOT_SCIENR_BIOL_F,SCH_SCIENR_BIOL_LEP_M,SCH_SCIENR_BIOL_LEP_F,SCH_SCIENR_BIOL_IDEA_M,SCH_SCIENR_BIOL_IDEA_F
HI,HAWAII,1500030,Hawaii Department of Education,237,Princess Nahienaena Elementary School,150003000237,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,238,Lokelani Intermediate School,150003000238,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,239,Kaleiopuu Elementary School,150003000239,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,240,Kamaile Academy PCS,150003000240,No,2,0,2,0,0,0,1,1,13,16,0,0,0,0,2,4,18,21,2,1,2,0
HI,HAWAII,1500030,Hawaii Department of Education,241,Maui Waena Intermediate School,150003000241,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,242,King Kaumualii Elementary School,150003000242,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,244,Keonepoko Elementary School,150003000244,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,246,Anuenue School,150003000246,No,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,247,Waikoloa Elementary and Middle School,150003000247,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,248,Holomua Elementary School,150003000248,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,249,Honokaa Elementary School,150003000249,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,250,Kohala Elementary School,150003000250,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,251,King Kekaulike High School,150003000251,No,16,12,19,18,1,2,41,45,56,68,1,3,53,63,9,8,180,207,2,1,22,11
HI,HAWAII,1500030,Hawaii Department of Education,252,Konawaena Middle School,150003000252,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,253,Kamalii Elementary School,150003000253,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,254,Kealakehe High School,150003000254,No,16,16,9,16,3,1,45,34,79,60,1,0,32,25,4,4,173,140,12,7,16,5
HI,HAWAII,1500030,Hawaii Department of Education,255,Kapaa Middle School,150003000255,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,256,Mililani Middle School,150003000256,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,257,Waikele Elementary School,150003000257,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,258,Keaau Elementary School,150003000258,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,259,Kapolei Middle School,150003000259,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,260,Keaau High School,150003000260,No,17,17,16,27,5,0,44,43,88,78,1,3,30,25,11,8,195,184,18,7,32,15
HI,HAWAII,1500030,Hawaii Department of Education,261,Kapolei High School,150003000261,No,38,24,51,40,0,0,74,71,141,113,11,7,17,28,39,39,333,298,4,15,44,19
HI,HAWAII,1500030,Hawaii Department of Education,262,Connections - New Century PCS,150003000262,No,1,1,2,2,0,0,0,0,3,5,1,0,4,2,0,0,10,9,0,0,2,0
HI,HAWAII,1500030,Hawaii Department of Education,263,Kanu o ka Aina - New Century PCS,150003000263,No,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,264,Na Wai Ola - PCS,150003000264,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,265,West Hawaii Explorations Academy,150003000265,No,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,266,Chiefess Kamakahelei Middle School,150003000266,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,267,Kohala Middle School,150003000267,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,268,Waimea Middle - PCCS,150003000268,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,269,Kula Aupuni Niihau A Kahelelani Aloha - NCPCS,150003000269,No,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,1
HI,HAWAII,1500030,Hawaii Department of Education,270,Halau Ku Mana - A New Century PCS,150003000270,No,3,0,0,0,0,0,0,1,7,5,0,0,0,0,0,3,7,9,0,0,2,3
HI,HAWAII,1500030,Hawaii Department of Education,271,Voyager - A Public Charter School,150003000271,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,273,University Laboratory School,150003000273,No,2,2,1,0,0,0,12,16,0,0,1,1,4,3,0,0,18,20,1,0,1,3
HI,HAWAII,1500030,Hawaii Department of Education,274,Myron B. Thompson Academy - A New Century PCS,150003000274,No,1,1,1,0,0,1,0,3,5,6,1,0,7,7,0,0,14,17,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,275,Hakipuu Learning Center,150003000275,No,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,276,Ke Kula o Samuel M Kamakau - A Laboratory PCS,150003000276,No,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,277,Innovations - PCS,150003000277,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,278,Ke Ana Laahana - PCS,150003000278,No,1,0,0,0,0,0,0,0,2,4,0,0,0,0,0,3,2,7,0,0,1,1
HI,HAWAII,1500030,Hawaii Department of Education,279,Kihei Charter School,150003000279,No,2,2,4,2,0,0,2,3,1,1,1,1,25,14,0,2,33,23,0,0,1,0
HI,HAWAII,1500030,Hawaii Department of Education,280,Ke Kula Niihau o Kekaha Learning Center - A Laboratory PCS,150003000280,No,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,1
HI,HAWAII,1500030,Hawaii Department of Education,281,Volcano School of Arts & Sciences - A Community PCS,150003000281,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,282,Hawaii Academy of Arts & Science PCS,150003000282,No,5,0,5,6,1,1,0,1,4,8,0,0,16,20,3,4,29,40,1,0,4,1
HI,HAWAII,1500030,Hawaii Department of Education,283,Ka Umeke Kaeo - PCS,150003000283,No,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,1,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,284,Ke Kula o Nawahiokalaniopuu Iki - Laboratory PCS,150003000284,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,285,Mililani Ike Elementary School,150003000285,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,286,Ka Waihona o ka Naauao - New Century PCS,150003000286,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,287,Ke Kula o Ehunuikaimalino,150003000287,No,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,288,Kua o ka La - NCPCS,150003000288,No,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,289,Kanuikapono Learning Center,150003000289,No,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,290,Molokai Middle School,150003000290,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,291,Keoneula Elementary School,150003000291,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,292,Pomaikai Elementary School,150003000292,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,293,Kona Pacific - PCS,150003000293,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,294,Kawaikini NCPCS,150003000294,No,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,295,Hawaii Technology Academy - PCS,150003000295,No,2,1,5,13,0,1,12,15,13,23,1,1,18,22,8,5,57,80,2,1,6,6
HI,HAWAII,1500030,Hawaii Department of Education,296,Ewa Makai Middle School,150003000296,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,297,Puu Kukui Elementary School,150003000297,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,298,SEEQS - Sch Examining Essential Questions of Sustainability,150003000298,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,299,Malama Honua Learning Center PCS,150003000299,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,300,Hookele Elementary School,150003000300,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,301,Ka'u Learning Academy - PCS,150003000301,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,302,Kapolei Charter School by Goodwill Hawaii,150003000302,No,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
HI,HAWAII,1500030,Hawaii Department of Education,303,Kamalani Academy,150003000303,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
