LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,JJ,SCH_FTETEACH_TOT,SCH_FTETEACH_CERT,SCH_FTETEACH_NOTCERT,SCH_FTETEACH_FY,SCH_FTETEACH_SY,SCH_TEACHERS_CURR_TOT,SCH_TEACHERS_PREV_TOT,SCH_FTETEACH_ABSENT,SCH_FTECOUNSELORS,SCH_FTESECURITY_LEO,SCH_FTESECURITY_GUA,SCH_FTESERVICES_NUR,SCH_FTESERVICES_PSY,SCH_FTESERVICES_SOC
HI,HAWAII,1500030,Hawaii Department of Education,112,Pohakea Elementary School,150003000112,No,36.5,34.5,2.0,3.0,6.0,37.0,34.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0
HI,HAWAII,1500030,Hawaii Department of Education,113,Pearl City Highlands School,150003000113,No,32.0,32.0,0.0,1.0,3.0,32.0,31.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0
HI,HAWAII,1500030,Hawaii Department of Education,114,Pearl City High School,150003000114,No,106.0,96.0,10.0,13.0,4.0,106.0,92.0,47.0,8.0,0.0,0.0,0.0,0.0,0.0
HI,HAWAII,1500030,Hawaii Department of Education,115,Pearl City Elementary School,150003000115,No,27.0,27.0,0.0,2.0,1.0,27.0,25.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0
HI,HAWAII,1500030,Hawaii Department of Education,116,Palisades Elementary School,150003000116,No,28.0,27.0,1.0,2.0,0.0,28.0,26.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0
HI,HAWAII,1500030,Hawaii Department of Education,117,Nanakuli High & Intermediate School,150003000117,No,85.0,75.0,10.0,4.0,6.0,85.0,78.0,61.0,7.0,0.0,0.0,0.0,0.0,0.0
HI,HAWAII,1500030,Hawaii Department of Education,118,Nanakuli Elementary School,150003000118,No,29.0,29.0,0.0,1.0,1.0,29.0,28.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0
HI,HAWAII,1500030,Hawaii Department of Education,119,Nanaikapono Elementary School,150003000119,No,58.0,55.0,3.0,5.0,2.0,58.0,52.0,32.0,3.0,0.0,0.0,0.0,0.0,0.0
HI,HAWAII,1500030,Hawaii Department of Education,120,Momilani Elementary School,150003000120,No,22.0,22.0,0.0,1.0,0.0,22.0,20.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
HI,HAWAII,1500030,Hawaii Department of Education,121,Mauka Lani Elementary School,150003000121,No,47.0,46.0,1.0,9.0,4.0,47.0,37.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0
HI,HAWAII,1500030,Hawaii Department of Education,122,Manana Elementary School,150003000122,No,27.0,27.0,0.0,1.0,1.0,27.0,25.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
HI,HAWAII,1500030,Hawaii Department of Education,123,Makakilo Elementary School,150003000123,No,31.5,31.5,0.0,0.0,0.0,32.0,31.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0
HI,HAWAII,1500030,Hawaii Department of Education,124,Makaha Elementary School,150003000124,No,50.5,50.5,0.0,6.0,5.0,51.0,45.0,23.0,2.0,0.0,0.0,0.0,0.0,0.0
HI,HAWAII,1500030,Hawaii Department of Education,125,Maili Elementary School,150003000125,No,62.0,56.0,6.0,5.0,4.0,63.0,58.0,34.5,1.0,0.0,0.0,0.0,0.0,0.0
HI,HAWAII,1500030,Hawaii Department of Education,126,Lehua Elementary School,150003000126,No,25.0,23.0,2.0,1.0,4.0,25.0,24.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
HI,HAWAII,1500030,Hawaii Department of Education,127,Kaimiloa Elementary School,150003000127,No,45.0,42.0,3.0,2.0,3.0,45.0,43.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0
HI,HAWAII,1500030,Hawaii Department of Education,128,Iroquois Point Elementary School,150003000128,No,48.0,44.0,4.0,10.0,2.0,48.0,38.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0
HI,HAWAII,1500030,Hawaii Department of Education,129,Ilima Intermediate School,150003000129,No,60.0,55.0,5.0,7.0,4.0,60.0,53.0,30.0,3.0,0.0,0.0,0.0,0.0,0.0
HI,HAWAII,1500030,Hawaii Department of Education,130,Honowai Elementary School,150003000130,No,47.0,47.0,0.0,1.0,4.0,47.0,46.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0
